Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
CERTIV,Victorian Institute of Technology,Adelaide,Certificate IV in Commercial Cookery,,"15,999","15,999",AUD,Years,100,Weeks,Yes,Yes,IELTS,Equivalent AQF Level,,,Year 11,,https://www.vit.edu.au/courses/certificate-iv-in-commercial-cookery/,English,A,Certificate IV in Commercial Cookery qualification reflects the role of commercial cooks who use a wide range of well-developed cookery skills and sound information on kitchen operations to arrange food and menu items.,"This qualification reflects the role of commercial cooks who have a supervisory or team leading role in the kitchen. They operate independently or with limited guidance from others and use discretion to solve non-routine problems.This qualification provides a pathway to work in organisations such as restaurants, hotels, clubs, pubs, cafes and coffee shops, or to run a small business in these sectors.Possible job titles include: • chef • chef de partie. No occupational licensing, certification or specific legislative requirements apply to this qualification",Australia,No,Yes,No,Yes,No,,BSBDIV501 Manage diversity in the workplace,,,SITXCCS006 Provide service to customers,,,BSBSUS401 Implement and monitor environmentally sustainable work practices,,,"SITXWHS002 Identify hazards, assess and control safety risks",,,BSBITU212 Create and Use Spreadsheets,,,SITHCCC001 Use food preparation equipment,,,SITHCCC005 Prepare dishes using basic methods of cookery,,,SITHCCC006 Prepare appetizers and salads,,,"SITHCCC007 Prepare stocks, sauces, and soups",,,"SITHCCC008 Prepare vegetable, fruit, egg and farinaceous dishes",,,SITHCCC012 Prepare poultry dishes,,,SITHCCC013 Prepare seafood dishes,,,SITHCCC014 Prepare meat dishes,,,SITHCCC018 Prepare food to meet special dietary requirements,,,"SITHCCC019 Produce cakes, pastries, and bread",,,SITHCCC017 Handle and serve cheese,,,SITHCCC020 Work effectively as a cook,,,SITHKOP002 Plan and cost basic menus,,,SITHKOP004 Develop menus for special dietary requirements,,,SITHKOP005 Coordinate cooking operations,,,SITHPAT006 Produce desserts,,,SITXCOM005 Manage conflict,,,SITXFIN002 Interpret financial information,,,SITXFIN003 Manage finances within a budget,,,SITXFSA001 Use hygienic practices for food safety,,,SITXFSA002 Participate in safe food handling practices,,,BSBMKG401 Profile the Market,,,SITXHRM001 Coach others in job skills,,,SITHHRM002 Roster staff,,,SITXHRM003 Lead and manage people,,,SITXINV002 Maintain the quality of perishable items,,,SITXMGT001 Monitor work operations,,,SITXWHS003 Implement and monitor work health and safety practices,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Victorian Institute of Technology,Abottsford,Certificate IV in Commercial Cookery,,"15,999","15,999",AUD,Years,100,Weeks,Yes,Yes,IELTS,Equivalent AQF Level,,,Year 11,,https://www.vit.edu.au/courses/certificate-iv-in-commercial-cookery/,English,A,Certificate IV in Commercial Cookery qualification reflects the role of commercial cooks who use a wide range of well-developed cookery skills and sound information on kitchen operations to arrange food and menu items.,"This qualification reflects the role of commercial cooks who have a supervisory or team leading role in the kitchen. They operate independently or with limited guidance from others and use discretion to solve non-routine problems.This qualification provides a pathway to work in organisations such as restaurants, hotels, clubs, pubs, cafes and coffee shops, or to run a small business in these sectors.Possible job titles include: • chef • chef de partie. No occupational licensing, certification or specific legislative requirements apply to this qualification",Australia,No,Yes,No,Yes,No,,BSBDIV501 Manage diversity in the workplace,,,SITXCCS006 Provide service to customers,,,BSBSUS401 Implement and monitor environmentally sustainable work practices,,,"SITXWHS002 Identify hazards, assess and control safety risks",,,BSBITU212 Create and Use Spreadsheets,,,SITHCCC001 Use food preparation equipment,,,SITHCCC005 Prepare dishes using basic methods of cookery,,,SITHCCC006 Prepare appetizers and salads,,,"SITHCCC007 Prepare stocks, sauces, and soups",,,"SITHCCC008 Prepare vegetable, fruit, egg and farinaceous dishes",,,SITHCCC012 Prepare poultry dishes,,,SITHCCC013 Prepare seafood dishes,,,SITHCCC014 Prepare meat dishes,,,SITHCCC018 Prepare food to meet special dietary requirements,,,"SITHCCC019 Produce cakes, pastries, and bread",,,SITHCCC017 Handle and serve cheese,,,SITHCCC020 Work effectively as a cook,,,SITHKOP002 Plan and cost basic menus,,,SITHKOP004 Develop menus for special dietary requirements,,,SITHKOP005 Coordinate cooking operations,,,SITHPAT006 Produce desserts,,,SITXCOM005 Manage conflict,,,SITXFIN002 Interpret financial information,,,SITXFIN003 Manage finances within a budget,,,SITXFSA001 Use hygienic practices for food safety,,,SITXFSA002 Participate in safe food handling practices,,,BSBMKG401 Profile the Market,,,SITXHRM001 Coach others in job skills,,,SITHHRM002 Roster staff,,,SITXHRM003 Lead and manage people,,,SITXINV002 Maintain the quality of perishable items,,,SITXMGT001 Monitor work operations,,,SITXWHS003 Implement and monitor work health and safety practices,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Victorian Institute of Technology,Melbourne,Certificate IV in Commercial Cookery,,"15,999","15,999",AUD,Years,100,Weeks,Yes,Yes,IELTS,Equivalent AQF Level,,,Year 11,,https://www.vit.edu.au/courses/certificate-iv-in-commercial-cookery/,English,A,Certificate IV in Commercial Cookery qualification reflects the role of commercial cooks who use a wide range of well-developed cookery skills and sound information on kitchen operations to arrange food and menu items.,"This qualification reflects the role of commercial cooks who have a supervisory or team leading role in the kitchen. They operate independently or with limited guidance from others and use discretion to solve non-routine problems.This qualification provides a pathway to work in organisations such as restaurants, hotels, clubs, pubs, cafes and coffee shops, or to run a small business in these sectors.Possible job titles include: • chef • chef de partie. No occupational licensing, certification or specific legislative requirements apply to this qualification",Australia,No,Yes,No,Yes,No,,BSBDIV501 Manage diversity in the workplace,,,SITXCCS006 Provide service to customers,,,BSBSUS401 Implement and monitor environmentally sustainable work practices,,,"SITXWHS002 Identify hazards, assess and control safety risks",,,BSBITU212 Create and Use Spreadsheets,,,SITHCCC001 Use food preparation equipment,,,SITHCCC005 Prepare dishes using basic methods of cookery,,,SITHCCC006 Prepare appetizers and salads,,,"SITHCCC007 Prepare stocks, sauces, and soups",,,"SITHCCC008 Prepare vegetable, fruit, egg and farinaceous dishes",,,SITHCCC012 Prepare poultry dishes,,,SITHCCC013 Prepare seafood dishes,,,SITHCCC014 Prepare meat dishes,,,SITHCCC018 Prepare food to meet special dietary requirements,,,"SITHCCC019 Produce cakes, pastries, and bread",,,SITHCCC017 Handle and serve cheese,,,SITHCCC020 Work effectively as a cook,,,SITHKOP002 Plan and cost basic menus,,,SITHKOP004 Develop menus for special dietary requirements,,,SITHKOP005 Coordinate cooking operations,,,SITHPAT006 Produce desserts,,,SITXCOM005 Manage conflict,,,SITXFIN002 Interpret financial information,,,SITXFIN003 Manage finances within a budget,,,SITXFSA001 Use hygienic practices for food safety,,,SITXFSA002 Participate in safe food handling practices,,,BSBMKG401 Profile the Market,,,SITXHRM001 Coach others in job skills,,,SITHHRM002 Roster staff,,,SITXHRM003 Lead and manage people,,,SITXINV002 Maintain the quality of perishable items,,,SITXMGT001 Monitor work operations,,,SITXWHS003 Implement and monitor work health and safety practices,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Victorian Institute of Technology,Adelaide,Certificate IV in Patisserie,,"16,999","16,999",AUD,Years,88,Weeks,Yes,Yes,IELTS,Equivalent AQF Level,,,Year 11,,https://www.vit.edu.au/courses/certificate-iv-in-patisserie/,English,A,"The Certificate IV in Patisserie course provides the skills and knowledge for an individual to be competent as a qualified Pâtissier (Pastry Chef) and gain employment in a supervisory or team leading role in a patisserie or pastry kitchen. Work can be undertaken in various hospitality enterprises where patisserie products are prepared and served such as restaurants, hotels, catering operations, clubs, pubs, bakery, cafes and coffee shops. Students also learn specialised skills like modeling marzipan, preparing sugar items, chocolate, chocolate confectionary as well as coffee making.","This qualification provides a pathway to work in restaurants, and coffee shops.,Possible job titles include:,• chef de partie,• chef patissier",Australia,No,Yes,No,Yes,No,,BSBDIV501 Manage diversity in the workplace,,,SITXCCS006 Provide service to customers,,,BSBSUS401 Implement and monitor environmentally sustainable work practices,,,BSBITU212 Create and Use Spreadsheets,,,SITHCCC001 Use food preparation equipment,,,SITHCCC005 Prepare dishes using basic methods of cookery,,,SITHCCC011 Use cookery skills effectively,,,SITHCCC018 Prepare food to meet special dietary requirements,,,SITHKOP005 Coordinate cooking operations,,,SITHPAT001 Produce cakes,,,"SITHPAT002 Produce gateaux, torten and cakes",,,SITHPAT003 Produce pastries,,,SITHPAT004 Produce yeast based bakery products,,,SITHPAT005 Produce petits fours,,,SITHPAT006 Produce desserts,,,SITHPAT007 Prepare and model marzipan,,,SITHPAT008 Produce chocolate confectionery,,,SITHPAT009 Model sugar based decorations,,,SITHPAT010 Design and produce sweet buffet showpieces,,,SITXCOM005 Manage conflict,,,SITXFIN002 Interpret financial information,,,SITXFIN003 Manage finances within a budget,,,SITXFSA001 Use hygienic practices for food safety,,,SITXFSA002 Participate in safe food handling practices,,,"SITXWHS002 Identify hazards, assess and control safety risks",,,SITXHRM001 Coach others in job skills,,,SITXHRM002 Roster staff,,,SITXHRM003 Lead and manage people,,,SITXINV001 Receive and store Stock,,,SITXINV002 Maintain the quality of perishable items,,,SITXMGT001 Monitor work operations,,,SITXWHS003 Implement and monitor work health and safety practices,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Victorian Institute of Technology,Abottsford,Certificate IV in Patisserie,,"16,999","16,999",AUD,Years,88,Weeks,Yes,Yes,IELTS,Equivalent AQF Level,,,Year 11,,https://www.vit.edu.au/courses/certificate-iv-in-patisserie/,English,A,"The Certificate IV in Patisserie course provides the skills and knowledge for an individual to be competent as a qualified Pâtissier (Pastry Chef) and gain employment in a supervisory or team leading role in a patisserie or pastry kitchen. Work can be undertaken in various hospitality enterprises where patisserie products are prepared and served such as restaurants, hotels, catering operations, clubs, pubs, bakery, cafes and coffee shops. Students also learn specialised skills like modeling marzipan, preparing sugar items, chocolate, chocolate confectionary as well as coffee making.","This qualification provides a pathway to work in restaurants, and coffee shops.,Possible job titles include:,• chef de partie,• chef patissier",Australia,No,Yes,No,Yes,No,,BSBDIV501 Manage diversity in the workplace,,,SITXCCS006 Provide service to customers,,,BSBSUS401 Implement and monitor environmentally sustainable work practices,,,BSBITU212 Create and Use Spreadsheets,,,SITHCCC001 Use food preparation equipment,,,SITHCCC005 Prepare dishes using basic methods of cookery,,,SITHCCC011 Use cookery skills effectively,,,SITHCCC018 Prepare food to meet special dietary requirements,,,SITHKOP005 Coordinate cooking operations,,,SITHPAT001 Produce cakes,,,"SITHPAT002 Produce gateaux, torten and cakes",,,SITHPAT003 Produce pastries,,,SITHPAT004 Produce yeast based bakery products,,,SITHPAT005 Produce petits fours,,,SITHPAT006 Produce desserts,,,SITHPAT007 Prepare and model marzipan,,,SITHPAT008 Produce chocolate confectionery,,,SITHPAT009 Model sugar based decorations,,,SITHPAT010 Design and produce sweet buffet showpieces,,,SITXCOM005 Manage conflict,,,SITXFIN002 Interpret financial information,,,SITXFIN003 Manage finances within a budget,,,SITXFSA001 Use hygienic practices for food safety,,,SITXFSA002 Participate in safe food handling practices,,,"SITXWHS002 Identify hazards, assess and control safety risks",,,SITXHRM001 Coach others in job skills,,,SITXHRM002 Roster staff,,,SITXHRM003 Lead and manage people,,,SITXINV001 Receive and store Stock,,,SITXINV002 Maintain the quality of perishable items,,,SITXMGT001 Monitor work operations,,,SITXWHS003 Implement and monitor work health and safety practices,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Victorian Institute of Technology,Melbourne,Certificate IV in Patisserie,,"16,999","16,999",AUD,Years,88,Weeks,Yes,Yes,IELTS,Equivalent AQF Level,,,Year 11,,https://www.vit.edu.au/courses/certificate-iv-in-patisserie/,English,A,"The Certificate IV in Patisserie course provides the skills and knowledge for an individual to be competent as a qualified Pâtissier (Pastry Chef) and gain employment in a supervisory or team leading role in a patisserie or pastry kitchen. Work can be undertaken in various hospitality enterprises where patisserie products are prepared and served such as restaurants, hotels, catering operations, clubs, pubs, bakery, cafes and coffee shops. Students also learn specialised skills like modeling marzipan, preparing sugar items, chocolate, chocolate confectionary as well as coffee making.","This qualification provides a pathway to work in restaurants, and coffee shops.,Possible job titles include:,• chef de partie,• chef patissier",Australia,No,Yes,No,Yes,No,,BSBDIV501 Manage diversity in the workplace,,,SITXCCS006 Provide service to customers,,,BSBSUS401 Implement and monitor environmentally sustainable work practices,,,BSBITU212 Create and Use Spreadsheets,,,SITHCCC001 Use food preparation equipment,,,SITHCCC005 Prepare dishes using basic methods of cookery,,,SITHCCC011 Use cookery skills effectively,,,SITHCCC018 Prepare food to meet special dietary requirements,,,SITHKOP005 Coordinate cooking operations,,,SITHPAT001 Produce cakes,,,"SITHPAT002 Produce gateaux, torten and cakes",,,SITHPAT003 Produce pastries,,,SITHPAT004 Produce yeast based bakery products,,,SITHPAT005 Produce petits fours,,,SITHPAT006 Produce desserts,,,SITHPAT007 Prepare and model marzipan,,,SITHPAT008 Produce chocolate confectionery,,,SITHPAT009 Model sugar based decorations,,,SITHPAT010 Design and produce sweet buffet showpieces,,,SITXCOM005 Manage conflict,,,SITXFIN002 Interpret financial information,,,SITXFIN003 Manage finances within a budget,,,SITXFSA001 Use hygienic practices for food safety,,,SITXFSA002 Participate in safe food handling practices,,,"SITXWHS002 Identify hazards, assess and control safety risks",,,SITXHRM001 Coach others in job skills,,,SITXHRM002 Roster staff,,,SITXHRM003 Lead and manage people,,,SITXINV001 Receive and store Stock,,,SITXINV002 Maintain the quality of perishable items,,,SITXMGT001 Monitor work operations,,,SITXWHS003 Implement and monitor work health and safety practices,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Victorian Institute of Technology,Adelaide,Diploma of Hospitality Management,,"17,999","17,999",AUD,Years,88,Weeks,Yes,Yes,IELTS,Equivalent AQF Level,,,Year 12,,https://www.vit.edu.au/courses/diploma-of-hospitality-management/,English,A,"The Diploma of Hospitality Management course provides the skills and knowledge for an individual to become competent as a Supervisor or Team Leader in any hospitality function area. Graduate of this Diploma of Hospitality Management course would have the ability to supervise, lead and execute judgments using wide-ranging technical, creative, or conceptual competencies. Work would be undertaken in various hospitality settings.","This qualification provides a pathway to work in any sector of the hospitality industry as a departmental or small business manager.,Possible job titles include:,• banquet or function manager,• bar manager,• café manager,• chef de cuisine,• chef patissier,• club manager,• front office manager,• kitchen manager,• restaurant manager,• sous chef,• unit manager catering operations.",Australia,No,Yes,No,Yes,No,,BSBDIV501 Manage diversity in the workplace,,,BSBMGT517 Manage operational plan,,,SITHK0P005 Coordinate Cooking Operations,,,SITXCCS007 Enhance Customer Service Experiences,,,SITXCCS008 Develop and manage quality customer service practices,,,SITXCOM005 Manage conflict,,,SITXFIN003 Manage finances within a budget,,,SITXFIN002 Interpret Financial Information,,,SITXFIN004 Prepare and monitor budgets,,,SITXFSA002 Participate in safe food handling practices,,,SITXFSA001 Use hygienic practices for food safety,,,SITXGLC001 Research and comply with regulatory requirements,,,SITHHRM002 Roster staff,,,SITXHRM003 Lead and manage people,,,"SITXHRM004 Recruit, select and induct staff",,,SITXHRM006 Monitor staff performance,,,SITXMGT001 Monitor work operations,,,SITXMGT002 Establish and conduct business relationships,,,SITXWHS003 Implement and monitor work health and safety practices,,,SITHCCC006 Prepare appetizers and salads,,,"SITHCCC007 Prepare stocks, sauces, and soups",,,"SITHCCC008 Prepare vegetable, fruit, egg and farinaceous dishes",,,SITHCCC012 Prepare poultry dishes,,,SITHCCC013 Prepare seafood dishes,,,SITHCCC014 Prepare meat dishes,,,SITHCCC018 Prepare food to meet special dietary requirements,,,"SITHCCC019 Produce cakes, pastries and breads",,,BSBITU202 Create and use spreadsheets,,,SITHPAT001 Produce cakes,,,"SITHPAT002 Produce gateaux, torten and cakes",,,SITHPAT003 Produce pastries,,,SITHPAT004 Produce yeast based bakery products,,,SITHPAT005 Produce petits fours,,,SITHPAT007 Prepare and model marzipan,,,SITHPAT008 Produce chocolate confectionery,,,SITHPAT009 Model sugar based decorations,,,SITHPAT010 Design and produce sweet buffet showpieces,,,,,,,,,,,
DIP,Victorian Institute of Technology,Abottsford,Diploma of Hospitality Management,,"17,999","17,999",AUD,Years,88,Weeks,Yes,Yes,IELTS,Equivalent AQF Level,,,Year 12,,https://www.vit.edu.au/courses/diploma-of-hospitality-management/,English,A,"The Diploma of Hospitality Management course provides the skills and knowledge for an individual to become competent as a Supervisor or Team Leader in any hospitality function area. Graduate of this Diploma of Hospitality Management course would have the ability to supervise, lead and execute judgments using wide-ranging technical, creative, or conceptual competencies. Work would be undertaken in various hospitality settings.","This qualification provides a pathway to work in any sector of the hospitality industry as a departmental or small business manager.,Possible job titles include:,• banquet or function manager,• bar manager,• café manager,• chef de cuisine,• chef patissier,• club manager,• front office manager,• kitchen manager,• restaurant manager,• sous chef,• unit manager catering operations.",Australia,No,Yes,No,Yes,No,,BSBDIV501 Manage diversity in the workplace,,,BSBMGT517 Manage operational plan,,,SITHK0P005 Coordinate Cooking Operations,,,SITXCCS007 Enhance Customer Service Experiences,,,SITXCCS008 Develop and manage quality customer service practices,,,SITXCOM005 Manage conflict,,,SITXFIN003 Manage finances within a budget,,,SITXFIN002 Interpret Financial Information,,,SITXFIN004 Prepare and monitor budgets,,,SITXFSA002 Participate in safe food handling practices,,,SITXFSA001 Use hygienic practices for food safety,,,SITXGLC001 Research and comply with regulatory requirements,,,SITHHRM002 Roster staff,,,SITXHRM003 Lead and manage people,,,"SITXHRM004 Recruit, select and induct staff",,,SITXHRM006 Monitor staff performance,,,SITXMGT001 Monitor work operations,,,SITXMGT002 Establish and conduct business relationships,,,SITXWHS003 Implement and monitor work health and safety practices,,,SITHCCC006 Prepare appetizers and salads,,,"SITHCCC007 Prepare stocks, sauces, and soups",,,"SITHCCC008 Prepare vegetable, fruit, egg and farinaceous dishes",,,SITHCCC012 Prepare poultry dishes,,,SITHCCC013 Prepare seafood dishes,,,SITHCCC014 Prepare meat dishes,,,SITHCCC018 Prepare food to meet special dietary requirements,,,"SITHCCC019 Produce cakes, pastries and breads",,,BSBITU202 Create and use spreadsheets,,,SITHPAT001 Produce cakes,,,"SITHPAT002 Produce gateaux, torten and cakes",,,SITHPAT003 Produce pastries,,,SITHPAT004 Produce yeast based bakery products,,,SITHPAT005 Produce petits fours,,,SITHPAT007 Prepare and model marzipan,,,SITHPAT008 Produce chocolate confectionery,,,SITHPAT009 Model sugar based decorations,,,SITHPAT010 Design and produce sweet buffet showpieces,,,,,,,,,,,
DIP,Victorian Institute of Technology,Melbourne,Diploma of Hospitality Management,,"17,999","17,999",AUD,Years,88,Weeks,Yes,Yes,IELTS,Equivalent AQF Level,,,Year 12,,https://www.vit.edu.au/courses/diploma-of-hospitality-management/,English,A,"The Diploma of Hospitality Management course provides the skills and knowledge for an individual to become competent as a Supervisor or Team Leader in any hospitality function area. Graduate of this Diploma of Hospitality Management course would have the ability to supervise, lead and execute judgments using wide-ranging technical, creative, or conceptual competencies. Work would be undertaken in various hospitality settings.","This qualification provides a pathway to work in any sector of the hospitality industry as a departmental or small business manager.,Possible job titles include:,• banquet or function manager,• bar manager,• café manager,• chef de cuisine,• chef patissier,• club manager,• front office manager,• kitchen manager,• restaurant manager,• sous chef,• unit manager catering operations.",Australia,No,Yes,No,Yes,No,,BSBDIV501 Manage diversity in the workplace,,,BSBMGT517 Manage operational plan,,,SITHK0P005 Coordinate Cooking Operations,,,SITXCCS007 Enhance Customer Service Experiences,,,SITXCCS008 Develop and manage quality customer service practices,,,SITXCOM005 Manage conflict,,,SITXFIN003 Manage finances within a budget,,,SITXFIN002 Interpret Financial Information,,,SITXFIN004 Prepare and monitor budgets,,,SITXFSA002 Participate in safe food handling practices,,,SITXFSA001 Use hygienic practices for food safety,,,SITXGLC001 Research and comply with regulatory requirements,,,SITHHRM002 Roster staff,,,SITXHRM003 Lead and manage people,,,"SITXHRM004 Recruit, select and induct staff",,,SITXHRM006 Monitor staff performance,,,SITXMGT001 Monitor work operations,,,SITXMGT002 Establish and conduct business relationships,,,SITXWHS003 Implement and monitor work health and safety practices,,,SITHCCC006 Prepare appetizers and salads,,,"SITHCCC007 Prepare stocks, sauces, and soups",,,"SITHCCC008 Prepare vegetable, fruit, egg and farinaceous dishes",,,SITHCCC012 Prepare poultry dishes,,,SITHCCC013 Prepare seafood dishes,,,SITHCCC014 Prepare meat dishes,,,SITHCCC018 Prepare food to meet special dietary requirements,,,"SITHCCC019 Produce cakes, pastries and breads",,,BSBITU202 Create and use spreadsheets,,,SITHPAT001 Produce cakes,,,"SITHPAT002 Produce gateaux, torten and cakes",,,SITHPAT003 Produce pastries,,,SITHPAT004 Produce yeast based bakery products,,,SITHPAT005 Produce petits fours,,,SITHPAT007 Prepare and model marzipan,,,SITHPAT008 Produce chocolate confectionery,,,SITHPAT009 Model sugar based decorations,,,SITHPAT010 Design and produce sweet buffet showpieces,,,,,,,,,,,
DIP,Victorian Institute of Technology,Adelaide,Diploma of Information Technology Networking,,"15,999","15,999",AUD,Years,66,Weeks,Yes,Yes,IELTS,Equivalent AQF Level,,,Year 12,,https://www.vit.edu.au/courses/diploma-of-information-technology-networking/,English,A,"The Diploma of Information Technology Networking is aimed at individuals who want to pursue a career in IT. It provides a broad introduction to computer science enabling you to pursue any studies in specializations such as information systems, software design and web design. This Diploma of Information Technology qualification provides the skills and knowledge for an individual to be competent in high-level network management and engineering. Diploma of Information Technology Networking course also includes Microsoft Certified Administrator exam preparation.","This qualification provides the skills and knowledge to potentially gain employment as a:,• Network administrator,• System administrator,• IT administrator,• IT operations administrator,• Network services administrator",Australia,No,Yes,No,Yes,No,,"ICTNWK506 Configure, verify and troubleshoot WAN links and IP services in a medium enterprise network",,,"ICTNWK507 Install, operate and troubleshoot medium enterprise routers",,,"ICTNWK508 Install, operate and troubleshoot medium enterprise switches",,,ICTDBS502 Design a database,,,ICTWEB502 Create dynamic web pages,,,ICTWEB501 Build a dynamic website,,,"ICTICT418 Contribute to copyright, ethics and privacy in an IT environment",,,ICTNWK511 Manage Network Security,,,ICTSUS501 Implement server virtualisation for a sustainable ICT system,,,ICTNWK502 Implement secure encryption technologies,,,ICTNWK503 Install and maintain valid authentication processes,,,"ICTNWK505 Design, build and test a network server",,,ICTNWK513 Manage system security,,,ICTICT517 Match ICT needs with the strategic direction of the organisation,,,ICTNWK529 Install and manage complex ICT networks,,,ICTTEN611 Produce an ICT network architecture design,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Victorian Institute of Technology,Abottsford,Diploma of Information Technology Networking,,"15,999","15,999",AUD,Years,66,Weeks,Yes,Yes,IELTS,Equivalent AQF Level,,,Year 12,,https://www.vit.edu.au/courses/diploma-of-information-technology-networking/,English,A,"The Diploma of Information Technology Networking is aimed at individuals who want to pursue a career in IT. It provides a broad introduction to computer science enabling you to pursue any studies in specializations such as information systems, software design and web design. This Diploma of Information Technology qualification provides the skills and knowledge for an individual to be competent in high-level network management and engineering. Diploma of Information Technology Networking course also includes Microsoft Certified Administrator exam preparation.","This qualification provides the skills and knowledge to potentially gain employment as a:,• Network administrator,• System administrator,• IT administrator,• IT operations administrator,• Network services administrator",Australia,No,Yes,No,Yes,No,,"ICTNWK506 Configure, verify and troubleshoot WAN links and IP services in a medium enterprise network",,,"ICTNWK507 Install, operate and troubleshoot medium enterprise routers",,,"ICTNWK508 Install, operate and troubleshoot medium enterprise switches",,,ICTDBS502 Design a database,,,ICTWEB502 Create dynamic web pages,,,ICTWEB501 Build a dynamic website,,,"ICTICT418 Contribute to copyright, ethics and privacy in an IT environment",,,ICTNWK511 Manage Network Security,,,ICTSUS501 Implement server virtualisation for a sustainable ICT system,,,ICTNWK502 Implement secure encryption technologies,,,ICTNWK503 Install and maintain valid authentication processes,,,"ICTNWK505 Design, build and test a network server",,,ICTNWK513 Manage system security,,,ICTICT517 Match ICT needs with the strategic direction of the organisation,,,ICTNWK529 Install and manage complex ICT networks,,,ICTTEN611 Produce an ICT network architecture design,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
