Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
CERTIV,Victorian Institute of Technology,Adelaide,Certificate IV in Commercial Cookery,,"15,999","15,999",AUD,Years,100,Weeks,No,No,IELTS,Equivalent AQF Level,,Year 11,https://www.vit.edu.au/courses/certificate-iv-in-commercial-cookery/,English,,Certificate IV in Commercial Cookery qualification reflects the role of commercial cooks who use a wide range of well-developed cookery skills and sound information on kitchen operations to arrange food and menu items.,"This qualification reflects the role of commercial cooks who have a supervisory or team leading role in the kitchen. They operate independently or with limited guidance from others and use discretion to solve non-routine problems.This qualification provides a pathway to work in organisations such as restaurants, hotels, clubs, pubs, cafes and coffee shops, or to run a small business in these sectors.Possible job titles include: • chef • chef de partie. No occupational licensing, certification or specific legislative requirements apply to this qualification",Australia,No,Yes,No,Yes,No,
CERTIV,Victorian Institute of Technology,Abottsford,Certificate IV in Commercial Cookery,,"15,999","15,999",AUD,Years,100,Weeks,No,No,IELTS,Equivalent AQF Level,,Year 11,https://www.vit.edu.au/courses/certificate-iv-in-commercial-cookery/,English,,Certificate IV in Commercial Cookery qualification reflects the role of commercial cooks who use a wide range of well-developed cookery skills and sound information on kitchen operations to arrange food and menu items.,"This qualification reflects the role of commercial cooks who have a supervisory or team leading role in the kitchen. They operate independently or with limited guidance from others and use discretion to solve non-routine problems.This qualification provides a pathway to work in organisations such as restaurants, hotels, clubs, pubs, cafes and coffee shops, or to run a small business in these sectors.Possible job titles include: • chef • chef de partie. No occupational licensing, certification or specific legislative requirements apply to this qualification",Australia,No,Yes,No,Yes,No,
CERTIV,Victorian Institute of Technology,Melbourne,Certificate IV in Commercial Cookery,,"15,999","15,999",AUD,Years,100,Weeks,No,No,IELTS,Equivalent AQF Level,,Year 11,https://www.vit.edu.au/courses/certificate-iv-in-commercial-cookery/,English,,Certificate IV in Commercial Cookery qualification reflects the role of commercial cooks who use a wide range of well-developed cookery skills and sound information on kitchen operations to arrange food and menu items.,"This qualification reflects the role of commercial cooks who have a supervisory or team leading role in the kitchen. They operate independently or with limited guidance from others and use discretion to solve non-routine problems.This qualification provides a pathway to work in organisations such as restaurants, hotels, clubs, pubs, cafes and coffee shops, or to run a small business in these sectors.Possible job titles include: • chef • chef de partie. No occupational licensing, certification or specific legislative requirements apply to this qualification",Australia,No,Yes,No,Yes,No,
CERTIV,Victorian Institute of Technology,Adelaide,Certificate IV in Patisserie,,"16,999","16,999",AUD,Years,88,Weeks,No,No,IELTS,Equivalent AQF Level,,Year 11,https://www.vit.edu.au/courses/certificate-iv-in-patisserie/,English,,"The Certificate IV in Patisserie course provides the skills and knowledge for an individual to be competent as a qualified Pâtissier (Pastry Chef) and gain employment in a supervisory or team leading role in a patisserie or pastry kitchen. Work can be undertaken in various hospitality enterprises where patisserie products are prepared and served such as restaurants, hotels, catering operations, clubs, pubs, bakery, cafes and coffee shops. Students also learn specialised skills like modeling marzipan, preparing sugar items, chocolate, chocolate confectionary as well as coffee making.","This qualification provides a pathway to work in restaurants, and coffee shops.,Possible job titles include:,• chef de partie,• chef patissier",Australia,No,Yes,No,Yes,No,
CERTIV,Victorian Institute of Technology,Abottsford,Certificate IV in Patisserie,,"16,999","16,999",AUD,Years,88,Weeks,No,No,IELTS,Equivalent AQF Level,,Year 11,https://www.vit.edu.au/courses/certificate-iv-in-patisserie/,English,,"The Certificate IV in Patisserie course provides the skills and knowledge for an individual to be competent as a qualified Pâtissier (Pastry Chef) and gain employment in a supervisory or team leading role in a patisserie or pastry kitchen. Work can be undertaken in various hospitality enterprises where patisserie products are prepared and served such as restaurants, hotels, catering operations, clubs, pubs, bakery, cafes and coffee shops. Students also learn specialised skills like modeling marzipan, preparing sugar items, chocolate, chocolate confectionary as well as coffee making.","This qualification provides a pathway to work in restaurants, and coffee shops.,Possible job titles include:,• chef de partie,• chef patissier",Australia,No,Yes,No,Yes,No,
CERTIV,Victorian Institute of Technology,Melbourne,Certificate IV in Patisserie,,"16,999","16,999",AUD,Years,88,Weeks,No,No,IELTS,Equivalent AQF Level,,Year 11,https://www.vit.edu.au/courses/certificate-iv-in-patisserie/,English,,"The Certificate IV in Patisserie course provides the skills and knowledge for an individual to be competent as a qualified Pâtissier (Pastry Chef) and gain employment in a supervisory or team leading role in a patisserie or pastry kitchen. Work can be undertaken in various hospitality enterprises where patisserie products are prepared and served such as restaurants, hotels, catering operations, clubs, pubs, bakery, cafes and coffee shops. Students also learn specialised skills like modeling marzipan, preparing sugar items, chocolate, chocolate confectionary as well as coffee making.","This qualification provides a pathway to work in restaurants, and coffee shops.,Possible job titles include:,• chef de partie,• chef patissier",Australia,No,Yes,No,Yes,No,
DIP,Victorian Institute of Technology,Adelaide,Diploma of Hospitality Management,,"17,999","17,999",AUD,Years,88,Weeks,No,No,IELTS,Equivalent AQF Level,,Year 12,https://www.vit.edu.au/courses/diploma-of-hospitality-management/,English,,"The Diploma of Hospitality Management course provides the skills and knowledge for an individual to become competent as a Supervisor or Team Leader in any hospitality function area. Graduate of this Diploma of Hospitality Management course would have the ability to supervise, lead and execute judgments using wide-ranging technical, creative, or conceptual competencies. Work would be undertaken in various hospitality settings.","This qualification provides a pathway to work in any sector of the hospitality industry as a departmental or small business manager.,Possible job titles include:,• banquet or function manager,• bar manager,• café manager,• chef de cuisine,• chef patissier,• club manager,• front office manager,• kitchen manager,• restaurant manager,• sous chef,• unit manager catering operations.",Australia,No,Yes,No,Yes,No,
DIP,Victorian Institute of Technology,Abottsford,Diploma of Hospitality Management,,"17,999","17,999",AUD,Years,88,Weeks,No,No,IELTS,Equivalent AQF Level,,Year 12,https://www.vit.edu.au/courses/diploma-of-hospitality-management/,English,,"The Diploma of Hospitality Management course provides the skills and knowledge for an individual to become competent as a Supervisor or Team Leader in any hospitality function area. Graduate of this Diploma of Hospitality Management course would have the ability to supervise, lead and execute judgments using wide-ranging technical, creative, or conceptual competencies. Work would be undertaken in various hospitality settings.","This qualification provides a pathway to work in any sector of the hospitality industry as a departmental or small business manager.,Possible job titles include:,• banquet or function manager,• bar manager,• café manager,• chef de cuisine,• chef patissier,• club manager,• front office manager,• kitchen manager,• restaurant manager,• sous chef,• unit manager catering operations.",Australia,No,Yes,No,Yes,No,
DIP,Victorian Institute of Technology,Melbourne,Diploma of Hospitality Management,,"17,999","17,999",AUD,Years,88,Weeks,No,No,IELTS,Equivalent AQF Level,,Year 12,https://www.vit.edu.au/courses/diploma-of-hospitality-management/,English,,"The Diploma of Hospitality Management course provides the skills and knowledge for an individual to become competent as a Supervisor or Team Leader in any hospitality function area. Graduate of this Diploma of Hospitality Management course would have the ability to supervise, lead and execute judgments using wide-ranging technical, creative, or conceptual competencies. Work would be undertaken in various hospitality settings.","This qualification provides a pathway to work in any sector of the hospitality industry as a departmental or small business manager.,Possible job titles include:,• banquet or function manager,• bar manager,• café manager,• chef de cuisine,• chef patissier,• club manager,• front office manager,• kitchen manager,• restaurant manager,• sous chef,• unit manager catering operations.",Australia,No,Yes,No,Yes,No,
DIP,Victorian Institute of Technology,Adelaide,Diploma of Information Technology Networking,,"15,999","15,999",AUD,Years,66,Weeks,No,No,IELTS,Equivalent AQF Level,,Year 12,https://www.vit.edu.au/courses/diploma-of-information-technology-networking/,English,,"The Diploma of Information Technology Networking is aimed at individuals who want to pursue a career in IT. It provides a broad introduction to computer science enabling you to pursue any studies in specializations such as information systems, software design and web design. This Diploma of Information Technology qualification provides the skills and knowledge for an individual to be competent in high-level network management and engineering. Diploma of Information Technology Networking course also includes Microsoft Certified Administrator exam preparation.","This qualification provides the skills and knowledge to potentially gain employment as a:,• Network administrator,• System administrator,• IT administrator,• IT operations administrator,• Network services administrator",Australia,No,Yes,No,Yes,No,
DIP,Victorian Institute of Technology,Abottsford,Diploma of Information Technology Networking,,"15,999","15,999",AUD,Years,66,Weeks,No,No,IELTS,Equivalent AQF Level,,Year 12,https://www.vit.edu.au/courses/diploma-of-information-technology-networking/,English,,"The Diploma of Information Technology Networking is aimed at individuals who want to pursue a career in IT. It provides a broad introduction to computer science enabling you to pursue any studies in specializations such as information systems, software design and web design. This Diploma of Information Technology qualification provides the skills and knowledge for an individual to be competent in high-level network management and engineering. Diploma of Information Technology Networking course also includes Microsoft Certified Administrator exam preparation.","This qualification provides the skills and knowledge to potentially gain employment as a:,• Network administrator,• System administrator,• IT administrator,• IT operations administrator,• Network services administrator",Australia,No,Yes,No,Yes,No,
DIP,Victorian Institute of Technology,Melbourne,Diploma of Information Technology Networking,,"15,999","15,999",AUD,Years,66,Weeks,No,No,IELTS,Equivalent AQF Level,,Year 12,https://www.vit.edu.au/courses/diploma-of-information-technology-networking/,English,,"The Diploma of Information Technology Networking is aimed at individuals who want to pursue a career in IT. It provides a broad introduction to computer science enabling you to pursue any studies in specializations such as information systems, software design and web design. This Diploma of Information Technology qualification provides the skills and knowledge for an individual to be competent in high-level network management and engineering. Diploma of Information Technology Networking course also includes Microsoft Certified Administrator exam preparation.","This qualification provides the skills and knowledge to potentially gain employment as a:,• Network administrator,• System administrator,• IT administrator,• IT operations administrator,• Network services administrator",Australia,No,Yes,No,Yes,No,
BA,Victorian Institute of Technology,Sydney,Bachelor of Information Technology And Systems (BITS),,"51,000","22,500",AUD,Years,3,Years,Yes,Yes,IELTS,Equivalent AQF Level,6,Year 12,https://www.vit.edu.au/courses/bachelor-of-information-technology-and-systems-bits/,English,,"The Bachelor of Information Technology and Systems (BITS) focuses on delivering knowledge and skills in computer networking, application development and computer-based software to meet the current IT industry needs. The Bachelor of IT course ensures that graduates develop a broad and coherent body of knowledge in the underlying principles and concepts of information technology. BITS provides students with the opportunity to explore and identify critical IT industry demands and to understand how these demands are met. BITS course at VIT is designed to produce graduates who have a strong industry focus and who have demonstrated the full range of knowledge and skills gained through a relevant project in the final year. Pursuing BITS at VIT also prepares the candidate for IT industry certifications in the fields of networking, systems administration, and programming.",None,Australia,Yes,Yes,Yes,Yes,Yes,
BA,Victorian Institute of Technology,Melbourne,Bachelor of Information Technology And Systems (BITS),,"51,000","22,500",AUD,Years,3,Years,Yes,Yes,IELTS,Equivalent AQF Level,6,Year 12,https://www.vit.edu.au/courses/bachelor-of-information-technology-and-systems-bits/,English,,"The Bachelor of Information Technology and Systems (BITS) focuses on delivering knowledge and skills in computer networking, application development and computer-based software to meet the current IT industry needs. The Bachelor of IT course ensures that graduates develop a broad and coherent body of knowledge in the underlying principles and concepts of information technology. BITS provides students with the opportunity to explore and identify critical IT industry demands and to understand how these demands are met. BITS course at VIT is designed to produce graduates who have a strong industry focus and who have demonstrated the full range of knowledge and skills gained through a relevant project in the final year. Pursuing BITS at VIT also prepares the candidate for IT industry certifications in the fields of networking, systems administration, and programming.",None,Australia,Yes,Yes,Yes,Yes,Yes,
MST,Victorian Institute of Technology,Sydney,Master of Business Administration (MBA),,"48,500","24,000",AUD,Years,2,Years,No,No,IELTS,Equivalent AQF Level,,,https://www.vit.edu.au/courses/master-of-business-administration-mba/,English,,VIT’s Master of Business Administration (MBA) is a Post-Graduate course at Australian Qualification Framework (AQF) Level 9. This prestigious course offers a substantial opportunity for those who want to succeed in the world of business. The Master of Business Administration (MBA) at VIT is designed for professional people like you who wish to expand their horizons as business leaders. This course prepares you to apply the skills and knowledge to your workplace.,None,Australia,Yes,Yes,Yes,Yes,Yes,
MST,Victorian Institute of Technology,Melbourne,Master of Business Administration (MBA),,"48,500","24,000",AUD,Years,2,Years,No,No,IELTS,Equivalent AQF Level,,,https://www.vit.edu.au/courses/master-of-business-administration-mba/,English,,VIT’s Master of Business Administration (MBA) is a Post-Graduate course at Australian Qualification Framework (AQF) Level 9. This prestigious course offers a substantial opportunity for those who want to succeed in the world of business. The Master of Business Administration (MBA) at VIT is designed for professional people like you who wish to expand their horizons as business leaders. This course prepares you to apply the skills and knowledge to your workplace.,None,Australia,Yes,Yes,Yes,Yes,Yes,
MST,Victorian Institute of Technology,Sydney,Master of Information Technology And Systems (MITS),,"40,000","32,000",AUD,Years,2,Years,Yes,Yes,IELTS,Equivalent AQF Level,6.5,,https://www.vit.edu.au/courses/master-of-information-technology-and-systems-mits/,English,,"VIT’s Master of Information Technology and Systems (MITS) is a Post-Graduate course at Australian Qualification Framework (AQF) Level 9. This prestigious Master of IT course offers a substantial opportunity for those who want to succeed in the world of Information Technology. The MITS at VIT is designed for people like you who want to enhance their career as an IT professional. The MITS course prepares you to take up senior IT positions in a wide variety of industries, such as Senior Software Engineer, Team Leader, Network Manager, Software Project Manager, etc. VIT is proud to bring to you our high-quality Master of Information Technology and Systems (MITS) Australia.",None,Australia,Yes,Yes,Yes,Yes,Yes,
MST,Victorian Institute of Technology,Melbourne,Master of Information Technology And Systems (MITS),,"40,000","32,000",AUD,Years,2,Years,Yes,Yes,IELTS,Equivalent AQF Level,6.5,,https://www.vit.edu.au/courses/master-of-information-technology-and-systems-mits/,English,,"VIT’s Master of Information Technology and Systems (MITS) is a Post-Graduate course at Australian Qualification Framework (AQF) Level 9. This prestigious Master of IT course offers a substantial opportunity for those who want to succeed in the world of Information Technology. The MITS at VIT is designed for people like you who want to enhance their career as an IT professional. The MITS course prepares you to take up senior IT positions in a wide variety of industries, such as Senior Software Engineer, Team Leader, Network Manager, Software Project Manager, etc. VIT is proud to bring to you our high-quality Master of Information Technology and Systems (MITS) Australia.",None,Australia,Yes,Yes,Yes,Yes,Yes,
