Prerequisite_2,Description,Career_Outcomes/path,Duration,Prerequisite_1,Course,Online,Country,Local_Fees,Face_to_Face,Course_Lang,Prerequisite_3_grade_3,Website,Faculty,Remarks,Full_Time,Level_Code,Prerequisite_2_grade_2,University,Offline,Prerequisite_1_grade_1,Availability,Currency_Time,Duration_Time,Distance,Part_Time,Int_Fees,Currency,City,Prerequisite_3,Blended
IELTS,"Be a global business leader. Businesses are operating in a highly globalised economy. The business leaders of tomorrow need to be prepared to make the most of emerging markets and opportunities created by new technologies.La Trobe's Bachelor of International Business equips you with the knowledge and skills required by businesses competing in an international environment. You'll cover economics, finance, management, data analysis and marketing with a global perspective. Explore key issues in digital business, corporate responsibility and the challenges of economic development and sustainability.You'll have opportunities to connect with industry, both in the classroom and in the field. Gain real-world experience through our internship program 1.  You can also complete part of your degree overseas. 1You'll learn:  International economics and trade  Understand how global markets operate and countries interrelate. Examine the impact of international trade policies. Understand Australia's current position and future prospects in the global economy.    International management and finance  Explore the key challenges of operating across national borders. Identify how a highly globalised financial market affects multinational corporations and local businesses. Investigate how businesses respond to movements in exchange rates, foreign interest rates, labour costs and inflation.    International marketing  Learn about the nature of the international marketplace and digital economy. Explore the challenges facing marketing managers when operating in a global multicultural environment.  1 Subject to eligibility criteria. 2 Applicable once COVID-19 travel restrictions lift.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","International sales managerOversee the import and export of goods and services to other countries.Destination managerWork with international clients or employers travelling to your destination.Act as a single point of contact for meetings, incentives or travel programs.International trade specialistWork with foreign government trade offices to maximise overseas business investment opportunities for business clients and trade partners.",3.0,ATAR,Bachelor of International Business,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-international-business,Business and commerce,,No,BA,6.0,La Trobe University,Yes,55.00,,Years,Years,No,No,33000,AUD,Melbourne,Equivalent ,No
IELTS,"Explore the world from every perspective.If you have a strong intellectual curiosity, a concern for social wellbeing, and a desire to understand and change your world, then La Trobe's Bachelor of Politics, Philosophy and Economics (PPE) is for you.Develop your knowledge of political institutions and their history. Learn what it means to reason both rigorously and empathetically. Advance your understanding of how the economy works in a world of globalised and interdependent markets. And then combine these perspectives, so you can grasp the tight interconnections between the economy, political institutions, and big ideas about justice.First established at Oxford University in the 1920s, PPE degrees have an impressive record in producing some of the world's leading decision-makers and critical thinkers. La Trobe's PPE degree is Australia's most established.By the end of your degree, you'll be equipped to assume responsibilities for shaping progress in your society, and ready to tackle real-world challenges. You'll also have the flexibility to tailor your degree to your interests, as well as an opportunity to undertake an internship open to all Bachelor of Politics, Philosophy and Economics students.You'll learn: Politics and the economy  Uncover the impact of power on politics and the economy.   Inequality and its effects  Discover the nature of inequality and its real-world effects.   Wealth and opportunity  Explore how wealth and opportunity are concentrated across the globe.   Interconnected change  Discover the connections between economic growth, technological change and a sustainable environment.  The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7."," Policy manager, analyst or adviser  Develop and promote policy for politicians, candidates or interest groups that aims to improve the economic and social wellbeing of communities.   Journalist  Write and produce news stories that matter.   Activist  Change your political or social world by contributing to public campaigns or by working for organisations that include NGOs.   Writer  Craft compelling words to communicate ideas and persuade audiences.   Economist or social scientist  Study economic trends and use empirical analysis and theory to inform decision-making.  ",3.0,ATAR,"Bachelor of Politics, Philosophy and Economics",,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-politics-philosophy-and-economics,Business and commerce,,No,BA,6.0,La Trobe University,Yes,68.95,,Years,Years,No,No,33000,AUD,Melbourne,Equivalent ,No
IELTS,"This qualification opens doors for students returning to study, trying out business for the first time or looking for an alternative entry into higher education. Studying business will introduce you to the workings of organisations and their structure, increase your commercial awareness and allow you to build practical knowledge that will be useful for life.Our unique industry Professors of Practice work within this course to improve course curriculum, student learning experience, and engage with industry and business. The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 5.",No career outcomes provided,1.0,ATAR,Diploma in Business,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/diploma-in-business,Business and commerce,,No,DIP,6.0,La Trobe University,Yes, ,,Years,Year,No,No,34400,AUD,Bendigo,Equivalent ,No
IELTS,"This qualification opens doors for students returning to study, trying out business for the first time or looking for an alternative entry into higher education. Studying business will introduce you to the workings of organisations and their structure, increase your commercial awareness and allow you to build practical knowledge that will be useful for life.Our unique industry Professors of Practice work within this course to improve course curriculum, student learning experience, and engage with industry and business. The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 5.",No career outcomes provided,1.0,ATAR,Diploma in Business,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/diploma-in-business,Business and commerce,,No,DIP,6.0,La Trobe University,Yes, ,,Years,Year,No,No,34400,AUD,Mildura,Equivalent ,No
IELTS,"This qualification opens doors for students returning to study, trying out business for the first time or looking for an alternative entry into higher education. Studying business will introduce you to the workings of organisations and their structure, increase your commercial awareness and allow you to build practical knowledge that will be useful for life.Our unique industry Professors of Practice work within this course to improve course curriculum, student learning experience, and engage with industry and business. The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 5.",No career outcomes provided,1.0,ATAR,Diploma in Business,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/diploma-in-business,Business and commerce,,No,DIP,6.0,La Trobe University,Yes, ,,Years,Year,No,No,34400,AUD,Shepparton,Equivalent ,No
IELTS,"The Bachelor of Early Childhood and Primary Education is based on theories of learning and how they are applied when teaching. The focus is on understanding learning and development in children from birth to adolescence and the ways that educators can support learning for all children.The foundation year across all of our education programs, focuses on understanding learning and development, literacy and numeracy skills, learning in the 21st century and Indigenous studies. A further 26 subjects will develop your understanding of learning and teaching through early childhood and primary years, with focus on a-typical development as well as typical development through special education subjects. After graduating, you can apply for registration to teach in early childhood, primary and special education schools. You'll complete 101 days of professional experience during the course.Graduates may be eligible to apply for registration with the Victorian Institute of Teaching (VIT). Professional registration may be subject to additional or ongoing requirements beyond completion of the degree. Please contact the relevant professional body for details.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","Graduates can apply for registration to teach in both Early Childhood, Primary and Special Education schools. It is anticipated that graduates from this program will be valued professionals in Early Childhood, Primary and Special Education schools.",4.0,ATAR,Bachelor of Early Childhood and Primary Education,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-early-childhood-and-primary-education,Education and teaching,,No,BA,6.0,La Trobe University,Yes, ,,Years,Years,No,No,32800,AUD,Bendigo,Equivalent ,No
IELTS,"The Bachelor of Early Childhood and Primary Education is based on theories of learning and how they are applied when teaching. The focus is on understanding learning and development in children from birth to adolescence and the ways that educators can support learning for all children.The foundation year across all of our education programs, focuses on understanding learning and development, literacy and numeracy skills, learning in the 21st century and Indigenous studies. A further 26 subjects will develop your understanding of learning and teaching through early childhood and primary years, with focus on a-typical development as well as typical development through special education subjects. After graduating, you can apply for registration to teach in early childhood, primary and special education schools. You'll complete 101 days of professional experience during the course.Graduates may be eligible to apply for registration with the Victorian Institute of Teaching (VIT). Professional registration may be subject to additional or ongoing requirements beyond completion of the degree. Please contact the relevant professional body for details.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","Graduates can apply for registration to teach in both Early Childhood, Primary and Special Education schools. It is anticipated that graduates from this program will be valued professionals in Early Childhood, Primary and Special Education schools.",4.0,ATAR,Bachelor of Early Childhood and Primary Education,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-early-childhood-and-primary-education,Education and teaching,,No,BA,6.0,La Trobe University,Yes, ,,Years,Years,No,No,32800,AUD,Shepparton,Equivalent ,No
IELTS,"The Bachelor of Education (Primary) allows you to specialise your skills in these areas: science, technology, engineering, arts and maths (STEAM)Englishhumanities/arts health physical education languages (including Greek, Spanish, Japanese, Italian, Indonesian, French and Chinese).Special Education - You also have the option to complete a sequence of study so you are qualified to teach as a Special Education teacher. The program is designed to allow you to focus on social work and wellbeing as areas of study to further diversify your employment options as a primary teacher.It builds your efficacy in diagnostic learning, special needs, learning how best to teach and relationship skill building. When you graduate, you'll be prepared to meet the needs of the industry and will be ready to work in multiple education areas.In the foundation year, you'll build strong knowledge around professional literacy and numeracy with awareness of contemporary approaches to learning. You'll maximise your expertise and skills to be able to work in complex education settings.The course incorporates a national literacy and numeracy test, which is a requirement of completion of Initial Teacher Education programs and a requirement for registration as a teacher. All applicants accepted into the course are required to complete a Working with Children Check form prior to commencing placement in their second year. You'll complete 80 days of professional experience during the course. The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.",No career outcomes provided,4.0,ATAR,Bachelor of Education (Primary),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-education-primary,Education and teaching,,No,BA,6.0,La Trobe University,Yes,75.15,,Years,Years,No,No,34000,AUD,Melbourne,Equivalent ,No
IELTS,"The Bachelor of Education (Primary) allows you to specialise your skills in these areas: science, technology, engineering, arts and maths (STEAM)Englishhumanities/arts health physical education languages (including Greek, Spanish, Japanese, Italian, Indonesian, French and Chinese).Special Education - You also have the option to complete a sequence of study so you are qualified to teach as a Special Education teacher. The program is designed to allow you to focus on social work and wellbeing as areas of study to further diversify your employment options as a primary teacher.It builds your efficacy in diagnostic learning, special needs, learning how best to teach and relationship skill building. When you graduate, you'll be prepared to meet the needs of the industry and will be ready to work in multiple education areas.In the foundation year, you'll build strong knowledge around professional literacy and numeracy with awareness of contemporary approaches to learning. You'll maximise your expertise and skills to be able to work in complex education settings.The course incorporates a national literacy and numeracy test, which is a requirement of completion of Initial Teacher Education programs and a requirement for registration as a teacher. All applicants accepted into the course are required to complete a Working with Children Check form prior to commencing placement in their second year. You'll complete 80 days of professional experience during the course. The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.",No career outcomes provided,4.0,ATAR,Bachelor of Education (Primary),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-education-primary,Education and teaching,,No,BA,6.0,La Trobe University,Yes,75.15,,Years,Years,No,No,34000,AUD,Bendigo,Equivalent ,No
IELTS,"The Bachelor of Education (Primary) allows you to specialise your skills in these areas: science, technology, engineering, arts and maths (STEAM)Englishhumanities/arts health physical education languages (including Greek, Spanish, Japanese, Italian, Indonesian, French and Chinese).Special Education - You also have the option to complete a sequence of study so you are qualified to teach as a Special Education teacher. The program is designed to allow you to focus on social work and wellbeing as areas of study to further diversify your employment options as a primary teacher.It builds your efficacy in diagnostic learning, special needs, learning how best to teach and relationship skill building. When you graduate, you'll be prepared to meet the needs of the industry and will be ready to work in multiple education areas.In the foundation year, you'll build strong knowledge around professional literacy and numeracy with awareness of contemporary approaches to learning. You'll maximise your expertise and skills to be able to work in complex education settings.The course incorporates a national literacy and numeracy test, which is a requirement of completion of Initial Teacher Education programs and a requirement for registration as a teacher. All applicants accepted into the course are required to complete a Working with Children Check form prior to commencing placement in their second year. You'll complete 80 days of professional experience during the course. The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.",No career outcomes provided,4.0,ATAR,Bachelor of Education (Primary),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-education-primary,Education and teaching,,No,BA,6.0,La Trobe University,Yes,75.15,,Years,Years,No,No,34000,AUD,Mildura,Equivalent ,No
IELTS,"The Bachelor of Education (Secondary) will develop your skills to address the diverse academic and developmental needs of young people. You'll gain discipline expertise to teach across the stages of secondary school. Students will have the opportunity to specialise in two of the following disciplines:  English maths humanities (including history and geography) science (including physics, chemistry and biology) Languages Other Than English (LOTE), English as a Second Language (ESL) TESOL physical education health education visual arts drama  psychology. The design of the program reflects the school year, so you have the opportunity to undertake on-going school experience and ensure integration of knowledge of teaching and learning with practice.You'll complete 80 days of professional experience during the course.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","secondary schoolscommunitynon-traditional learning environments, including advisory boards, private organisations, local and state government, and media and service industries. Professional recognition The Bachelor of Education (Secondary) is accredited by the Victorian Institute of Teaching (VIT). Professional registration may require an application to the professional body and may have additional or ongoing requirements beyond the completion of the degree. Please contact the relevant professional body for details.   SaveBrochure Call (+61 3) 6145 0033 Ask a question FAQs Apply now  ",4.0,ATAR,Bachelor of Education (Secondary),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-education-secondary,Education and teaching,,No,BA,6.0,La Trobe University,Yes, ,,Years,Years,No,No,34000,AUD,Melbourne,Equivalent ,No
IELTS,"The Bachelor of Education (Secondary) will develop your skills to address the diverse academic and developmental needs of young people. You'll gain discipline expertise to teach across the stages of secondary school. Students will have the opportunity to specialise in two of the following disciplines:  English maths humanities (including history and geography) science (including physics, chemistry and biology) Languages Other Than English (LOTE), English as a Second Language (ESL) TESOL physical education health education visual arts drama  psychology. The design of the program reflects the school year, so you have the opportunity to undertake on-going school experience and ensure integration of knowledge of teaching and learning with practice.You'll complete 80 days of professional experience during the course.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","secondary schoolscommunitynon-traditional learning environments, including advisory boards, private organisations, local and state government, and media and service industries. Professional recognition The Bachelor of Education (Secondary) is accredited by the Victorian Institute of Teaching (VIT). Professional registration may require an application to the professional body and may have additional or ongoing requirements beyond the completion of the degree. Please contact the relevant professional body for details.   SaveBrochure Call (+61 3) 6145 0033 Ask a question FAQs Apply now  ",4.0,ATAR,Bachelor of Education (Secondary),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-education-secondary,Education and teaching,,No,BA,6.0,La Trobe University,Yes, ,,Years,Years,No,No,34000,AUD,Bendigo,Equivalent ,No
IELTS,"The Bachelor of Education (Secondary) will develop your skills to address the diverse academic and developmental needs of young people. You'll gain discipline expertise to teach across the stages of secondary school. Students will have the opportunity to specialise in two of the following disciplines:  English maths humanities (including history and geography) science (including physics, chemistry and biology) Languages Other Than English (LOTE), English as a Second Language (ESL) TESOL physical education health education visual arts drama  psychology. The design of the program reflects the school year, so you have the opportunity to undertake on-going school experience and ensure integration of knowledge of teaching and learning with practice.You'll complete 80 days of professional experience during the course.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","secondary schoolscommunitynon-traditional learning environments, including advisory boards, private organisations, local and state government, and media and service industries. Professional recognition The Bachelor of Education (Secondary) is accredited by the Victorian Institute of Teaching (VIT). Professional registration may require an application to the professional body and may have additional or ongoing requirements beyond the completion of the degree. Please contact the relevant professional body for details.   SaveBrochure Call (+61 3) 6145 0033 Ask a question FAQs Apply now  ",4.0,ATAR,Bachelor of Education (Secondary),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-education-secondary,Education and teaching,,No,BA,6.0,La Trobe University,Yes, ,,Years,Years,No,No,34000,AUD,Mildura,Equivalent ,No
IELTS,"Education can change lives. Change yours.What will you be teaching tomorrow?Every teacher was once a student. Discover all the ways you can shape education, both inside and outside the classroom.In the Bachelor of Educational Studies, you'll develop foundational skills in literacy and numeracy, digital learning and learning contexts. Beyond that, you can shape your degree to the future you want.The Bachelor of Educational Studies can kickstart your teaching career. After your first year, you can transfer into an accredited teaching degree at La Trobe.* Our friendly and knowledgeable staff will help you make a smooth transition. Once you get there, you'll have the foundational skills to succeed.Choose subjects in business, humanities, special education and student welfare, or psychology to build your own skillset. Discover how to apply your knowledge and develop industry connections with a Work Integrated Learning experience or studio project where you'll solve a real-world problem.You'll be prepared for a career in learning or education-related fields across industries, working in policy, community programs, company training and more.You'll learn:Digital learningExplore the world of digital learning in a way that's creative, collaborative and innovative.Learning contextsLearn how to create safe, diverse learning environments for people of all ages and backgrounds.Literacy and numeracyUnderstand key concepts and conventions of the English language and numeracy.* Must meet the minimum average mark and prerequisites.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","Educational designerDesign dynamic courses, subjects and assessments for education providers and companies.Training consultantUse your expertise to identify what businesses need and develop engaging training programs to suit them.Education aideProvide critical support to teachers and care for children in preschool, primary school or secondary school.Community educatorDevelop, implement and deliver community education programs and interventions.MentorJoin the growing mentoring industry, giving guidance and inspiration to others.",3.0,ATAR,Bachelor of Educational Studies,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-educational-studies,Education and teaching,,No,BA,6.0,La Trobe University,Yes,58.80,,Years,Years,No,No,32800,AUD,Melbourne,Equivalent ,No
IELTS,"Education can change lives. Change yours.What will you be teaching tomorrow?Every teacher was once a student. Discover all the ways you can shape education, both inside and outside the classroom.In the Bachelor of Educational Studies, you'll develop foundational skills in literacy and numeracy, digital learning and learning contexts. Beyond that, you can shape your degree to the future you want.The Bachelor of Educational Studies can kickstart your teaching career. After your first year, you can transfer into an accredited teaching degree at La Trobe.* Our friendly and knowledgeable staff will help you make a smooth transition. Once you get there, you'll have the foundational skills to succeed.Choose subjects in business, humanities, special education and student welfare, or psychology to build your own skillset. Discover how to apply your knowledge and develop industry connections with a Work Integrated Learning experience or studio project where you'll solve a real-world problem.You'll be prepared for a career in learning or education-related fields across industries, working in policy, community programs, company training and more.You'll learn:Digital learningExplore the world of digital learning in a way that's creative, collaborative and innovative.Learning contextsLearn how to create safe, diverse learning environments for people of all ages and backgrounds.Literacy and numeracyUnderstand key concepts and conventions of the English language and numeracy.* Must meet the minimum average mark and prerequisites.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","Educational designerDesign dynamic courses, subjects and assessments for education providers and companies.Training consultantUse your expertise to identify what businesses need and develop engaging training programs to suit them.Education aideProvide critical support to teachers and care for children in preschool, primary school or secondary school.Community educatorDevelop, implement and deliver community education programs and interventions.MentorJoin the growing mentoring industry, giving guidance and inspiration to others.",3.0,ATAR,Bachelor of Educational Studies,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-educational-studies,Education and teaching,,No,BA,6.0,La Trobe University,Yes,58.80,,Years,Years,No,No,32800,AUD,Bendigo,Equivalent ,No
IELTS,"Education can change lives. Change yours.What will you be teaching tomorrow?Every teacher was once a student. Discover all the ways you can shape education, both inside and outside the classroom.In the Bachelor of Educational Studies, you'll develop foundational skills in literacy and numeracy, digital learning and learning contexts. Beyond that, you can shape your degree to the future you want.The Bachelor of Educational Studies can kickstart your teaching career. After your first year, you can transfer into an accredited teaching degree at La Trobe.* Our friendly and knowledgeable staff will help you make a smooth transition. Once you get there, you'll have the foundational skills to succeed.Choose subjects in business, humanities, special education and student welfare, or psychology to build your own skillset. Discover how to apply your knowledge and develop industry connections with a Work Integrated Learning experience or studio project where you'll solve a real-world problem.You'll be prepared for a career in learning or education-related fields across industries, working in policy, community programs, company training and more.You'll learn:Digital learningExplore the world of digital learning in a way that's creative, collaborative and innovative.Learning contextsLearn how to create safe, diverse learning environments for people of all ages and backgrounds.Literacy and numeracyUnderstand key concepts and conventions of the English language and numeracy.* Must meet the minimum average mark and prerequisites.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","Educational designerDesign dynamic courses, subjects and assessments for education providers and companies.Training consultantUse your expertise to identify what businesses need and develop engaging training programs to suit them.Education aideProvide critical support to teachers and care for children in preschool, primary school or secondary school.Community educatorDevelop, implement and deliver community education programs and interventions.MentorJoin the growing mentoring industry, giving guidance and inspiration to others.",3.0,ATAR,Bachelor of Educational Studies,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-educational-studies,Education and teaching,,No,BA,6.0,La Trobe University,Yes,58.80,,Years,Years,No,No,32800,AUD,Mildura,Equivalent ,No
IELTS,"Education can change lives. Change yours.What will you be teaching tomorrow?Every teacher was once a student. Discover all the ways you can shape education, both inside and outside the classroom.In the Bachelor of Educational Studies, you'll develop foundational skills in literacy and numeracy, digital learning and learning contexts. Beyond that, you can shape your degree to the future you want.The Bachelor of Educational Studies can kickstart your teaching career. After your first year, you can transfer into an accredited teaching degree at La Trobe.* Our friendly and knowledgeable staff will help you make a smooth transition. Once you get there, you'll have the foundational skills to succeed.Choose subjects in business, humanities, special education and student welfare, or psychology to build your own skillset. Discover how to apply your knowledge and develop industry connections with a Work Integrated Learning experience or studio project where you'll solve a real-world problem.You'll be prepared for a career in learning or education-related fields across industries, working in policy, community programs, company training and more.You'll learn:Digital learningExplore the world of digital learning in a way that's creative, collaborative and innovative.Learning contextsLearn how to create safe, diverse learning environments for people of all ages and backgrounds.Literacy and numeracyUnderstand key concepts and conventions of the English language and numeracy.* Must meet the minimum average mark and prerequisites.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","Educational designerDesign dynamic courses, subjects and assessments for education providers and companies.Training consultantUse your expertise to identify what businesses need and develop engaging training programs to suit them.Education aideProvide critical support to teachers and care for children in preschool, primary school or secondary school.Community educatorDevelop, implement and deliver community education programs and interventions.MentorJoin the growing mentoring industry, giving guidance and inspiration to others.",3.0,ATAR,Bachelor of Educational Studies,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-educational-studies,Education and teaching,,No,BA,6.0,La Trobe University,Yes,58.80,,Years,Years,No,No,32800,AUD,Shepparton,Equivalent ,No
IELTS,"This is a course for anyone who prefers to work in the outdoors rather than in a cubicle. Our degree combines environmental experiences - bushwalking, rock climbing, cross-country skiing and canoeing - with naturalist studies, preparing you for a range of careers in outdoor and environmental education and adventure guiding. With further study, you'll also have the ability to work as a qualified teacher in primary or secondary school.We have a 30-year history of teaching outdoor education and offer a practical, hands-on approach. You'll undertake up to 80 days of fieldwork.You'll have the choice of two majors: outdoor education and educational nature tourism.The outdoor education major is designed for motivated students seeking careers in outdoor education, adventure guiding and environmental education, and explores areas such as sustainability education and eco-tourism. Past graduates of this major have found work with outdoor travel companies, as instructors in school camps, in adventure management and in environmental education.Our environmental and sustainability education major explores natural history as well as the social and cultural aspects of the environment. This could lead to a role such as working as an education officer with an environmental or government agency.Our nature tourism major focuses on the study of natural environments, environmental interpretation, land management and outdoor and field naturalist practice. This prepares you for careers in the nature tourism industry, in national parks, zoos, botanical gardens, and in private nature tourism operations. The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","Our graduates are prepared for careers in outdoor and environmental education services to schools, community environmental education, as interpreters and guides in national parks, land and natural resources management, environmental interpretation for government or corporate sectors, sustainability and ecology community education, and nature tourism operations.  If you wish to pursue a teaching career, you can complete a Master of Teaching (Primary) or Master of Teaching (Secondary) and qualify to teach in areas such as outdoor and environmental studies, geography, biology and humanities.",3.0,ATAR,Bachelor of Outdoor Education,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-outdoor-education,Education and teaching,,No,BA,6.0,La Trobe University,Yes,57.90,,Years,Years,No,No,33400,AUD,Bendigo,Equivalent ,No
IELTS,"Study health from a social perspective in this combined four-year degree. You'll build an understanding of health and disability alongside the humanities and social sciences.Through your first year health sciences subjects, you'll focus on human biosciences, the role of health professionals in the community and the various factors that influence health. You can then go on to major in human physiology and anatomy, public health or rehabilitation counselling.Our human physiology and anatomy electives include both theory and lab practice units. If you major in public health, you'll learn about environmental health issues, living with chronic health problems, global health initiatives and health care systems. If you major in rehabilitation counselling, you'll explore the psychosocial perspective of health and illness, behavioural change for rehabilitation clients, health in the workplace, and sports and exercise psychology.Your arts electives can include anthropology, languages, sociology, drama, philosophy and politics. Arts and health combinations may include health promotion and gender studies, anthropology and public health, human biosciences and archaeology, philosophy and the experience of health and illness, and human biosciences and the philosophy of science.You can also participate in our international student exchange program. If you choose to focus on public health or rehabilitation counselling, we can help you find work placements.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","Work opportunities exist in community development, education, health administration, health promotion, human services, journalism, management, non-clinical aspects of client management including community-based rehabilitation and case management, occupational health and safety and social policy.",4.0,ATAR,Bachelor of Arts/Bachelor of Health Sciences,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-arts-bachelor-of-health-sciences,Health,,No,BA,6.0,La Trobe University,Yes,66.10,,Years,Years,No,No,37800,AUD,Melbourne,Equivalent ,No
IELTS,"Biomedical science provides diverse career opportunities in areas including biotechnology, medical research and the pharmaceutical industry, while also providing a pathway into graduate entry allied health courses, such as physiotherapy and speech pathology, medicine or dentistry.In this course you will combine the fields of biology, pharmacology and medicine, as well as aspects of anatomy, biochemistry, microbiology, genetics, immunology, cell and molecular biology, physiology and neuroscience. A biomedical science degree will teach you about the human body, its structure and its functions. This includes understanding how diseases manifest and how drug strategies are used to treat these diseases. You will learn the practical skills needed to explore the underlying molecular basis of acute and chronic illnesses, understand how to apply biomedical research and learn how to convey scientific and biomedical science information.Course electives allow you to design your course to specialise in a number of areas, providing the opportunity to broaden your career prospects.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","Once you graduate you'll be well prepared for diverse roles around the world in areas including education, medical sales, administration and media and communications, in biomedical, biotechnology and pharmaceutical industries, as well as in hospitals and government departments. If you choose to pursue further study, you may find employment in fields including data science, dietetics, orthoptics, physiotherapy and speech pathology. This degree can also lead you into postgraduate research and postgraduate studies in dentistry and medicine.",3.0,ATAR,Bachelor of Biomedical Science,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-biomedical-science,Health,,No,BA,6.0,La Trobe University,Yes,61.45,,Years,Years,No,No,38600,AUD,Bendigo,Equivalent ,No
IELTS,"Biomedicine combines the fields of biology and medicine.A degree in biomedicine provides diverse career opportunities in areas including biotechnology, medical research and the pharmaceutical industry, while also providing a pathway to graduate entry allied health courses, such as physiotherapy and speech pathology, and medicine or dentistry.In this course you'll gain the skills you need to understand human biology and make a difference to human health through a variety of career paths. You'll learn about the human body, its structure and function, and how diseases manifest. You'll explore the underlying molecular basis of illnesses such as Alzheimer's disease, malaria and cancer. You'll learn how to undertake and apply biomedical research, develop real-world practical skills, and learn how to meaningfully convey scientific and biomedical science information.Biomedicine includes aspects of anatomy, biochemistry, microbiology, pharmacology, genetics, immunology, cell and molecular biology, physiology and neuroscience.  Course electives allow you to design your course to specialize in any of these areas, providing the opportunity to broaden your career prospects.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.",data sciencedieteticsorthopticsphysiotherapypodiatryand speech pathology.,3.0,ATAR,Bachelor of Biomedicine,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-biomedicine,Health,,Yes,BA,6.0,La Trobe University,Yes,65.70,,Years,Years,No,No,38600,AUD,Melbourne,Equivalent ,No
IELTS,"Qualify for a professional position in accounting, economics, finance, marketing or management and apply your commercial skills to the management of health institutions and practices.The health science component allows you to choose your major from three different scientific disciplines: Public Health, Rehabilitation Counselling, or Human Physiology and Anatomy. The commerce component is designed to develop responsible, engaged, innovative, work-ready graduates by providing you with opportunities to talk and work with business. It comprises an eight-subject common core and an eight-subject primary major, chosen from five key business disciplines: Accounting, Economics, Finance, Management and Marketing.The common core, which extends through all three years of the degree, is designed to offer you a broad introduction to business disciplines. You'll apply your disciplinary knowledge, research, analytical and problem solving skills to resolving social, environmental and business problems and opportunities. You'll also have the opportunity to talk with business and community leaders and apply their knowledge and skills in a professional working environment.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","Depending on subject choice within the Bachelor of Commerce, students may be eligible to graduate with an accounting qualification accredited by CPA Australia and Chartered Accountants Australia and New Zealand (CAANZ); please refer to the Handbook for further details.",4.0,ATAR,Bachelor of Commerce/Bachelor of Health Sciences,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-health-sciences,Health,,No,BA,6.0,La Trobe University,Yes,80.50,,Years,Years,No,No,38400,AUD,Melbourne,Equivalent ,No
