Prerequisite_2_grade_2,Prerequisite_1,Country,Face_to_Face,Career_Outcomes/path,Course_Lang,Availability,Course,Level_Code,FREE TAFE,Int_Fees,Duration,Faculty,Local_Fees,Full_Time,Website,Duration_Time,Remarks,Prerequisite_2,Part_Time,Description,Blended,City,Distance,Online,Prerequisite_1_grade_1,Currency_Time,University,Offline,Currency,Course Delivery Mode
N/A,ATAR,Australia,Yes,"'apprentice electrician', 'apprentice electrician'",English,D,VCAL - Victorian Certificate Of Applied Learning (Intermediate),CERT,No,N/A,1.0,,2738,Yes,https://www.chisholm.edu.au/courses/victorian-certificate-of-applied-learning/vcal-electrical-intermediate-or-senior,Year,,IELTS,No,"Prepare for a career as an Electrician while completing Year 11.The VCAL - Victorian Certificate of Applied Learning is an accredited secondary certificate that includes industry training. You can complete Year 11(Intermediate) over one year and move straight into a career or further study.  When you complete this course, you’ll gain a full Certificate II in Electrotechnology (Career Start) UEE22011.During the course you’ll gain industry specific training in occupational health and safety, workshop practices and hand skills, electrical drawings, electrical regulations, test instruments, and applied electricity. You will also build numeracy, literacy, personal development, and work related skills.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",No,Melbourne,No,No,,Years,Chisholm Institute,Yes,AUD,Normal
N/A,ATAR,Australia,Yes,"'apprentice electrician', 'apprentice electrician'",English,D,VCAL - Victorian Certificate Of Applied Learning (Senior),CERT,No,N/A,1.0,,2336,Yes,https://www.chisholm.edu.au/courses/victorian-certificate-of-applied-learning/vcal--victorian-certificate-of-applied-learning-senior-year-12-electrical,Year,,IELTS,No,"Prepare for a career as an electrician while completing Year 12.The VCAL - Victorian Certificate of Applied Learning is an accredited secondary certificate that includes industry training. You can complete Year 12 (Senior) over one year and move straight into a career or further study.  When you complete this course, you’ll gain a full Certificate II in Electrotechnology (Career Start) UEE22011.During the course you’ll gain industry specific training in occupational health and safety, workshop practices and hand skills, electrical drawings, electrical regulations, test instruments, and applied electricity. You will also build numeracy, literacy, personal development, and work related skills.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",No,Melbourne,No,No,,Years,Chisholm Institute,Yes,AUD,Normal
N/A,ATAR,Australia,Yes,"'apprentice plumber', 'registered plumber', 'Licensed Plumber'",English,D,Certificate II In Plumbing (Pre-apprenticeship),CERTII,Yes,N/A,10.0,,0,Yes,https://www.chisholm.edu.au/courses/certificate-ii/plumbing-preapprenticeship,Weeks,,IELTS,No,"When you complete the Certificate II in Plumbing, you’ll be able to work on a broad range of plumbing jobs with confidence.You’ll learn practical skills in areas such as plan interpretation, plumbing measurements and calculations, basic levelling procedures, pipe fabrication, basic welding, and workplace safety.TIMETABLEDandenong: Monday, Tuesday, Wednesday, Thursday 7.30am - 4.15pm Berwick TEC: Four weekdays 8am - 4.45pm.Course is delivered face-to-face on campus.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",No,Melbourne,No,No,,Years,Chisholm Institute,Yes,AUD,Normal
N/A,ATAR,Australia,Yes,"'apprentice plumber', 'registered plumber', 'Licensed Plumber'",English,D,Certificate II In Plumbing (Pre-apprenticeship),CERTII,Yes,N/A,10.0,,0,Yes,https://www.chisholm.edu.au/courses/certificate-ii/plumbing-preapprenticeship,Weeks,,IELTS,No,"When you complete the Certificate II in Plumbing, you’ll be able to work on a broad range of plumbing jobs with confidence.You’ll learn practical skills in areas such as plan interpretation, plumbing measurements and calculations, basic levelling procedures, pipe fabrication, basic welding, and workplace safety.TIMETABLEDandenong: Monday, Tuesday, Wednesday, Thursday 7.30am - 4.15pm Berwick TEC: Four weekdays 8am - 4.45pm.Course is delivered face-to-face on campus.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",No,Melbourne,No,No,,Years,Chisholm Institute,Yes,AUD,Normal
N/A,ATAR,Australia,Yes,"'registered plumber', 'Licensed Plumber'",English,D,Certificate III In Plumbing,CERTIII,No,N/A,3.0,,35368,No,https://www.chisholm.edu.au/courses/certificate-iii/plumbing,Years,,IELTS,Yes,"When you complete the Certificate III in Plumbing, you’ll have the skills required to carry out a range of plumbing tasks with confidence. You’ll gain hands-on experience in areas such as installation of air conditioning, sprinkler and gas piping systems, welding, blockage clearance, pipe fabrication, plan interpretation and workplace safety.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with theoretical components of the course online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. Practical skills training and assessment will be carried out in scheduled small classes in order to meet social distancing requirements.  The usual rhythms of block or day release may be disrupted temporarily given the altered scheduling of practical training and assessment.  It may be possible for apprentices and trainees to capture assessment evidence in their workplace.  This will be negotiated on a case by case basis with the individual and their employer.If you have any queries on the course delivery or practical skills training and assessment, please contact our Apprenticeship Hub on 1300 775 265 or apphub@chisholm.edu.au.",No,Melbourne,No,No,,Years,Chisholm Institute,Yes,AUD,Apprenticeship
N/A,ATAR,Australia,Yes,"'registered plumber', 'Licensed Plumber'",English,D,Certificate III In Plumbing,CERTIII,No,N/A,3.0,,35368,No,https://www.chisholm.edu.au/courses/certificate-iii/plumbing,Years,,IELTS,Yes,"When you complete the Certificate III in Plumbing, you’ll have the skills required to carry out a range of plumbing tasks with confidence. You’ll gain hands-on experience in areas such as installation of air conditioning, sprinkler and gas piping systems, welding, blockage clearance, pipe fabrication, plan interpretation and workplace safety.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with theoretical components of the course online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. Practical skills training and assessment will be carried out in scheduled small classes in order to meet social distancing requirements.  The usual rhythms of block or day release may be disrupted temporarily given the altered scheduling of practical training and assessment.  It may be possible for apprentices and trainees to capture assessment evidence in their workplace.  This will be negotiated on a case by case basis with the individual and their employer.If you have any queries on the course delivery or practical skills training and assessment, please contact our Apprenticeship Hub on 1300 775 265 or apphub@chisholm.edu.au.",No,Melbourne,No,No,,Years,Chisholm Institute,Yes,AUD,Apprenticeship
N/A,ATAR,Australia,Yes,'Licensed Plumber',English,D,Certificate IV In Plumbing And Services,CERTIV,Yes,N/A,2.0,,0,No,https://www.chisholm.edu.au/courses/certificate-iv/plumbing-and-services,Years,,IELTS,Yes,"Become a licensed plumber and expand your employment opportunities in the field.When you complete the Certificate IV in Plumbing and Services, you’ll be able to work on a broad range of plumbing jobs. You’ll learn technical skills in areas such as gas fitting, water supply, sanitary fixtures and fittings, roofing, drainage and mechanical processes. There are three mandatory subjects – Risk Control, Estimating and Business and Legal – which will need to be completed for this qualification.TIMETABLEDandenong: Monday, Tuesday, Wednesday or Thursday 7.30am - 4pm depending on units of study.Frankston: Monday, Tuesday, Wednesday or Thursday 5.30pm to 10pm depending on units of study.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",No,Melbourne,No,No,,Years,Chisholm Institute,Yes,AUD,Normal
N/A,ATAR,Australia,Yes,'Licensed Plumber',English,D,Certificate IV In Plumbing And Services,CERTIV,Yes,N/A,2.0,,0,No,https://www.chisholm.edu.au/courses/certificate-iv/plumbing-and-services,Years,,IELTS,Yes,"Become a licensed plumber and expand your employment opportunities in the field.When you complete the Certificate IV in Plumbing and Services, you’ll be able to work on a broad range of plumbing jobs. You’ll learn technical skills in areas such as gas fitting, water supply, sanitary fixtures and fittings, roofing, drainage and mechanical processes. There are three mandatory subjects – Risk Control, Estimating and Business and Legal – which will need to be completed for this qualification.TIMETABLEDandenong: Monday, Tuesday, Wednesday or Thursday 7.30am - 4pm depending on units of study.Frankston: Monday, Tuesday, Wednesday or Thursday 5.30pm to 10pm depending on units of study.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",No,Melbourne,No,No,,Years,Chisholm Institute,Yes,AUD,Normal
N/A,ATAR,Australia,Yes,"'apprentice plumber', 'registered plumber', 'Licensed Plumber'",English,D,VCAL - Victorian Certificate Of Applied Learning (Intermediate),CERT,No,N/A,1.0,,2518,Yes,https://www.chisholm.edu.au/courses/victorian-certificate-of-applied-learning/vcal--victorian-certificate-of-applied-learning-intermediate-year-11-plumbing,Year,,IELTS,No,"During the course you’ll gain industry specific training in hand and power tools; occupational health and safety; tubes and pipes; welding and cutting; flashing; levelling; and sheet metal practices. You will also build numeracy; literacy; personal development; and work related skills.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",No,Melbourne,No,No,,Years,Chisholm Institute,Yes,AUD,Normal
N/A,ATAR,Australia,Yes,"'apprentice plumber', 'registered plumber', 'Licensed Plumber'",English,D,VCAL - Victorian Certificate Of Applied Learning (Senior),CERT,No,N/A,1.0,,2518,Yes,https://www.chisholm.edu.au/courses/victorian-certificate-of-applied-learning/vcal-plumbing-intermediate-or-senior,Year,,IELTS,No,"During the course you’ll gain industry specific training in hand and power tools; occupational health and safety; tubes and pipes; welding and cutting; flashing; levelling; and sheet metal practices. You will also build numeracy; literacy; personal development; and work related skills.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",No,Melbourne,No,No,,Years,Chisholm Institute,Yes,AUD,Normal
5.5,ATAR,Australia,Yes,"'personal/executive assistant', 'bookkeeping', 'administration support officer', 'payroll officer', 'business activity statement (BAS) agent', 'assistant accountant', 'registered tax agent', 'financial controller', 'accountant'",English,A,Certificate IV In Accounting And Bookkeeping,CERTIV,Yes,6350,6.0,,0,Yes,https://www.chisholm.edu.au/courses/certificate-iv/accounting-and-bookkeeping,Months,,IELTS,No,"You'll learn practical skills in areas such as manual and computerised accounts receivable; accounts payable and general ledger; tax and payroll; and the preparation of BAS and other financial statements.We are committed to providing you with an education that strongly aligns to the professional practice. Industry specialists teach modules and provide you with an industry perspective on topics and work-simulated scenarios.Upon successful completion of the Certificate IV in Accounting and Bookkeeping FNS40217, you’ll met the educational requirements for registration as a Business Activity Statement (BAS) agent within Australia, once the required work experience has been completed.TIMETABLE Dandenong Term 3: Monday 9-4, Tuesday 9.30 – 4, Wednesday 10 – 1.30Dandenong Term 4: Monday 9-4, Tuesday 9-4, Wednesday 10-4, Friday 9-4Berwick Term 3: Monday 9-3, Tuesday 10-2.30, Wednesday 9-12.30, Thursday 9-4Berwick Term 4: Monday 9-4, Tuesday 9-4, Wednesday 9-2, Friday 10-3Mode of delivery: Delivery will be a mix of blended classroom based, face to face and online.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",Yes,Melbourne,Yes,Yes,,Years,Chisholm Institute,Yes,AUD,Normal
5.5,ATAR,Australia,Yes,"'personal/executive assistant', 'bookkeeping', 'administration support officer', 'payroll officer', 'business activity statement (BAS) agent', 'assistant accountant', 'registered tax agent', 'financial controller', 'accountant'",English,A,Certificate IV In Accounting And Bookkeeping,CERTIV,Yes,6350,6.0,,0,Yes,https://www.chisholm.edu.au/courses/certificate-iv/accounting-and-bookkeeping,Months,,IELTS,No,"You'll learn practical skills in areas such as manual and computerised accounts receivable; accounts payable and general ledger; tax and payroll; and the preparation of BAS and other financial statements.We are committed to providing you with an education that strongly aligns to the professional practice. Industry specialists teach modules and provide you with an industry perspective on topics and work-simulated scenarios.Upon successful completion of the Certificate IV in Accounting and Bookkeeping FNS40217, you’ll met the educational requirements for registration as a Business Activity Statement (BAS) agent within Australia, once the required work experience has been completed.TIMETABLE Dandenong Term 3: Monday 9-4, Tuesday 9.30 – 4, Wednesday 10 – 1.30Dandenong Term 4: Monday 9-4, Tuesday 9-4, Wednesday 10-4, Friday 9-4Berwick Term 3: Monday 9-3, Tuesday 10-2.30, Wednesday 9-12.30, Thursday 9-4Berwick Term 4: Monday 9-4, Tuesday 9-4, Wednesday 9-2, Friday 10-3Mode of delivery: Delivery will be a mix of blended classroom based, face to face and online.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",Yes,Melbourne,Yes,Yes,,Years,Chisholm Institute,Yes,AUD,Normal
5.5,ATAR,Australia,Yes,"'personal/executive assistant', 'bookkeeping', 'administration support officer', 'payroll officer', 'business activity statement (BAS) agent', 'assistant accountant', 'registered tax agent', 'financial controller', 'accountant'",English,A,Certificate IV In Accounting And Bookkeeping,CERTIV,Yes,6350,6.0,,0,Yes,https://www.chisholm.edu.au/courses/certificate-iv/accounting-and-bookkeeping,Months,,IELTS,No,"You'll learn practical skills in areas such as manual and computerised accounts receivable; accounts payable and general ledger; tax and payroll; and the preparation of BAS and other financial statements.We are committed to providing you with an education that strongly aligns to the professional practice. Industry specialists teach modules and provide you with an industry perspective on topics and work-simulated scenarios.Upon successful completion of the Certificate IV in Accounting and Bookkeeping FNS40217, you’ll met the educational requirements for registration as a Business Activity Statement (BAS) agent within Australia, once the required work experience has been completed.TIMETABLE Dandenong Term 3: Monday 9-4, Tuesday 9.30 – 4, Wednesday 10 – 1.30Dandenong Term 4: Monday 9-4, Tuesday 9-4, Wednesday 10-4, Friday 9-4Berwick Term 3: Monday 9-3, Tuesday 10-2.30, Wednesday 9-12.30, Thursday 9-4Berwick Term 4: Monday 9-4, Tuesday 9-4, Wednesday 9-2, Friday 10-3Mode of delivery: Delivery will be a mix of blended classroom based, face to face and online.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",Yes,Melbourne,Yes,Yes,,Years,Chisholm Institute,Yes,AUD,Normal
5.5,ATAR,Australia,Yes,"'assistant accountant', 'registered tax agent', 'financial controller', 'accountant'",English,A,Diploma Of Accounting,DIP,Yes,6350,6.0,,0,Yes,https://www.chisholm.edu.au/courses/diploma/accounting,Months,,IELTS,Yes,"When studying the Diploma of Accounting FNS50217, you will develop advanced skills in areas such as income tax, management accounting, budgeting and forecasting, performance analysis, financial reporting and leadership. This program is designed for individuals who want to undertake further studies in accounting after completing entry level studies in the Certificate IV of Accounting and Bookkeeping FNS40217. It introduces students to a range of common accounting specialist job roles and provides the basis for articulation into the Advanced Diploma of Accounting FNS60217.Once you complete this course, you’ll qualify to be accredited by the Institute of Public Accountants (IPA) and the Association of Accounting Technicians (AAT).Those gaining employment after the courseare likely to work as bookkeepers/BAS agents, assistant accountants, payroll officers or accounts clerks. Graduates from the Diploma are encouraged to undertake the Advanced Diploma of Accounting FNS60217, if they wish to pursue a career as a tax agent, or if they wish to undertake higher education studies in a Bachelor of Accounting program.TIMETABLEDandenongFull time and part time Term 3: 10-4, Tuesday 9-2, Thursday 9-4, Friday 9-4Full time and Part Time Term 4: Monday 10-4, Thursday 10-3.30, Friday 9-3.30Berwick:  depending on enrolmentsOff-Campus - self paced flexible delivery contact 9212 4994.Full time – 6 monthsPart Time (day) – 1 yearPart time (evening) – 18 monthsMode of delivery: Delivery will be a mix of blended classroom based, face to face and online.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",Yes,Melbourne,Yes,Yes,,Years,Chisholm Institute,Yes,AUD,Normal
5.5,ATAR,Australia,Yes,"'assistant accountant', 'registered tax agent', 'financial controller', 'accountant'",English,A,Diploma Of Accounting,DIP,Yes,6350,6.0,,0,Yes,https://www.chisholm.edu.au/courses/diploma/accounting,Months,,IELTS,Yes,"When studying the Diploma of Accounting FNS50217, you will develop advanced skills in areas such as income tax, management accounting, budgeting and forecasting, performance analysis, financial reporting and leadership. This program is designed for individuals who want to undertake further studies in accounting after completing entry level studies in the Certificate IV of Accounting and Bookkeeping FNS40217. It introduces students to a range of common accounting specialist job roles and provides the basis for articulation into the Advanced Diploma of Accounting FNS60217.Once you complete this course, you’ll qualify to be accredited by the Institute of Public Accountants (IPA) and the Association of Accounting Technicians (AAT).Those gaining employment after the courseare likely to work as bookkeepers/BAS agents, assistant accountants, payroll officers or accounts clerks. Graduates from the Diploma are encouraged to undertake the Advanced Diploma of Accounting FNS60217, if they wish to pursue a career as a tax agent, or if they wish to undertake higher education studies in a Bachelor of Accounting program.TIMETABLEDandenongFull time and part time Term 3: 10-4, Tuesday 9-2, Thursday 9-4, Friday 9-4Full time and Part Time Term 4: Monday 10-4, Thursday 10-3.30, Friday 9-3.30Berwick:  depending on enrolmentsOff-Campus - self paced flexible delivery contact 9212 4994.Full time – 6 monthsPart Time (day) – 1 yearPart time (evening) – 18 monthsMode of delivery: Delivery will be a mix of blended classroom based, face to face and online.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",Yes,Melbourne,Yes,Yes,,Years,Chisholm Institute,Yes,AUD,Normal
N/A,ATAR,Australia,Yes,"'registered tax agent', 'financial controller', 'accountant'",English,D,Advanced Diploma Of Accounting,DIP,Yes,N/A,6.0,,0,Yes,https://www.chisholm.edu.au/courses/advanced-diploma/accounting,Months,,IELTS,Yes,"Progress your career in the accounting and finance field, and prepare to become a qualified accountant, financial controller or registered tax agent.You’ll gain a thorough understanding of accounting principles and applications used in the workplace. This includes accounting functions related to tax issues and plans, corporate governance matters, reporting on financial systems, analysing management accounting information and applying accounting principles in legal-related matters.When you complete the Advanced Diploma of Accounting FNS60217, you’ll be academically qualified to apply for membership with the Institute of Public Accountants (IPA) and depending on your choice of electives, you could also apply to be a registered tax agent once the required work experience has been completed. This course is designed to assist you to become prepared for work in financial services and other industries requiring accounting support, or to pursue further studies in the field. This could be a step towards a Bachelor of Accounting.Full time – six monthsPart time (day) – one yearPart time (evening) – 18 monthsPlease note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",No,Melbourne,No,No,,Years,Chisholm Institute,Yes,AUD,Normal
N/A,ATAR,Australia,Yes,"'receptionist', 'customer service officer', 'data entry administrator', 'secretary', 'administration officer', 'accounts clerk', 'personal/executive assistant', 'office trainer', 'medical receptionist', 'administration coordinator', 'medical administrative support', 'medical secretary', 'client administrator', 'human resources manager', 'business development manager', 'marketing officer', 'project manager', 'sales manager'",English,D,Certificate III In Business,CERTIII,No,N/A,1.0,,5434,Yes,https://www.chisholm.edu.au/courses/certificate-iii/business-traineeship,Year,,IELTS,No,"This course is only offered as a traineeship at your workplace. If you wish to study Business, Business Administration or Medical Administration on campus, please apply for Chisholm's Certificate IV in Business (BSB40215)This course will assist you to develop practical skills for employment in general administration and office support roles.  When you complete the Certificate III in Business as a traineeship, you’ll know how to process payroll, word processed documents and spreadsheets, write simple documents, provide customer service, organise schedules, and create electronic presentations.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",No,Workplace,No,No,,Years,Chisholm Institute,Yes,AUD,Traineeship
5.5,ATAR,Australia,Yes,"'medical secretary', 'medical receptionist', 'medical administrative support', 'administration coordinator'",English,A,Certificate IV In Business,CERTIV,No,5800,5.0,,5277,Yes,https://www.chisholm.edu.au/courses/certificate-iv/business-traineeship-medical,Months,,IELTS,No,"Develop comprehensive medical and general administrative skills in this accredited course. You will develop the confidence and ability to work in the medical field after learning medical terminology, audio, confidentiality, medical accounts and records. General administrative skills including the latest Microsoft Office computing software give you a well-rounded base to apply for a range of administrative roles in hospitals, general and specialist medical practices, or general office positions.TIMETABLEFull time:  Dandenong - Monday, Tuesday, Thursday and Friday Full time:  Frankston - Monday, Tuesday, Thursday and FridayPlease note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",No,Melbourne,No,No,,Years,Chisholm Institute,Yes,AUD,Traineeship
