Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
CERTII,Holmesglen Institute,Melbourne,Certificate II in Building and Construction Pre-apprenticeship,Building and Construction,,"8,195.00",AUD,Years,18.0,Weeks,Yes,No,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Building-and-Construction/Carpentry-and-Joinery/Certificate-II-in-Building-and-Construction-Pre-apprenticeship-Carpentry,English,D,"The Certificate II in Building and Construction Pre-apprenticeship, carpentry stream, is for both school leavers and mature-age students who wish to build their practical experience and knowledge to ensure their employment opportunities as an apprentice carpenter.This comprehensive course covers all aspects of domestic carpentry and is the perfect starting point for a career in the building and construction industry. Our pre-apprenticeship course, specialising in carpentry, covers all skills and knowledge required for domestic building, at the entry level, including all the tools and equipment used by carpenters.Carpenters are the key players in domestic house construction - they're the first on site, and the last to leave.While carpenters have their specific skills and tasks to perform in the building process, carpenters must have knowledge of all other trades, as a carpenter's work often accommodates the other trades who follow them.","apprentice carpenter, trades assistant in the building industry, labourer",Australia,No,Yes,No,Yes,No,,Pre-apprenticeship,Yes,"CPCCOHS2001A Apply OHS requirements, policies and procedures in the construction industry",,,VU22022 Identify and handle carpentry tools and equipment,,,CPCCWHS1001 Prepare to work safely in the construction industry,,,CPCCCM2006 Apply basic levelling procedures,,,HLTAID002 Provide basic emergency life support,,,CPCCCM1012A Work effectively and sustainably in the construction industry,,,VU22024 Construct basic sub-floor,,,VU22031 Construct basic formwork for concreting,,,VU22023 Perform basic setting out,,,CPCCCM1014A Conduct workplace communication,,,VU22014 Prepare for work in the building and construction industry,,,CPCCCM1015A Carry out measurements and calculations,,,VU22015 Interpret and apply basic plans and drawings,,,VU22025 Construct basic wall frames,,,VU22028 Install basic window and door frames,,,VU22029 Install interior fixings,,,VU22027 Install basic external cladding,,,VU22026 Construct a basic roof frame,,,VU22030 Carry out basic demolition for timber structures,,,VU22016 Erect and safely use working platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTII,Holmesglen Institute,Melbourne,Certificate II in Building and Construction Pre-apprenticeship,Building and Construction,,,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Building-and-Construction/Carpentry-and-Joinery/Certificate-II-in-Building-and-Construction-Pre-apprenticeship-Carpentry-VET-delivered-to-Secondary-School-Students,English,D,"The Certificate II in Building and Construction is designed to improve your carpentry or associated building trades apprenticeship prospects.During the course you will gain experience in using hand and power tools, and learn a wide range of carpentry skills, including how to install windows and doors, wall framing, interior fixing and roofing.This course opens up employment opportunities in the building construction and building design industries by providing the skills and knowledge you need for the carpentry and building trades.Delivered over two years to students currently enrolled in senior secondary school, the duration of the qualification allows students to achieve a partial completion while completing their normal secondary school studies.The program is delivered face-to-face for four hours per week for 30 weeks per year. In year one, students will also complete two, full 7-hour days to complete their construction induction (White Card) and First Aid units.This is a VET Delivered to Secondary Students (previously VETiS) course and can only be completed as part of your VCE or VCAL program.","carpentry apprenticeship, building trade apprenticeship",Australia,No,Yes,No,Yes,No,,Pre-apprenticeship,No,"CPCCOHS2001A Apply OHS requirements, policies and procedures in the construction industry",,,VU22022 Identify and handle carpentry tools and equipment,,,CPCCCM2006 Apply basic levelling procedures,,,HLTAID002 Provide basic emergency life support,,,VU22023 Perform basic setting out,,,VU22016 Erect and safely use working platforms,,,VU22015 Interpret and apply basic plans and drawings,,,VU22025 Construct basic wall frames,,,VU22027 Install basic external cladding,,,VU22028 Install basic window and door frames,,,VU22030 Carry out basic demolition for timber structures,,,VU22026 Construct a basic roof frame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTII,Holmesglen Institute,Melbourne,Certificate II in Construction Pathways,Building and Construction,,"5,330.00",AUD,Years,4.0,Months,Yes,No,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Building-and-Construction/Carpentry-and-Joinery/Certificate-II-in-Construction-Pathways,English,D,"The CPC20211 Certificate II in Construction Pathways will provide you with skills and knowledge across a range of trade occupations, such as joinery, shopfitting, carpentry and bricklaying and Tiling.This course will give you a chance to sample a variety of trade skills and help you find your career path in a highly employable sector.You'll learn the best work, health and safety practices, how to correctly use tools, and learn about the materials you will be working with.You will understand the job, and what is required of you and learn to effectively communicate with your workmates.This qualification’s core units will meet the requirements, and provide credits toward most Certificate III qualifications  - apprenticeship courses - in building and construction trades.You’ll gain an understanding of building skills and principles and be exposed to common scenarios you’ll experience on the job.Our teachers are industry experts that have worked in the field. Here at Holmesglen, we structure our courses to use our real-world working environments so you're prepared to enter into an apprenticeship and begin your trade.","apprentice carpentry, wall and floor tiling apprentice, bricklaying apprenticeship, joinery and shopffitting apprenticeship, general labourer in construction industry",Australia,No,Yes,No,Yes,No,,Normal,Yes,"CPCCOHS2001A Apply OHS requirements, policies and procedures in the construction industry",,,CPCCBL2001A Handle And Prepare Bricklaying And Blocklaying Materials,,,CPCCBL2002A Use Bricklaying And Blocklaying Tools And Equipment,,,CPCCCM1014A Conduct workplace communication,,,CPCCCM1012A Work effectively and sustainably in the construction industry,,,CPCCCM1013A Plan and organise work,,,CPCCCM1015A Carry out measurements and calculations,,,CPCCCM2001A Read and interpret plans and specifications,,,CPCCWF2001A Handle wall and floor tiling materials,,,CPCCWF2002A Use wall and floor tiling tools and equipment,,,CPCCCA2003A Erect And Dismantle Formwork For Footings And Slabs On Ground,,,CPCCCA2002B Use carpentry tools and equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Carpentry,Building and Construction,,"6,515.20",AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Building-and-Construction/Carpentry-and-Joinery/Certificate-III-in-Carpentry-Apprenticeship,English,D,"The Certificate III in Carpentry provides comprehensive training for carpentry apprentices, and covers all practical and theoretical aspects of the trade.This course is structured to follow the building of a house or other development, commencing with OHS, the safe use of tools and equipment then onto the units that from the base of any structure: excavation, setting out and flooring systems through to the completion of walls, doors and windows.Units such as Use carpentry tools and equipment ensure the apprentice is sufficiently capable with all hand held and power tools, equipment and static machinery to be safe when undertaking further practical units of study.The more theory-based units are interspersed through the delivery schedule to support the apprentice's knowledge and skills when applied to the practical units.Carpenters are the key players in domestic house construction, often the first onsite and the last to leave.While carpenters have their specific skills and tasks to perform in the building process, they must also have knowledge of all other trades as a carpenter's work often accommodates the other trades who follow them.This course is delivered in Holmesglen's specially designed facilities, acknowledged as the best in Victoria, and provides students with practical experience on full-scale projects.We provide pastoral care and other supports to the apprentice for the duration of their apprenticeship.","carpenter, carpenter and joiner",Australia,No,Yes,No,Yes,No,,Apprenticeship,No,"CPCCOHS2001A Apply OHS requirements, policies and procedures in the construction industry",,,CPCCCM1015A Carry out measurements and calculations,,,CPCCCM1012A Work effectively and sustainably in the construction industry,,,CPCCCM1014A Conduct workplace communication,,,CPCCCA2002B Use carpentry tools and equipment,,,CPCCCA3002A Carry out setting out,,,CPCCCA3003A Install Flooring Systems,,,CPCCCM2002A Carry out excavation,,,CPCCCA2003A Erect And Dismantle Formwork For Footings And Slabs On Ground,,,CPCCCM2007B Use explosive power tools,,,CPCCCA2011A Handle carpentry materials,,,CPCCCM2010B Work safely at heights,,,CPCCCM1013A Plan and organise work,,,CPCCCM2001A Read and interpret plans and specifications,,,CPCCCO2013A Carry out concreting to simple forms,,,CPCCCA3023A Carry out levelling operations,,,CPCCCA3007C Construct Pitched Roofs,,,CPCCCA3004A Construct Wall Frames,,,CPCCCA3005B Construct Ceiling Frames,,,CPCCCA3006B Erect Roof Trusses,,,CPCCCM2008B Erect and dismantle restricted height scaffolding,,,CPCCCA3008B Construct Eaves,,,CPCCCA3017B Install Exterior Cladding,,,CPCCCA3001A Carry Out General Demolition Of Minor Building Structures,,,CPCCCA3009B Construct advanced roofs,,,CPCCCA3010A Install and replace windows and doors,,,CPCCCA3012A Frame And Fit Wet Area Fixtures,,,"CPCCCA3013A Install lining, panelling and moulding",,,CPCCCA3016A Construct timber external stairs,,,"CPCCCA3018A Construct, Erect And Dismantle Formwork For Stairs And Ramps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Carpentry,Building and Construction,"14,900","17,410.00",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Building-and-Construction/Carpentry-and-Joinery/Certificate-III-in-Carpentry,English,A,"The Certificate III in Carpentry provides comprehensive training, covering all practical and theoretical aspects of the trade.This course is delivered in Holmesglen's specially designed facilities, acknowledged as the best in Victoria, and provides students with practical experience on full-scale projects.Carpenters are the key players in domestic house construction, often the first onsite and the last to leave.While carpenters have their specific skills and tasks to perform in the building process, they must also have knowledge of all other trades as a carpenter's work often accommodates the other trades who follow them.",Carpenter,Australia,No,Yes,No,Yes,No,,Normal,No,"CPCCOHS2001A Apply OHS requirements, policies and procedures in the construction industry",,,CPCCCA2002B Use carpentry tools and equipment,,,CPCCCM1012A Work effectively and sustainably in the construction industry,,,CPCCCM2001A Read and interpret plans and specifications,,,CPCCCA3002A Carry out setting out,,,CPCCCA3003A Install Flooring Systems,,,CPCCCA2003A Erect And Dismantle Formwork For Footings And Slabs On Ground,,,CPCCCM2002A Carry out excavation,,,CPCCCA3004A Construct Wall Frames,,,CPCCCA3017B Install Exterior Cladding,,,CPCCCM1013A Plan and organise work,,,CPCCCM2010B Work safely at heights,,,CPCCCA3001A Carry Out General Demolition Of Minor Building Structures,,,CPCCCM1015A Carry out measurements and calculations,,,CPCCCA3007C Construct Pitched Roofs,,,CPCCCA3023A Carry out levelling operations,,,CPCCCA3012A Frame And Fit Wet Area Fixtures,,,CPCCCM1014A Conduct workplace communication,,,CPCCCA3005B Construct Ceiling Frames,,,CPCCCA3009B Construct advanced roofs,,,CPCCCA3008B Construct Eaves,,,CPCCCA3006B Erect Roof Trusses,,,CPCCCA3010A Install and replace windows and doors,,,CPCCCA2011A Handle carpentry materials,,,CPCCCM2007B Use explosive power tools,,,"CPCCCA3013A Install lining, panelling and moulding",,,"CPCCCA3018A Construct, Erect And Dismantle Formwork For Stairs And Ramps",,,CPCCCA3016A Construct timber external stairs,,,CPCCCM2008B Erect and dismantle restricted height scaffolding,,,CPCCCO2013A Carry out concreting to simple forms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Joinery,Building and Construction,,"6,918.40",AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Building-and-Construction/Carpentry-and-Joinery/Certificate-III-in-Joinery-Apprenticeship,English,D,"The Certificate III in Joinery provides comprehensive training in all practical and theoretical aspects of joinery.You will learn to use a range of specialist machinery, as well as preparing and working from computer-aided drawings and associated cutting lists. In regards to each machine, you will learn about the material you are processing and how to use the machine itself - from basic to high-end production machinery such as computer numerically controlled (CNC) machines.Your training will cover installing windows and doors, bulkheads, showcase, wall units, counters, workstations, sealants, wall linings, using Oxy-LPG equipment, as well as cutting and installing glass and undertaking sustainable practices in the construction industry.You'll be trained on full-sized projects in Holmesglen's specially designed and industry-standard facilities.","shopfitter/Joiner, cabinet maker, furniture maker, wood machinist, CNC operator, caravan fitter, coffin maker, chair/couch maker, antique restorer/reproducer, boat building",Australia,No,Yes,No,Yes,No,,Apprenticeship,No,"CPCCOHS2001A Apply OHS requirements, policies and procedures in the construction industry",,,CPCCCA2011A Handle carpentry materials,,,CPCCCA2002B Use carpentry tools and equipment,,,CPCCCM1015A Carry out measurements and calculations,,,CPCCCM1012A Work effectively and sustainably in the construction industry,,,CPCCCM1013A Plan and organise work,,,CPCCJN3001A Use static machines,,,"MSFFM3012 Set up, operate and maintain sawing machines",,,CPCCJN3005A Cut and install glass,,,CPCCSF2003A Cut and bend materials using oxy-LPG equipment,,,CPCCJN2003A Package Manufactured Products For Transport,,,CPCCCM1014A Conduct workplace communication,,,CPCCCM2001A Read and interpret plans and specifications,,,CPCCCM2006B Apply basic levelling procedures,,,"CPCCCA3013A Install lining, panelling and moulding",,,CPCCCA3015A Assemble partitions,,,CPCCJN3002A Use computer-controlled machinery,,,"MSFFM3021 Set up, operate and maintain computer numerically controlled (CNC) sizing machines",,,CPCCCM2007B Use explosive power tools,,,CPCCSH2003A Apply And Install Sealant And Sealant Devices,,,CPCCSH3005A Apply and trim decorative finishes,,,CPCCJN2002B Prepare for off-site manufacturing process,,,CPCCJN3003A Manufacture components for door and window frames and doors,,,CPCCJN3004A Manufacture joinery components,,,CPCCJN2001A Assemble components,,,CPCCSH3006A Apply finishes,,,CPCCCA3010A Install and replace windows and doors,,,CPCCCM2010B Work safely at heights,,,CPCCCA3014A Construct Bulkheads,,,"CPCCSH3001A Set out and assemble cabinets, showcases, wall units, counters and workstations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Joinery,Building and Construction,"14,900","17,424.90",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Building-and-Construction/Carpentry-and-Joinery/Certificate-III-in-Joinery,English,A,"The Certificate III in Joinery provides comprehensive training in all practical and theoretical aspects of joinery.You will learn to use a range of specialist machinery, as well as preparing and working from computer-aided drawings and associated cutting lists.  In regards to each machine, you will learn about the material you are processing and how to use the machine itself - from basic to high-end production machinery such as computer numerically controlled (CNC) machines.You will learn to use Oxy-LPG equipment, as well as to cut and install glass, install windows and doors and undertake sustainable practices in the construction industry.You'll be trained on full-sized projects in Holmesglen's specially designed and industry-standard facilities.","shopfitter/joiner, cabinet maker, furniture maker, wood machinist, CNC operator, caravan fitter, chair/couchmaker, antique restorer/reproducer, boat builder",Australia,No,Yes,No,Yes,No,,Normal,No,"CPCCOHS2001A Apply OHS requirements, policies and procedures in the construction industry",,,CPCCCA2011A Handle carpentry materials,,,CPCCCA2002B Use carpentry tools and equipment,,,CPCCCM1015A Carry out measurements and calculations,,,CPCCCM1012A Work effectively and sustainably in the construction industry,,,CPCCCM1013A Plan and organise work,,,CPCCJN3001A Use static machines,,,"MSFFM3012 Set up, operate and maintain sawing machines",,,CPCCJN3005A Cut and install glass,,,CPCCSF2003A Cut and bend materials using oxy-LPG equipment,,,CPCCCM1014A Conduct workplace communication,,,CPCCCM2001A Read and interpret plans and specifications,,,"CPCCCA3013A Install lining, panelling and moulding",,,CPCCCA3015A Assemble partitions,,,CPCCJN3002A Use computer-controlled machinery,,,"MSFFM3021 Set up, operate and maintain computer numerically controlled (CNC) sizing machines",,,CPCCCM2007B Use explosive power tools,,,CPCCSH2003A Apply And Install Sealant And Sealant Devices,,,CPCCJN2003A Package Manufactured Products For Transport,,,CPCCCM2006B Apply basic levelling procedures,,,CPCCSH3005A Apply and trim decorative finishes,,,CPCCJN2002B Prepare for off-site manufacturing process,,,CPCCJN3003A Manufacture components for door and window frames and doors,,,CPCCJN3004A Manufacture joinery components,,,CPCCJN2001A Assemble components,,,CPCCSH3006A Apply finishes,,,CPCCCA3010A Install and replace windows and doors,,,CPCCCM2010B Work safely at heights,,,CPCCCA3014A Construct Bulkheads,,,"CPCCSH3001A Set out and assemble cabinets, showcases, wall units, counters and workstations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Shopfitting,Building and Construction,,"4,966.40",AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Building-and-Construction/Carpentry-and-Joinery/Certificate-III-in-Shopfitting-Apprenticeship,English,D,"This course provides you with comprehensive training in all practical and theoretical aspects of shopfitting.Our students develop a range of skills on fabrication and assembly for various shopfitting components, in a specifically designed learning facility.They are trained to use computer numerical control (CNC) and static machines to assemble shopfronts, doors, windows, bulkheads, trims, and wall linings. They also develop skills in manual and computer-aided (CAD) production drawings and study the fundamentals of sustainability in the construction industry.","shopfitter/joiner, cabinet maker, furniture maker, wood machinist, CNC operator, caravan fitter, coffin maker, chair/couch maker, antique restorer/reproducer, boat building",Australia,No,Yes,No,Yes,No,,Apprenticeship,No,CPCCWHS3001 Identify construction work hazards and select risk control strategies,,,MSFFM2001 Use furniture making sector hand and power tools,,,"CPCCCM3004 Identify and apply information in construction plans, drawings and specifications",,,CPCCJN3001 Process materials to produce components using static machines,,,CPCCCM3006 Carry out levelling operations,,,CPCCSH3006 Prepare shopfittings and surfaces and apply liquid finishes,,,MSFFM3011 Measure and draw site layout for manufactured furniture products,,,MSFGG3036 Install commercial glazing products,,,CPCCSH3008 Install internal shop walls and fixtures,,,CPCCSH3002 Fabricate and assemble shopfront structures,,,MSFFM3009 Produce manual and computer-aided production drawings,,,CPCCSH3001 Fabricate shopfitting components using CNC machines,,,CPCCSH3003 Assemble and install shopfront structures,,,CPCCSH3004 Assemble internal shopfitting units and prepare for transport,,,CPCCSH3007 Install prefabricated internal shopfitting units,,,CPCCSH3005 Apply and trim decorative additions to shopfittings and components,,,CPCCSH3009 Demolish shopfronts and bulkheads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Civil Construction,Building and Construction,,"1,265.00",AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Building-and-Construction/Civil-Construction/Certificate-III-in-Civil-Construction-Apprenticeship,English,D,"If you are looking to develop a broad range of skills to further your career in the civil construction industry, then the Certificate III in Civil Construction apprenticeship is for you.As a leading provider of a range of apprenticeships in the building trades, Holmesglen offers a flexible and engaging experience for apprentices.We have a proven reputation for providing quality training that is designed to meet the needs of individuals and of companies and employers.Our Civil Construction department offers apprenticeship training in the general stream. All course unit/s theory and much of the practical assessment are completed in our Drummond Street campus and the Victorian Tunnelling Centre at Chadstone. Trainers make some workplace visits to demonstrate and assess practical aspects for some of the units.Our training and assessment caters for varying entry levels while seeking to recognise your current skills and experience. Our qualified trainers come with a range of industry experience and we can customise training to suit your needs.This course is also being offered as a traineeship. For more information, employers can contact us for a tailored solution.Holmesglen does not offer school based or other forms of apprenticeship for the Certificate III Civil Construction qualification.","civil construction worker, civil engineer, plant operator, estimator, site manager, foreman",Australia,No,Yes,No,Yes,No,,Apprenticeship,No,RIIWHS201D Work safely and follow WHS policies and procedures,,,RIIBEF201D Plan and organise work,,,RIICOM201D Communicate in the workplace,,,RIICCM201D Carry out measurements and calculations,,,RIICCM203D Read and interpret plans and job specifications,,,RIISAM203D Use hand and power tools,,,RIISAM204D Operate small plant and equipment,,,RIIIMG301D Maintain site records,,,"RIICCM202D Identify, locate and protect underground services",,,RIIWHS205D Control traffic with stop-slow bat,,,RIIWHS302D Implement traffic management plan,,,RIICRC301D Maintain drainage systems,,,RIICPL302D Install stormwater systems,,,RIICCM210D Install trench support,,,RIIWHS202D Enter and work in confined spaces,,,MSMPER200 Work in accordance with an issued permit,,,RIIHAN308F Load and unload plant,,,RIIMPO318F Conduct civil construction skid steer loader operations,,,BSBFLM312 Contribute to team effectiveness,,,RIIRTM203D Work as a safety observer/spotter,,,RIIMPO320F Conduct civil construction excavator operations,,,RIIMPO321F Conduct civil construction wheeled front end loader operations,,,RIICCM208D Carry out basic levelling,,,CPCCLDG3001A Licence to perform dogging,,,RIICRC306D Conduct earthworks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHORT COURSES,Holmesglen Institute,Melbourne,Skills Uplift - Civil Construction Traffic Management Pathway 1,Building and Construction,,"1,542.80",AUD,Years,3.0,Weeks,No,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Building-and-Construction/Civil-Construction/Skills-Uplift-Civil-Construction-Traffic-Management-Pathway-1,English,D,"This program provides training on how to implement a traffic management plan and set up traffic control equipment. As more major construction projects come on stream, traffic controllers are in high demand.Traffic management skills can be a good starting point for a job in the construction industry, with the next step getting an apprenticeship or traineeship in civil construction.",,Australia,No,Yes,No,Yes,No,,Normal,No,RIIWHS201D Work safely and follow WHS policies and procedures,,,RIIBEF201D Plan and organise work,,,RIICOM201D Communicate in the workplace,,,RIIMPO318F Conduct civil construction skid steer loader operations,,,RIIMPO317F Conduct roller operations,,,RIIWHS205D Control traffic with stop-slow bat,,,RIIWHS302D Implement traffic management plan,,,CPCCWHS1001 Prepare to work safely in the construction industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTII,Holmesglen Institute,Melbourne,Certificate II in Electrotechnology (Career Start),Building and Construction,,"6,140.00",AUD,Years,9.0,Weeks,Yes,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Certificate-II-in-Electrotechnology-Career-Start-Pre-apprenticeship,English,D,"The Certificate II in Electrotechnology (Career Start) is a pre-apprenticeship electrical course, providing an introduction to the electrical/electronics industries in areas such as electrical, renewable energy, air conditioning/refrigeration and instrumentation.This course will enable you to develop broad based competencies in a range of electrotechnology fields, such as lighting, general power, fire protection and security, robotics, instrumentation, optical data and voice systems, electrical motors and control systems.You will gain experience in the trade and use your skills to make informed choices in the selection of vocational career paths. And you will gain a recognised qualification, as well as credits for further training as an apprentice or trainee in the electrotechnology industry.The course is delivered face to face, online and in simulated work areas.For online units, a tablet/laptop is required and for the work simulations, you will require work-wear, work boots and clear safety glasses.","apprentice electrician, apprentice electrical fitter, apprentice air conditioning and refrigeration mechanic, renewable energy systems installer, electrical engineering technician,, renewable energy sales and support roles",Australia,No,Yes,No,Yes,No,,Pre-apprenticeship,Yes,"UEENEEE101A Apply Occupational Health and Safety regulations, codes and practices in the workplace",,,CPCCOHS1001A Work safely in the construction industry,,,"UEENEEE102A Fabricate, assemble and dismantle utilities industry components",,,UEENEEE104A Solve problems in d.c. circuits,,,UEENEEE148A Carry out routine work activities in an energy sector environment,,,"UEENEEE179A Identify and select components, accessories and materials for energy sector work activities",,,HLTAID003 Provide first aid,,,UEENEED101A Use computer applications relevant to a workplace,,,"UEENEEE107A Use drawings, diagrams, schedules, standards, codes and specifications",,,UEENEEE105A Fix and secure electrotechnology equipment,,,UEENEEE141A Use of routine equipment/plant/technologies in an energy sector environment,,,UEENEEK142A Apply environmentally and sustainable procedures in the energy sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTII,Holmesglen Institute,Melbourne,Certificate II in Electrotechnology (Career Start),Building and Construction,,"6,140.00",AUD,Years,9.0,Weeks,Yes,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Certificate-II-in-Electrotechnology-Career-Start-Pre-apprenticeship,English,D,"The Certificate II in Electrotechnology (Career Start) is a pre-apprenticeship electrical course, providing an introduction to the electrical/electronics industries in areas such as electrical, renewable energy, air conditioning/refrigeration and instrumentation.This course will enable you to develop broad based competencies in a range of electrotechnology fields, such as lighting, general power, fire protection and security, robotics, instrumentation, optical data and voice systems, electrical motors and control systems.You will gain experience in the trade and use your skills to make informed choices in the selection of vocational career paths. And you will gain a recognised qualification, as well as credits for further training as an apprentice or trainee in the electrotechnology industry.The course is delivered face to face, online and in simulated work areas.For online units, a tablet/laptop is required and for the work simulations, you will require work-wear, work boots and clear safety glasses.","apprentice electrician, apprentice electrical fitter, apprentice air conditioning and refrigeration mechanic, renewable energy systems installer, electrical engineering technician,, renewable energy sales and support roles",Australia,No,Yes,No,Yes,No,,Pre-apprenticeship,Yes,"UEENEEE101A Apply Occupational Health and Safety regulations, codes and practices in the workplace",,,CPCCOHS1001A Work safely in the construction industry,,,"UEENEEE102A Fabricate, assemble and dismantle utilities industry components",,,UEENEEE104A Solve problems in d.c. circuits,,,UEENEEE148A Carry out routine work activities in an energy sector environment,,,"UEENEEE179A Identify and select components, accessories and materials for energy sector work activities",,,HLTAID003 Provide first aid,,,UEENEED101A Use computer applications relevant to a workplace,,,"UEENEEE107A Use drawings, diagrams, schedules, standards, codes and specifications",,,UEENEEE105A Fix and secure electrotechnology equipment,,,UEENEEE141A Use of routine equipment/plant/technologies in an energy sector environment,,,UEENEEK142A Apply environmentally and sustainable procedures in the energy sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
