Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Remarks,Course Delivery Mode,FREE TAFE,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
BA,Monash University,Melbourne,Business,Business & Economics,"45,000",,AUD,Years,3.0,Years,Yes,Yes,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-b2000?international=true,English,A,"A Bachelor of Business will delve into the dynamic world of business and what makes organisations, brands and markets function effectively. How are brands built? What causes stock markets to soar (and slide)? Why do some businesses boom and others fail? Explore all of these questions and more.The world of business is challenging, fast-paced and constantly evolving. From finance to food, engineering to entertainment, every industry needs people with business skills. Whether you're interested in working for a large corporation, managing a business or becoming an entrepreneur, you need to know how to thrive in a competitive business landscape. In this course you will develop broad business knowledge and acquire expertise in your chosen area of business practice. With 12 majors to choose from and 10 double-degree options on offer, you will have genuine diversity and depth of choice in your business studies at Monash.Comprehensive and flexible, the Bachelor of Business offers you a range of options to help you develop the skills you'll need to have a successful business career. We're all about choice, offering you more majors to provide genuine diversity across all areas of business. Whether you're creative, people-focused or have a passion for numbers, in business there is something for everyone.Enhance your learning experience at Monash through a range of co-curricular activities that develop your critical thinking, communication and negotiation skills. These activities also increase your employment opportunities through:Internships with leading companies and brandsInternational exchange programs with one of our 150 partner universities around the worldLeadership and professional development programsNetworking opportunities with business leaders.A degree from an internationally recognised business school such as Monash will make you employable across the globe. It gives a broad range of career options in fields such as accounting, economics, marketing, management, sports, consulting, information technology, government, health care, international business and taxation.You can use your professional skills to work in general management and operations, or become a leader in your chosen field. High achieving students will be eligible for selection to the Monash Business School Scholars Program.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Business Administration,Business & Economics,"45,000",,AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-administration-b2007?international=true,English,A,"What have Uber, Boost and Deliveroo taught us? With a Bachelor of Business Administration you'll learn how entrepreneurial flair mixed with practical skills can turn a great idea into a booming business. Gain the business administration skills to manage an organisation or run your own business.This course focuses on job readiness, to give you the practical skills you need to operate effectively in business environments. It also gives you the chance to gain a business qualification from a leading university, without requiring the Year 12 maths prerequisites of many other business courses.As part of this course, you will develop strong business knowledge, while also building your expertise from day one in one or more business disciplines:AccountancyBusiness administration studiesEconomics and business decisionsFinance and economicsManagement practiceMarketing and communications.You will also have the opportunity to undertake an internship to put your theory into practice, and enable you to graduate with work-ready skills and practical experience for your CV.A degree from an internationally recognised business school such as Monash will make you employable across the globe. You will have a broad range of career options in fields such as accounting, economics, marketing, business management, consulting, government and health care. You can use your professional skills to work in general management and operations, or become a specialist in your chosen field.High achieving students may be eligible for selection to the Monash Business School Scholars Program.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Business Administration and Arts,Creative Arts & Design & Music,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-administration-and-arts-b2046?international=true,English,A,"Why study a double degree in Business Administration and Arts? With Business Administration, you'll gain the crucial management and administration skills required for a career in business. With Arts, you can choose from almost 40 major and minor areas of study.Business Administration and Arts is a great combination and a great option if you have a passion for both areas and want to keep your career options open. This double degree enables you to study complementary subjects to further enhance your employability, and develop core business skills that can be used in artistic arenas.This course leads to two separate degrees:the Bachelor of Business Administration, andthe Bachelor of Arts.You will gain all the benefits of each degree course and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.Your career options will depend on the combination of majors and minors that you choose, and will open up a diverse range of opportunities.Wherever your choices may lead, a degree in Business Administration and another in Arts will give you versatile and transferable skills that are relevant to a number of industries. The combination will also give you the skills that employers are looking for, such as communication, teamwork, research, critical thinking and cultural sensitivity - and you'll be able to draw on cross disciplinary perspectives to thrive in a broad range of settings.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Business Administration and Arts,Creative Arts & Design & Music,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-administration-and-arts-b2046?international=true,English,A,"Why study a double degree in Business Administration and Arts? With Business Administration, you'll gain the crucial management and administration skills required for a career in business. With Arts, you can choose from almost 40 major and minor areas of study.Business Administration and Arts is a great combination and a great option if you have a passion for both areas and want to keep your career options open. This double degree enables you to study complementary subjects to further enhance your employability, and develop core business skills that can be used in artistic arenas.This course leads to two separate degrees:the Bachelor of Business Administration, andthe Bachelor of Arts.You will gain all the benefits of each degree course and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.Your career options will depend on the combination of majors and minors that you choose, and will open up a diverse range of opportunities.Wherever your choices may lead, a degree in Business Administration and another in Arts will give you versatile and transferable skills that are relevant to a number of industries. The combination will also give you the skills that employers are looking for, such as communication, teamwork, research, critical thinking and cultural sensitivity - and you'll be able to draw on cross disciplinary perspectives to thrive in a broad range of settings.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Business Administration and Arts,Creative Arts & Design & Music,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-administration-and-arts-b2046?international=true,English,A,"Why study a double degree in Business Administration and Arts? With Business Administration, you'll gain the crucial management and administration skills required for a career in business. With Arts, you can choose from almost 40 major and minor areas of study.Business Administration and Arts is a great combination and a great option if you have a passion for both areas and want to keep your career options open. This double degree enables you to study complementary subjects to further enhance your employability, and develop core business skills that can be used in artistic arenas.This course leads to two separate degrees:the Bachelor of Business Administration, andthe Bachelor of Arts.You will gain all the benefits of each degree course and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.Your career options will depend on the combination of majors and minors that you choose, and will open up a diverse range of opportunities.Wherever your choices may lead, a degree in Business Administration and another in Arts will give you versatile and transferable skills that are relevant to a number of industries. The combination will also give you the skills that employers are looking for, such as communication, teamwork, research, critical thinking and cultural sensitivity - and you'll be able to draw on cross disciplinary perspectives to thrive in a broad range of settings.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Business Administration and Media Communication,Mass Communication & Media,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-administration-and-media-communication-b2045?international=true,English,A,"Why study Business Administration and Media Communication? With Business Administration, you'll gain crucial management and administration skills. With Media Communication, you'll develop your practical experience and build a portfolio of media communications work.Business Administration and Media Communication is a great combination and a great option if you have a passion for both areas and want to keep your career options open. This double degree enables you to study complementary subjects to further enhance your employability, and develop broad business skills and core skills in media communication, preparing your for today’s media world.This course leads to two separate degrees:the Bachelor of Business Administration, andthe Bachelor of Media Communication.You will gain all the benefits of each degree course and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.Your career options will depend on the combination of majors and minors that you choose, and will open up a diverse range of opportunities. A degree from an internationally recognised university such as Monash will make you employable across the globe. You'll learn how entrepreneurial flair mixed with practical skills can turn a great idea into a booming business. Gain the business administration and media communication skills to manage an organisation or run your own business.Wherever your choices may lead, a degree in Business Administration and another in Media Communication will give you versatile and transferable skills that are relevant to a number of industries. The combination will also give you the skills that employers are looking for, such as communication, teamwork, research, critical thinking and cultural sensitivity - and you'll be able to draw on cross disciplinary perspectives to thrive in a broad range of settingsShow more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Business Administration and Media Communication,Mass Communication & Media,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-administration-and-media-communication-b2045?international=true,English,A,"Why study Business Administration and Media Communication? With Business Administration, you'll gain crucial management and administration skills. With Media Communication, you'll develop your practical experience and build a portfolio of media communications work.Business Administration and Media Communication is a great combination and a great option if you have a passion for both areas and want to keep your career options open. This double degree enables you to study complementary subjects to further enhance your employability, and develop broad business skills and core skills in media communication, preparing your for today’s media world.This course leads to two separate degrees:the Bachelor of Business Administration, andthe Bachelor of Media Communication.You will gain all the benefits of each degree course and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.Your career options will depend on the combination of majors and minors that you choose, and will open up a diverse range of opportunities. A degree from an internationally recognised university such as Monash will make you employable across the globe. You'll learn how entrepreneurial flair mixed with practical skills can turn a great idea into a booming business. Gain the business administration and media communication skills to manage an organisation or run your own business.Wherever your choices may lead, a degree in Business Administration and another in Media Communication will give you versatile and transferable skills that are relevant to a number of industries. The combination will also give you the skills that employers are looking for, such as communication, teamwork, research, critical thinking and cultural sensitivity - and you'll be able to draw on cross disciplinary perspectives to thrive in a broad range of settingsShow more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Business and Accounting,Business & Economics,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-and-accounting-b2040?international=true,English,A,"Why study a double degree in Business and Accounting? With Business, you'll explore a broad range of business disciplines - from finance and law to statistics and management. In Accounting, you'll learn to make strategic decisions about an organisation's financial and non-financial situation.Business and Accounting is a great combination and a great option if you have a passion for both areas and want to keep your career options open. This double degree enables you to study complementary subjects to further enhance your employability, and develop broad business skills and specialist knowledge in accounting.This course leads to two separate degrees:the Bachelor of Business, andthe Bachelor of Accounting.You will gain all the benefits of each degree course and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.Your career options will depend on the combination of majors and minors that you choose, and will open up a diverse range of opportunities.Wherever your choices may lead, a degree in Business and another in Accounting will give you versatile and transferable skills that are relevant to a number of industries. The combination will also give you the skills that employers are looking for, such as communication, teamwork, research, critical thinking and cultural sensitivity - and you'll be able to draw on cross disciplinary perspectives to thrive in a broad range of settings.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Business and Arts,Creative Arts & Design & Music,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-and-arts-b2019?international=true,English,A,"Why study a double degree in Commerce and Arts? With Commerce, you'll learn how to think conceptually, solve problems analytically and use data to make informed decisions. With Arts, you can choose from almost 40 major and minor areas of study and explore your passions and career goals.Business and Arts is a great combination. By studying the two together you are opening up a world of opportunity. Business and Arts enables you to study complementary subjects to further enhance your employability, and develop core business skills that can be used in artistic arenas. It's also a great combination if you haven't decided on a career direction yet, because it gives you the best of both worlds.With this double degree course, you'll have genuine diversity of choice, with more than 50 majors and minors on offer. And your options are only as limited as your imagination.This course leads to two separate degrees:the Bachelor of Business, andthe Bachelor of Arts.You will gain all the benefits of each degree course and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.Your career options will depend on the combination of majors and minors that you choose, and will open up a diverse range of opportunities.Combine Criminology and Accounting to give you the skills to pursue a career as a forensic investigator; mix Psychology and Human Resource Management to pursue a business career that focuses on understanding how people think; or group Business Law and Theatre Studies to give you an edge in the film and entertainment industries.Wherever your choices may lead, a degree in Business and another in Arts will give you versatile and transferable skills that are relevant to any industry. The combination will also give you the skills that employers are looking for, such as communication, teamwork, research, critical thinking and cultural sensitivity - and you'll be able to draw on cross disciplinary perspectives to thrive in a broad range of settings.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Business and Banking and Finance,Business & Economics,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-and-banking-and-finance-b2035?international=true,English,A,"Why study a double degree in Business and Banking and Finance? With Business, you'll explore everything from finance and law to statistics and management. With Banking and Finance, you'll build specialist financial knowledge and complete a research project or industry internship.Business and Banking and Finance is a great combination and a great option if you have a passion for both areas and want to keep your career options open. Business and Banking and Finance enables you to study complementary subjects to further enhance your employability, and develop broad business skills and specialist knowledge in banking and finance.This course leads to two separate degrees:the Bachelor of Business, andthe Bachelor of Banking and Finance.You will gain all the benefits of each degree course and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.Your career options will depend on the combination of majors and minors that you choose, and will open up a diverse range of opportunities.Wherever your choices may lead, a degree in Business and another in Banking and Finance will give you versatile and transferable skills that are relevant to a number of industries. The combination will also give you the skills that employers are looking for, such as communication, teamwork, research, critical thinking and cultural sensitivity - and you'll be able to draw on cross disciplinary perspectives to thrive in a broad range of settings.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Business and Information Technology,Information Technology,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-and-information-technology-b2017?international=true,English,A,"Why study a double degree in Business and IT? With Business, you'll explore everything from finance and law to statistics and management. With Information Technology, you'll develop and manage IT-based systems and use computer-based technologies to solve problems. A dynamic combination.Businesses, big and small, rely on technology and information systems to operate successfully in a rapidly changing global market.Combining Business and Information Technology gives you the skills to apply business principles and knowledge across the IT sector or to assist businesses to implement new technological advances. You have the opportunity to explore areas of interest or develop new ones; or combine your majors to develop key skills.This course leads to two separate degrees:the Bachelor of Business, andthe Bachelor of Information Technology.You will gain all the benefits of each degree course and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.Together this combination gives you a variety of career opportunities. Depending on the majors you choose, you'll develop the skills to work across information technology, or use your IT skills to work for small businesses or corporations. You could:combine majors in Accounting and Software Development to create new software programs for accountantsmix Games Development and Marketing to help you develop and sell the next big video gamejoin Business Information Systems and Business Statistics to work in the growing field of data analytics.Your combination of skills could also lead to roles in project management, systems management or data analytics. The blend of Information Technology and Business will ensure you have the technical skills required in IT supported with a solid business education that will lead to a successful career.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Business and International Business,Education,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-and-international-business-b2041?international=true,English,A,"Why study a double degree in Business and International Business? With Business, you'll explore a range of business disciplines - from finance and law to statistics and management. With International Business, you'll learn the intricacies of doing business in different countries and environments.Business and International Business is a great combination and a great option if you have a passion for both areas and want to keep your career options open. This double degree enables you to study complementary subjects to further enhance your employability, and develop broad business skills and specialist knowledge in international business.This course leads to two separate degrees:the Bachelor of Business, andthe Bachelor of International Business.You will gain all the benefits of each degree course and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.Your career options will depend on the combination of majors and minors that you choose, and will open up a diverse range of opportunities.Wherever your choices may lead, a degree in Business and another in International Business will give you versatile and transferable skills that are relevant to a number of industries. The combination will also give you the skills that employers are looking for, such as communication, teamwork, research, critical thinking and cultural sensitivity - and you'll be able to draw on cross disciplinary perspectives to thrive in a broad range of settings.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Business and International Business,Education,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-and-international-business-b2041?international=true,English,A,"Why study a double degree in Business and International Business? With Business, you'll explore a range of business disciplines - from finance and law to statistics and management. With International Business, you'll learn the intricacies of doing business in different countries and environments.Business and International Business is a great combination and a great option if you have a passion for both areas and want to keep your career options open. This double degree enables you to study complementary subjects to further enhance your employability, and develop broad business skills and specialist knowledge in international business.This course leads to two separate degrees:the Bachelor of Business, andthe Bachelor of International Business.You will gain all the benefits of each degree course and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.Your career options will depend on the combination of majors and minors that you choose, and will open up a diverse range of opportunities.Wherever your choices may lead, a degree in Business and another in International Business will give you versatile and transferable skills that are relevant to a number of industries. The combination will also give you the skills that employers are looking for, such as communication, teamwork, research, critical thinking and cultural sensitivity - and you'll be able to draw on cross disciplinary perspectives to thrive in a broad range of settings.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Business and Marketing,Business & Economics,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-and-marketing-b2037?international=true,English,A,"Why study Business and Marketing? With Business, you'll explore everything from finance to management. With Marketing, you'll explore social media, advertising, consumer and buyer behaviour, campaign planning, market research, strategy, data analysis, branding and digital marketing.Business and Marketing is a great combination and a great option if you have a passion for both areas and want to keep your career options open. This double degree enables you to study complementary subjects to further enhance your employability, and develop broad business skills and specialist knowledge in marketing.This course leads to two separate degrees:the Bachelor of Business, andthe Bachelor of Marketing.You will gain all the benefits of each degree course and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.Your career options will depend on the combination of majors and minors that you choose, and will open up a diverse range of opportunities.Wherever your choices may lead, a degree in Business and another in Marketing will give you versatile and transferable skills that are relevant to a number of industries. The combination will also give you the skills that employers are looking for, such as communication, teamwork, research, critical thinking and cultural sensitivity - and you'll be able to draw on cross disciplinary perspectives to thrive in a broad range of settings.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Business and Media Communication,Mass Communication & Media,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/business-and-media-communication-b2028?international=true,English,A,"Why study Business and Media Communication? With Business, you'll explore a broad range of business disciplines - from finance and law to statistics and management. With Media Communication, you'll develop your practical experience and build a portfolio of media communication work.This double degree in business and media communication will give you broad business knowledge, specialised communications skills and the ability to work across a number of industries. It's also great combination if you're wanting comprehensive knowledge in both fields, as well as an edge in the competitive world of media and business.You'll develop core business skills that can be used in the media industry, and you will also establish a strategic and critical understanding of written, visual and audio communication - and how to apply these skills - in the field of business. By studying complementary subjects, you'll also build on your entrepreneurial expertise and gain practical skills to prepare you for the workplace. With 15 majors on offer, not only will you have plenty of flexibility and choice, but also a world of opportunity ahead of you.Your career options will depend on the combination of majors and minors that you choose, and will open up a diverse range of opportunities.Wherever your choices may lead, a degree in Business and another in Media Communication will give you versatile and transferable skills that are relevant to a number of industries. The combination will also give you the skills that employers are looking for, such as communication, teamwork, research, critical thinking and cultural sensitivity - and you'll be able to draw on cross disciplinary perspectives to thrive in a broad range of settings.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Commerce,Business & Economics,"45,000",,AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/commerce-b2001?international=true,English,A,"Commerce is an integral part of society. The Bachelor of Commerce explores how our desire to trade what we have for what we want has shaped how people and nations have interacted for millennia, and how global trade and digital disruption are fundamentally changing commerce in society.Join the brilliant minds of the commercial world.If you're a clever thinker who likes to find solutions to problems and consider ideas in abstract ways, Commerce will teach you to apply your thinking in a commercial capacity to influence change.Commerce is integral to all facets of the economy. It encompasses the diverse and rapidly changing activities of the world, including decision-making, leadership, innovation and policy development.In this course you will develop broad commercial knowledge and acquire expertise in a particular discipline, while also developing the capacity to drive change in the future. With 11 majors to choose from and 12 double-degree options on offer, you will have genuine depth and diversity of choice at Monash.Comprehensive and flexible, the Bachelor of Commerce offers you a range of options to help develop the skills you'll need to thrive in the commercial world. If you're looking for a course that provides you with the space to develop your interests and explore new horizons, this is it.Enhance your learning experience at Monash through a range of co-curricular activities that develop your critical thinking, communication and negotiation skills. These activities also increase your employment opportunities through:Internships with leading companies and brands.International exchange programs with one of our 150 partner universities across the world.Leadership and professional development programs.Networking opportunities with business leaders.A degree from an internationally recognised business school such as Monash will make you employable across the globe. It gives you a broad range of career options in fields as diverse as finance, economics, marketing, consulting, information technology, government, health care and more.You can use your professional skills to work in or manage an organisation, or apply your analytical abilities to initiate change and make business better. Depending on the major(s) you choose, you could work across any industry in either the corporate or public sectors, or the professions. High achieving students will be eligible for entry to the Monash Business School Scholars Program.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
