Country,Duration_Time,City,Part_Time,Description,Course,Level_Code,Website,Prerequisite_2_grade_2,Course_Lang,Remarks,Currency,Full_Time,Career_Outcomes/path,Online,Availability,Currency_Time,Prerequisite_2,Prerequisite_1,Distance,Blended,Duration,Prerequisite_3,Prerequisite_1_grade_1,Local_Fees,Offline,Prerequisite_3_grade_3,Faculty,University,Int_Fees,Face_to_Face
Australia,Years,Melbourne,No,"This course is an ideal route to internationally recognised professional careers in accounting and finance, and prepares you to take the next step in your career in finance, banking and accounting. The curriculum builds on a broad foundation of study in economics, accounting and finance, management, marketing and statistics. And equips you with the knowledge and training you need to specialise in areas such as auditing, costing, investigative accounting, taxation, financial advice, funds management, investment analytics, management consulting and more.La Trobe's accounting and finance subjects are ranked in the Top 7 per cent in the world (QS world university rankings by subject 2015) and we’re among the top three universities in Victoria for research in accounting, auditing and accountability, banking, finance and investment (Excellence in Research for Australia, 2015). This expertise informs and enhances the content of our courses and our teaching.   The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Financial Analysis/Master of Professional Accounting,MST,https://www.latrobe.edu.au/courses/master-of-financial-analysis-master-of-professional-accounting,,English,,AUD,No,"High level finance, accounting and banking skills are keenly sought after by employers around the world, and graduates of our program can expect to move into a diverse range of roles in accounting, banking and investment analysis.",,,Years,,,No,No,3.0, ,,,Yes,,Business and commerce,La Trobe University,38800,Yes
Australia,Years,Melbourne,No,"Take your business career to the global stage.As international markets grow and change, business leaders with international expertise are in increasingly high demand. La Trobe's Master of International Business gives you the skills and knowledge needed by industries competing in an international environment. Cover key aspects of economics, management, marketing, accounting and finance from an international perspective. Graduate ready for a range of careers in multinational corporations, international organisations and governmental agencies.You'll have opportunities to connect with industry, both in the classroom and in the field. You'll also be able to take your study global by completing part of your degree overseas.You'll learn:How businesses operate within a global contextBusiness success depends on a multitude of factors. Understanding these factors in a global environment is essential to your career in international business.1Strategies of multinational corporationsBecome familiar with the practices used by multinational corporations to achieve their social, operational and financial goals.MarketingRefine your skills and knowledge in marketing so you can operate more effectively in a rapidly changing global business environment.Human resource managementKnowing how to motivate and manage people in multicultural environments is a key component of working in businesses that operate across borders.1 Subject to eligibility criteria. Applicable once COVID-19 travel restrictions lift.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of International Business,MST,https://www.latrobe.edu.au/courses/master-of-international-business,,English,,AUD,No,"Global business development manager Partner with multidisciplinary teams around the world to deliver outcomes for business and strategy delivery. Report to management and liaise with stakeholders such as legal teams, distributors and customs agencies.Global sales managerUndertake commercial analysis and financial modelling, supervise contract agreements through to completion, conduct reviews and formulate exit strategies. International HR adviserWork closely with management to provide HR advice and play a key role in international workforce recruitment.",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,38600,Yes
Australia,Years,City,No,"Steer your career into the fast lane.As the business world becomes more complex, employers are looking for business leaders with savvy people skills and a keen understanding of contemporary business practice.To help accelerate your career, we've designed our Master of Management to give you a grounding in business and management foundations, while offering a wide range of electives to help you achieve your career goals. Covering a wide range of technical and emerging business topics, from strategic management to agile leadership, it'll allow you to work across a wide range of sectors and develop your skills as a business leader and digital disruptor.Gain real-world experience through an optional industry placement.1 Learn from industry leaders and benefit from our associations with ANZ, PricewaterhouseCoopers (PwC), Deloitte, Australia Post, Melbourne City FC, Victorian Auditor General's Office and more.You'll learn: Business foundations  Understand the core concepts of business, including strategy, marketing, human resources management, statistics, economics, accounting and finance.   Management theory  Understand what it takes to be a successful manager through theory and practice.   Sustainable management  Understand how to create sustainable value in contemporary organisations.   Diverse electives and specialisations  Choose from a wide range of electives, including business analytics, strategic management, entrepreneurship, innovation and change management.  1Eligibility criteria apply.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Management,MST,https://www.latrobe.edu.au/courses/master-of-management,,English,,AUD,No," Human resources manager  Be closely involved with recruitment, training, development and workforce planning. Manage stakeholders at all levels, resolve conflict and contribute to the smooth functioning of an organisation.   Project manager  Lead and manage the delivery of projects for your organisation. Develop and implement project plans, manage stakeholders, suggest improvements to operations and provide strategic advice to your employers.   Marketing manager  Prepare, develop and oversee the implementation of marketing plans and strategy. Brief and manage stakeholders, staff and designers and engage with upper management to meet business objectives.   Business development manager  Develop and manage the portfolio of key business relationships for your employer. Manage stakeholders, liaise with management and think strategically and creatively to deliver business outcomes.  ",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,38400,Yes
Australia,Years,City,No,"Gain a competitive advantage in business.Business is constantly evolving. Globalisation, digital innovation, data analytics and the Internet of Things have opened up a world of new opportunities. Every aspect of business can be transformed and optimised.La Trobe's Master of Management (Entrepreneurship and Innovation) gives you the skills to create smart business opportunities and drive innovation across a range of business settings. Learn how to develop innovative business plans, manage entrepreneurial activities and create sustainable business ventures.You'll learn:Management theory and practiceExamine the major characteristics of organisational structure and its importance to efficient business operation.EntrepreneurshipLearn about entrepreneurial ventures, processes and opportunity evaluation tools.Innovation managementLearn the strategies and processes that underlie successful business innovation.Strategic managementUnderstand how managers develop and implement strategies in diverse organisational contexts.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Management (Entrepreneurship and Innovation),MST,https://www.latrobe.edu.au/courses/master-of-management-entrepreneurship-and-innovation,,English,,AUD,No,"Business managerOversee company operations, produce and implement plans, manage people and organise workflows.Business consultantProvide professional advice across business operations and management. Analyse weaknesses and recommend effective solutions.Research and development managerInvestigate technology, product and concept development opportunities for organisations.",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,38400,Yes
Australia,Years,City,No,"Steer businesses to success. Become a HR manager.Human resources managers are essential to the running of global businesses. They help create a work culture where staff are happy, dedicated and performing to their fullest potential. La Trobe's Master of Management (Human Resource Management) gives you the industry-relevant knowledge and skills to effectively manage employees within an organisation. Learn how to plan and implement HR policies across corporate, government and not-for-profit sectors.Study in a flexible, multidisciplinary environment that lets you tailor your studies to your career interests. Graduate ready to become a sought-after HR professional.You'll learn:Management theory and practiceExamine the major characteristics of organisational structure and its importance to efficient business operation.Economics Learn a variety of economic concepts and how they can be applied in real-world business and policymaking.Global human resource managementExplore the complexities of managing people in a global business context.Strategic managementUnderstand how managers develop and implement strategies in diverse organisational contexts.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Management (Human Resource Management),MST,https://www.latrobe.edu.au/courses/master-of-management-human-resource-management,,English,,AUD,No,"HR managerPlan and coordinate HR policies and activities, and oversee the recruitment of new staff.HR analystIdentify and solve HR related issues and ensure these adhere to the business' policies and objectives. Change management consultantImplement new concepts within a business and help improve the efficiency and productivity of its operations. ",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,38400,Yes
Australia,Years,Bendigo,No,"Are you ready for a dynamic career?The world is getting more complex. It's getting more crowded. And it's evolving.As companies and governments continue to grow, they need people like you. They need clever minds to organise, plan and communicate. People who love to succeed.With a focus on practical skills, our Master of Management (Project Management) offers a grounding in project management foundations to help you grow your career. Covering a wide range of technical and emerging business topics, from sustainable management to agile leadership, it allows you to specialise in project management and develop your skills as a business leader and digital disruptor.Project managers are in high demand. According to the Project Management Institute, employers around the world will need 87.7 million people working in project management by 2027. In Australia, there were around 475,000 project management roles in 2017. This is expected to increase to around 575,000 by 2027.*Gain real-world experience and take on an industry placement. Learn from industry leaders, with guest lecturers from organisations like Australian Institute of Project Management (AIPM), Bupa and Olympus.Your new career is waiting. Are you ready?You'll learn:Business and management foundationsUnderstand the core concepts of business and management, including strategy, marketing, human resources management, statistics, economics, accounting and finance.Advanced project managementLearn key project-management concepts, including PMBOK, Prince 2 and Agile. Understand procurement and supply chain management, explore international contexts, and learn how to lead projects and deliver results in a wide variety of sectors and markets.Digital disruptionUnderstand how to harness and leverage the power of project management software and other digital technologies. Understand how real projects run and learn how to manage complex projects.Diverse electives and specialisationsChoose from a wide range of electives, including business analytics, supply chain and logistics, entrepreneurship, innovation and sport management.* Project Management Institute (PMI), 2017, Project Management Job Growth and Talent Gap 2017–2027The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Management (Project Management),MST,https://www.latrobe.edu.au/courses/master-of-management-project-management,,English,,AUD,No,"IT project managerLead teams to deliver software solutions on time and within budget.Marketing project managerImplement marketing campaigns, develop media plans and rollout product strategies.Engineering project managerMaintain and improve safety, improve efficiencies and mitigate risks.Construction, infrastructure and logistics project managerManage multiple workflows across complex areas.",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,38400,Yes
Australia,Years,City,No,"Are you ready for a dynamic career?The world is getting more complex. It's getting more crowded. And it's evolving.As companies and governments continue to grow, they need people like you. They need clever minds to organise, plan and communicate. People who love to succeed.With a focus on practical skills, our Master of Management (Project Management) offers a grounding in project management foundations to help you grow your career. Covering a wide range of technical and emerging business topics, from sustainable management to agile leadership, it allows you to specialise in project management and develop your skills as a business leader and digital disruptor.Project managers are in high demand. According to the Project Management Institute, employers around the world will need 87.7 million people working in project management by 2027. In Australia, there were around 475,000 project management roles in 2017. This is expected to increase to around 575,000 by 2027.*Gain real-world experience and take on an industry placement. Learn from industry leaders, with guest lecturers from organisations like Australian Institute of Project Management (AIPM), Bupa and Olympus.Your new career is waiting. Are you ready?You'll learn:Business and management foundationsUnderstand the core concepts of business and management, including strategy, marketing, human resources management, statistics, economics, accounting and finance.Advanced project managementLearn key project-management concepts, including PMBOK, Prince 2 and Agile. Understand procurement and supply chain management, explore international contexts, and learn how to lead projects and deliver results in a wide variety of sectors and markets.Digital disruptionUnderstand how to harness and leverage the power of project management software and other digital technologies. Understand how real projects run and learn how to manage complex projects.Diverse electives and specialisationsChoose from a wide range of electives, including business analytics, supply chain and logistics, entrepreneurship, innovation and sport management.* Project Management Institute (PMI), 2017, Project Management Job Growth and Talent Gap 2017–2027The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Management (Project Management),MST,https://www.latrobe.edu.au/courses/master-of-management-project-management,,English,,AUD,No,"IT project managerLead teams to deliver software solutions on time and within budget.Marketing project managerImplement marketing campaigns, develop media plans and rollout product strategies.Engineering project managerMaintain and improve safety, improve efficiencies and mitigate risks.Construction, infrastructure and logistics project managerManage multiple workflows across complex areas.",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,38400,Yes
Australia,Years,City,No,"Be a part of the future of sport.Sport is a global, evolving industry. Launching a career in sport requires specialised business knowledge plus a deep understanding of how professional teams operate. Not to forget, how to manage the media and sport consumers. La Trobe's Master of Management (Sport Management) is an industry-focused degree for those looking to launch a career in sport or take their sport management skills to the next level.You'll develop the skills and business insight needed to organise, manage and promote sport at all levels. Through our strong industry connections in business and sport, you'll also gain practical insights into sport management with guest lectures from key players in the sport industry.You'll learn:Sport leadership and governanceGain an understanding of the leadership and governance trends and issues impacting local, national and international sport organisations.Sustainable management and marketingLearn what it takes to be a successful manager and overcome the influence of challenging workplace environments.Economics, business and financeAdvance your knowledge and skills in modern accounting techniques and practice.Law and risk management Help athletes get the most out their careers by learning how to manage legal issues and critically analyse the role of law in sport.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Management (Sport Management),MST,https://www.latrobe.edu.au/courses/master-of-management-sport-management,,English,,AUD,No,"Executive managerBe the face of your sport or sporting club. Develop strategy, increase the profile of your sport and foster a positive organisational culture.Sports managerManage and deliver sport competitions, identify marketing opportunities and find ways to increase funding and participation.Sports coordinatorDevelop, implement and improve sports programs for your organisation.",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,38400,Yes
Australia,Years,City,No,"Make a smart career move into supply chain and logistics.The COVID-19 pandemic was a wake-up call, exposing the fragility and inefficiency of supply chain and logistical systems. Supply chain professionals have proven what influential roles they play in the survival and success of businesses. To gain a competitive edge, businesses are sure to invest into transforming their logistics and supply chain systems – opening up a range of career opportunities in different industries.La Trobe's Master of Management (Supply Chain and Logistics) gives you the career-ready expertise to create and maintain supply chain and logistics efficiency. You'll also enhance your business and management skills through foundation subjects and industry-relevant elective options, including a Work Integrated Learning (WIL) placement elective in your second year.You'll gain a complete picture of the end-to-end supply chains that deliver the flow of goods and services from their point of origin to their final delivery to the consumer. Learn how visualisation and optimisation techniques enables supply chain leaders to mitigate risks and enhance their supply chain performance. Then graduate with the hands-on skills and experience to become a successful supply chain and logistics manager in the evolving global business economy.You'll learn: Supply chain and logistics principles  Learn about the fundamental logistics and supply chain management concepts in a range of business and project contexts.   Data analytics and quantitative decision-making  Learn how to employ the analytical methods and visualisation and optimisation techniques to effectively analyse supply chain data, extract actionable knowledge and make decisions.   Service operations management  Acquire a set of distinctive skills to effectively design and manage service operations and supply chains in a variety of service industry sectors.   Emerging trends and innovations  Explore the latest technological advancements and emerging trends in logistics and supply chain management.  The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Management (Supply Chain and Logistics),MST,https://www.latrobe.edu.au/courses/master-of-management-supply-chain-and-logistics,,English,,AUD,No," Supply, demand and distribution planner  Ensure businesses receive the materials and supplies they need. Plan, monitor and improve the performance of supply chains.   Transport, warehouse, logistics and supply chain manager  Use your knowledge of supply chains to manage the storage, material handling, transportation and distribution of goods.   Procurement, supply chain and logistics analyst  Employ your analytical skills and theoretical knowledge to analyse complex supply chain and logistics problems.   International trade import or export coordinator  Help businesses and government bodies with the shipping and receiving of products.  ",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,38400,Yes
Australia,Years,Melbourne,No,"Become a marketing leader. How can someone buy your product or enlist your service, if they don't know it exists?In our busy world, the ability to connect and engage is becoming more vital than ever. To help you develop these highly valued skills, we've designed our Master of Marketing to give you powerful marketing knowledge and business experience, based on contemporary best practice and backed by research in the digital era. Understand how to leverage the latest digital technology and develop an advanced specialisation in business analytics or research.Learn from industry experts, using real-world scenarios. You'll also have the opportunity for a voluntary internship with leading organisations, where you'll get hand-on experience and develop your industry connections.1You'll learn:  Marketing management  Learn the key components of marketing management, planning and strategy formulation.    Customer relationship management (CRM)  Understand the practices, strategies and technologies that companies use to manage, analyse and leverage customer data.    Digital marketing  Explore and implement the most up-to-date strategies for social media, search and mobile marketing.    Customer experience design  Learn how customers interact with products, brands and services across different marketing channels.    Market research  Examine the role and scope of market research activities within national and international marketing companies.    Social media marketing and strategy  Examine how firms capitalise on social media and digital marketing from a strategic and practical perspective.  1 Eligibility criteria apply.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Marketing,MST,https://www.latrobe.edu.au/courses/master-of-marketing,,English,,AUD,No,"Consumer specialistImprove customer service and work to address customer concerns.Digital marketing managerSupervise marketing teams in the planning and execution of digital marketing campaigns.SEO managerUse search engine optimisation (SEO) to run effective campaigns and optimise websites.Social media marketing managerOversee an organisation's social media strategy, increasing brand awareness and sales.Media buyerOversee the placement of advertisements on radio, television, print and digital.",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,37400,Yes
Australia,Years,City,No,"Become a marketing leader. How can someone buy your product or enlist your service, if they don't know it exists?In our busy world, the ability to connect and engage is becoming more vital than ever. To help you develop these highly valued skills, we've designed our Master of Marketing to give you powerful marketing knowledge and business experience, based on contemporary best practice and backed by research in the digital era. Understand how to leverage the latest digital technology and develop an advanced specialisation in business analytics or research.Learn from industry experts, using real-world scenarios. You'll also have the opportunity for a voluntary internship with leading organisations, where you'll get hand-on experience and develop your industry connections.1You'll learn:  Marketing management  Learn the key components of marketing management, planning and strategy formulation.    Customer relationship management (CRM)  Understand the practices, strategies and technologies that companies use to manage, analyse and leverage customer data.    Digital marketing  Explore and implement the most up-to-date strategies for social media, search and mobile marketing.    Customer experience design  Learn how customers interact with products, brands and services across different marketing channels.    Market research  Examine the role and scope of market research activities within national and international marketing companies.    Social media marketing and strategy  Examine how firms capitalise on social media and digital marketing from a strategic and practical perspective.  1 Eligibility criteria apply.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Marketing,MST,https://www.latrobe.edu.au/courses/master-of-marketing,,English,,AUD,No,"Consumer specialistImprove customer service and work to address customer concerns.Digital marketing managerSupervise marketing teams in the planning and execution of digital marketing campaigns.SEO managerUse search engine optimisation (SEO) to run effective campaigns and optimise websites.Social media marketing managerOversee an organisation's social media strategy, increasing brand awareness and sales.Media buyerOversee the placement of advertisements on radio, television, print and digital.",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,37400,Yes
Australia,Years,Melbourne,No,"Count yourself in. Become invaluable to businesses around the world.The saying goes, you need an accountant to start a business, run a business and, finally, wrap it up.With this in mind, we've carefully designed our Master of Professional Accounting to give you a solid foundation in every aspect of accounting, including accounting information systems, finance, taxation, auditing and law. You can also specialise through a range of electives in business analytics, information systems management and finance.It's an ideal course if you have an undergraduate degree without an accounting major and want to expand your horizons.The Master of Professional Accounting is accredited by Chartered Accountants Australia and New Zealand (CAANZ), CPA Australia and, on the Melbourne and Bendigo Campuses, by the Chartered Institute of Management Accountants (CIMA) 1.You'll learn:Financial and management accountingRecognise and apply the accounting principles that govern the preparation, presentation and communication of accounting information. Learn how to use accounting software to record business transactions.Company and commercial lawExplore the core principles of contract law, consumer protection and the law of negligence. Understand how to work with different business structures. AuditingUnderstand concepts involved in the auditing process and integrate them with practical applications.TaxExamine Commonwealth income tax legislation and the implications of income tax on individuals and businesses.Economics and financeLearn a variety of economic concepts and how to apply them in business and policy-making.1 Students must complete specific subjects to graduate with the CAANZ accredited qualification. Please refer to the La Trobe University Handbook for further details.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Professional Accounting,MST,https://www.latrobe.edu.au/courses/master-of-professional-accounting,,English,,AUD,No,"Financial accountantManage accounting records, financial statements and tax returns for individuals, companies, trusts and super funds.Tax accountantExamine taxes owed and prepare tax returns that comply with reporting and payment requirements.Financial managerProvide management with financial advice and formulate business and budget plans.Forensic accountantPerform forensic analysis on financial data and identify potential fraud or business revenue loss.Business analystUnderstand how businesses run and use data to solve problems and improve processes.",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,37200,Yes
Australia,Years,Bendigo,No,"Count yourself in. Become invaluable to businesses around the world.The saying goes, you need an accountant to start a business, run a business and, finally, wrap it up.With this in mind, we've carefully designed our Master of Professional Accounting to give you a solid foundation in every aspect of accounting, including accounting information systems, finance, taxation, auditing and law. You can also specialise through a range of electives in business analytics, information systems management and finance.It's an ideal course if you have an undergraduate degree without an accounting major and want to expand your horizons.The Master of Professional Accounting is accredited by Chartered Accountants Australia and New Zealand (CAANZ), CPA Australia and, on the Melbourne and Bendigo Campuses, by the Chartered Institute of Management Accountants (CIMA) 1.You'll learn:Financial and management accountingRecognise and apply the accounting principles that govern the preparation, presentation and communication of accounting information. Learn how to use accounting software to record business transactions.Company and commercial lawExplore the core principles of contract law, consumer protection and the law of negligence. Understand how to work with different business structures. AuditingUnderstand concepts involved in the auditing process and integrate them with practical applications.TaxExamine Commonwealth income tax legislation and the implications of income tax on individuals and businesses.Economics and financeLearn a variety of economic concepts and how to apply them in business and policy-making.1 Students must complete specific subjects to graduate with the CAANZ accredited qualification. Please refer to the La Trobe University Handbook for further details.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Professional Accounting,MST,https://www.latrobe.edu.au/courses/master-of-professional-accounting,,English,,AUD,No,"Financial accountantManage accounting records, financial statements and tax returns for individuals, companies, trusts and super funds.Tax accountantExamine taxes owed and prepare tax returns that comply with reporting and payment requirements.Financial managerProvide management with financial advice and formulate business and budget plans.Forensic accountantPerform forensic analysis on financial data and identify potential fraud or business revenue loss.Business analystUnderstand how businesses run and use data to solve problems and improve processes.",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,37200,Yes
Australia,Years,Melbourne,No,"Your career in IT is waiting. With digital disruption rapidly transforming many aspects of our personal and professional lives, IT professionals are in demand in Australia and globally.If you're keen to take the first step towards a career in IT, our Undergraduate Certificate in Information Technology (IT) could be your foundation for success.This course gives you important base knowledge in computer hardware, programming, software, data communications, security and computer networks. You'll also be equipped with work ready transferable skills sought by employers – such as how to solve problems, work in teams and communicate effectively.Get the basics to kick off your career in the sector. Or, use the knowledge and skills gained through the Undergraduate Certificate to pathway into a La Trobe Bachelor of Information Technology and boost your employment opportunities further.1You'll learn through flexible online subjects that give you the skills to achieve your goals. We'll be with you every step of the way, helping you through enrolment, answering questions and explaining your options for further study.You'll learn: Communicating with numbers  Discover scientific notation, significant figures and the laws of index and logarithms. Use these skills to manage very small and very large numbers in different contexts.  Foundational data analysis  Learn about the importance of statistics and develop your ability to analyse and evaluate data.  Writing, reasoning and presenting  Develop your writing, problem-solving and presentation skills. Learn how to communicate complex ideas and think critically.  Digital literacy  Discover how to source information, communicate, collaborate and manage your own digital footprint when you use technology.  Professional culture and identity   Maximise your career potential. Recognise your transferable skills and discover how to communicate your abilities to potential employers.  Information technology  Choose between fascinating elective subjects in IT. Learn the fundamental principles of computer systems around the world. Or examine key concepts including hardware, software, file management and networks, and object-orientated programming. 1 Gaining credit is subject to meeting the academic requirements of the course.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 5.",Master of Professional Accounting (Business Analytics),MST,https://www.latrobe.edu.au/courses/master-of-professional-accounting-business-analytics,,English,,AUD,No,"Management accountantManage accounting records, financial statements and tax returns for individuals, companies, trusts and super funds. Provide financial advice and formulate business plans.AuditorEnsure businesses comply with internal control procedures and legal standards.Tax accountantExamine taxes owed and prepare tax returns that comply with reporting and payment requirements.Business analystUnderstand how businesses run and use data to solve problems and improve processes.Customer analytics specialistUse data analytics to develop marketing strategies and optimise business processes.",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,37200,Yes
Australia,Years,Melbourne,No,"Power up your accounting knowledge.IT systems can make or break a business. When you understand the real bones of an organisation, and can combine your knowledge with financial analysis, you can create powerful change.To give you these important skills, we've designed our Master of Professional Accounting (Information Systems Management) to give you a solid foundation in every aspect of accounting, including finance, taxation, auditing and law. You'll also develop a specialty through a range of information systems management subjects, which are designed to give you an insightful understanding of core business systems. You'll use problem-solving techniques to explore core business needs.This course is perfect if you have an undergraduate degree without an accounting major and want to hone your accounting and business skills.The Master of Professional Accounting is accredited by Chartered Accountants Australia and New Zealand (CAANZ), CPA Australia and the Chartered Institute of Management Accountants (CIMA) 1.You'll learn:Financial and management accountingRecognise and apply the accounting principles that govern the preparation, presentation and communication of accounting information. Learn how to use accounting software to record business transactions.Information systems managementUnderstand how IT systems can transform a business. Learn how to design quality systems and improve business processes. Company and commercial lawExplore the core principles of contract law, consumer protection and the law of negligence. Understand how to work with different business structures. AuditingUnderstand concepts involved in the auditing process and integrate them with practical applications.TaxExamine Commonwealth income tax legislation and the implications of income tax on individuals and businesses.Economics and financeLearn a variety of economic concepts and how to apply them in business and policy-making.1 Students must complete specific subjects to graduate with the CAANZ accredited qualification. Please refer to the La Trobe University Handbook for further details.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Professional Accounting (Information Systems Management),MST,https://www.latrobe.edu.au/courses/master-of-professional-accounting-information-systems-management,,English,,AUD,No,"Systems analystAnalyse how businesses' software, hardware and IT systems meet their needs. Write requirements for new systems and monitor their effectiveness.Business analystUnderstand how businesses run and use data to solve problems and improve processes.Customer analytics specialistUse data analytics to develop marketing strategies and optimise business processes.Management accountantManage accounting records, financial statements and tax returns for individuals, companies, trusts and super funds. Provide financial advice and formulate business plans.AuditorEnsure businesses comply with internal control procedures and legal standards.Tax accountantExamine taxes owed and prepare tax returns that comply with reporting and payment requirements.",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,37200,Yes
Australia,Years,City,No,"The evolution of digital media has revolutionised the communication industry. The relationship between the public, an organisation and its stakeholders can no longer be managed by one person, through one medium. Launching a communication career today requires a new range of specialised skills, and La Trobe's Master of Strategic Communication has been designed to meet fast changing industry needs.Develop essential communication skills with core subjects in strategy, media relations and issues management. Balancing work and study is easy with classes held at our City campus on evenings and weekends. 1Experience the world of strategic communication first-hand through Work Integrated Learning (WIL). Create media industry contracts with an internship, or   work directly with clients in La Trobe's Strategic Communication Agency.2You'll learn:Political and government communicationDiscover the vital role communication plays in the government sector to influence public opinion.Communication production and deliveryLearn how communication is delivered in the digital era by examining social media, community relations and more.Modern management and businessDevelop skills to take the lead within an organisation or launch your own business.Research applications in strategic communicationGain an understanding of how research underpins campaigns.1 Eligibility criteria applies for the Internship and Strategic Communication Agency WIL options.2 Weekend classes are only available for core subjects.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Strategic Communication,MST,https://www.latrobe.edu.au/courses/master-of-strategic-communication,,English,,AUD,Yes,"Government relations advisorHelp organisations manage their relations with government and improve their lobbying.Public relations officerManage the public image of organisations by handling media inquiries, create a positive relationship with all sections of the public.Social researcherResearch real world issues to create effective campaigns.",,,Years,,,No,No,2.0, ,,,Yes,,Business and commerce,La Trobe University,32800,Yes
Australia,Years,Melbourne,No,"This program focuses on research across the concerns related to language in applied contexts. It is available by coursework, a combination of coursework and a minor thesis, or by research. Majors include Teaching English to Speakers of Other Languages (TESOL), Languages Other than English (LOTE) teaching, and intercultural communication.This is a teacher development course and is appropriate if you’re teaching at any level. It will add a specialist qualification or lead to further study opportunities in the broad field of education or applied linguistics.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Applied Linguistics ,MST,https://www.latrobe.edu.au/courses/master-of-applied-linguistics,,English,,AUD,No,"Graduates can find roles in the planning, administration and delivery of language and literacy programs, and will be qualified to undertake applied research relevant to their professional responsibilities and interests. Typical graduate roles include tutor, lecturer, ESL (English as a Second Language) teacher and applied linguistics curriculum coordinator.",,,Years,,,No,No,2.0, ,,,Yes,,Education and teaching,La Trobe University,32600,Yes
Australia,Years,Melbourne,No,"Learn how to make a difference in education.La Trobe's Master of Education helps you explore issues related to education for social justice, communication for educational purposes and the issues involved in designing diverse educational programs. You'll learn:Key issues in educationLearn about the issues shaping how, why, where and for whom educational programs are designed.MotivationsUnderstand the reasons behind different ways of thinking and acting in education. Cultural contextsAppreciate the diverse people and skill sets involved in education around the world.ResearchBecome familiar with understanding and conducting educational research.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Education,MST,https://www.latrobe.edu.au/courses/master-of-education,,English,,AUD,No,"Lead teacherTeach in the classroom, lead your department, manage students and stakeholders. Contribute to a positive environment, design curriculum and deliver top quality learning outcomes for your students.Adult educatorProvide adult learners with the essential knowledge and skills they need to improve their lives. Design and implement curriculum, liaise with management and deliver high quality learning outcomes.Learning designerUse strategic thinking to lead the design and implementation of educational programs.Project managerBe responsible for the oversight and delivery of projects related to education.University lecturer or tutorUse your knowledge and experience to provide invaluable guidance to students on their journey to becoming competent, professional and well-rounded educators.",,,Years,,,No,No,2.0, ,,,Yes,,Education and teaching,La Trobe University,33400,Yes
