Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
CERTII,Chisholm Institute,Melbourne,Certificate II In Plumbing (Pre-apprenticeship),,N/A,0,AUD,Years,10.0,Weeks,Yes,No,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-ii/plumbing-preapprenticeship,English,D,"When you complete the Certificate II in Plumbing, you’ll be able to work on a broad range of plumbing jobs with confidence.You’ll learn practical skills in areas such as plan interpretation, plumbing measurements and calculations, basic levelling procedures, pipe fabrication, basic welding, and workplace safety.TIMETABLEDandenong: Monday, Tuesday, Wednesday, Thursday 7.30am - 4.15pm Berwick TEC: Four weekdays 8am - 4.45pm.Course is delivered face-to-face on campus.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","apprentice plumber, registered plumber, Licensed Plumber",Australia,No,Yes,No,Yes,No,,Normal,Yes,BSBWRT301,Write simple documents,,VU21799,"Use plumbing pipes, fittings and fixtures to simulate plumbing installations",,VU21798,Use basic power tools,,CPCCOHS1001A,Work safely in the construction industry,,VU21791,Fabricate simple plumbing pipe systems,,VU21797,Use basic plumbing hand tools,,VU21789,Apply basic sheet metal practices,,CPCCCM1015A,Carry out measurements and calculations,,CPCCOHS2001A,"Apply OHS requirements, policies and procedures in the construction industry",,CPCPCM2039A,Carry out interactive workplace communication,,HLTAID002,Provide basic emergency life support,,CPCCCM2001A,Read and interpret plans and specifications,,VU21793,Perform basic oxy-acetylene welding and cutting,,VU21792,Identify career pathways in the plumbing industry,,VU21795,Use and apply basic levelling equipment for plumbing,,VU21790,Cut and penetrate building materials and structures,,VU21794,Prepare to work in the plumbing industry,,CUVACD303A,Produce technical drawings,,VU21796,Use basic electric welding equipment and techniques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTII,Chisholm Institute,Melbourne,Certificate II In Plumbing (Pre-apprenticeship),,N/A,0,AUD,Years,10.0,Weeks,Yes,No,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-ii/plumbing-preapprenticeship,English,D,"When you complete the Certificate II in Plumbing, you’ll be able to work on a broad range of plumbing jobs with confidence.You’ll learn practical skills in areas such as plan interpretation, plumbing measurements and calculations, basic levelling procedures, pipe fabrication, basic welding, and workplace safety.TIMETABLEDandenong: Monday, Tuesday, Wednesday, Thursday 7.30am - 4.15pm Berwick TEC: Four weekdays 8am - 4.45pm.Course is delivered face-to-face on campus.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","apprentice plumber, registered plumber, Licensed Plumber",Australia,No,Yes,No,Yes,No,,Normal,Yes,BSBWRT301,Write simple documents,,VU21799,"Use plumbing pipes, fittings and fixtures to simulate plumbing installations",,VU21798,Use basic power tools,,CPCCOHS1001A,Work safely in the construction industry,,VU21791,Fabricate simple plumbing pipe systems,,VU21797,Use basic plumbing hand tools,,VU21789,Apply basic sheet metal practices,,CPCCCM1015A,Carry out measurements and calculations,,CPCCOHS2001A,"Apply OHS requirements, policies and procedures in the construction industry",,CPCPCM2039A,Carry out interactive workplace communication,,HLTAID002,Provide basic emergency life support,,CPCCCM2001A,Read and interpret plans and specifications,,VU21793,Perform basic oxy-acetylene welding and cutting,,VU21792,Identify career pathways in the plumbing industry,,VU21795,Use and apply basic levelling equipment for plumbing,,VU21790,Cut and penetrate building materials and structures,,VU21794,Prepare to work in the plumbing industry,,CUVACD303A,Produce technical drawings,,VU21796,Use basic electric welding equipment and techniques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Chisholm Institute,Melbourne,Certificate III In Plumbing,,N/A,35368,AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iii/plumbing,English,D,"When you complete the Certificate III in Plumbing, you’ll have the skills required to carry out a range of plumbing tasks with confidence. You’ll gain hands-on experience in areas such as installation of air conditioning, sprinkler and gas piping systems, welding, blockage clearance, pipe fabrication, plan interpretation and workplace safety.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with theoretical components of the course online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. Practical skills training and assessment will be carried out in scheduled small classes in order to meet social distancing requirements.  The usual rhythms of block or day release may be disrupted temporarily given the altered scheduling of practical training and assessment.  It may be possible for apprentices and trainees to capture assessment evidence in their workplace.  This will be negotiated on a case by case basis with the individual and their employer.If you have any queries on the course delivery or practical skills training and assessment, please contact our Apprenticeship Hub on 1300 775 265 or apphub@chisholm.edu.au.","registered plumber, Licensed Plumber",Australia,No,Yes,No,Yes,No,,Apprenticeship,No,CPCPGS3047A,Install LPG systems in marine craft,,CPCPDR3023A,Install on-site disposal systems,,CPCPWT3028A,Install water services,,CPCPDR2022A,Install domestic treatment plants,,CPCPWT3029A,Install water pipe systems,,CPCPMS3032A,Select and fit insulation and sheathing,,CPCPFS2022A,Install portable fire equipment,,CPCPCM2052A,Weld using oxy-acetylene equipment,,CPCPCM3021A,Flash penetrations through roofs and walls,,CPCPSN3026A,Install sewerage pumpsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Chisholm Institute,Melbourne,Certificate III In Plumbing,,N/A,35368,AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iii/plumbing,English,D,"When you complete the Certificate III in Plumbing, you’ll have the skills required to carry out a range of plumbing tasks with confidence. You’ll gain hands-on experience in areas such as installation of air conditioning, sprinkler and gas piping systems, welding, blockage clearance, pipe fabrication, plan interpretation and workplace safety.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with theoretical components of the course online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. Practical skills training and assessment will be carried out in scheduled small classes in order to meet social distancing requirements.  The usual rhythms of block or day release may be disrupted temporarily given the altered scheduling of practical training and assessment.  It may be possible for apprentices and trainees to capture assessment evidence in their workplace.  This will be negotiated on a case by case basis with the individual and their employer.If you have any queries on the course delivery or practical skills training and assessment, please contact our Apprenticeship Hub on 1300 775 265 or apphub@chisholm.edu.au.","registered plumber, Licensed Plumber",Australia,No,Yes,No,Yes,No,,Apprenticeship,No,CPCPGS3047A,Install LPG systems in marine craft,,CPCPDR3023A,Install on-site disposal systems,,CPCPWT3028A,Install water services,,CPCPDR2022A,Install domestic treatment plants,,CPCPWT3029A,Install water pipe systems,,CPCPMS3032A,Select and fit insulation and sheathing,,CPCPFS2022A,Install portable fire equipment,,CPCPCM2052A,Weld using oxy-acetylene equipment,,CPCPCM3021A,Flash penetrations through roofs and walls,,CPCPSN3026A,Install sewerage pumpsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Chisholm Institute,Melbourne,Certificate IV In Plumbing And Services,,N/A,0,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iv/plumbing-and-services,English,D,"Become a licensed plumber and expand your employment opportunities in the field.When you complete the Certificate IV in Plumbing and Services, you’ll be able to work on a broad range of plumbing jobs. You’ll learn technical skills in areas such as gas fitting, water supply, sanitary fixtures and fittings, roofing, drainage and mechanical processes. There are three mandatory subjects – Risk Control, Estimating and Business and Legal – which will need to be completed for this qualification.TIMETABLEDandenong: Monday, Tuesday, Wednesday or Thursday 7.30am - 4pm depending on units of study.Frankston: Monday, Tuesday, Wednesday or Thursday 5.30pm to 10pm depending on units of study.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",Licensed Plumber,Australia,No,Yes,No,Yes,No,,Normal,Yes,CPCPMS4011B,"Design, size and lay out heating and cooling systems",,CPCPRF4011B,Design and size roof drainage systems,,CPCPWT4022A,Commission and maintain backflow prevention devices,,CPCPMS4022A,Commission air and water systems,,CPCPWT4023A,Commission and maintain hot and heated water temperature control devices,,CPCPWT4011B,Design and size heated and cold water services and systems,,CPCPSN4011B,Design and size sanitary plumbing systems,,CPCPDR4012B,Design and size stormwater drainage systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Chisholm Institute,Melbourne,Certificate IV In Plumbing And Services,,N/A,0,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iv/plumbing-and-services,English,D,"Become a licensed plumber and expand your employment opportunities in the field.When you complete the Certificate IV in Plumbing and Services, you’ll be able to work on a broad range of plumbing jobs. You’ll learn technical skills in areas such as gas fitting, water supply, sanitary fixtures and fittings, roofing, drainage and mechanical processes. There are three mandatory subjects – Risk Control, Estimating and Business and Legal – which will need to be completed for this qualification.TIMETABLEDandenong: Monday, Tuesday, Wednesday or Thursday 7.30am - 4pm depending on units of study.Frankston: Monday, Tuesday, Wednesday or Thursday 5.30pm to 10pm depending on units of study.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",Licensed Plumber,Australia,No,Yes,No,Yes,No,,Normal,Yes,CPCPMS4011B,"Design, size and lay out heating and cooling systems",,CPCPRF4011B,Design and size roof drainage systems,,CPCPWT4022A,Commission and maintain backflow prevention devices,,CPCPMS4022A,Commission air and water systems,,CPCPWT4023A,Commission and maintain hot and heated water temperature control devices,,CPCPWT4011B,Design and size heated and cold water services and systems,,CPCPSN4011B,Design and size sanitary plumbing systems,,CPCPDR4012B,Design and size stormwater drainage systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERT,Chisholm Institute,Melbourne,VCAL - Victorian Certificate Of Applied Learning (Intermediate),,N/A,2518,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/victorian-certificate-of-applied-learning/vcal--victorian-certificate-of-applied-learning-intermediate-year-11-plumbing,English,D,"During the course you’ll gain industry specific training in hand and power tools; occupational health and safety; tubes and pipes; welding and cutting; flashing; levelling; and sheet metal practices. You will also build numeracy; literacy; personal development; and work related skills.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","apprentice plumber, registered plumber, Licensed Plumber",Australia,No,Yes,No,Yes,No,,Normal,No,VU21791,Fabricate simple plumbing pipe systems,,LIT021,Reading and writing,,WRS021,Work related skills unit 1 (intermediate),,LIT022,Oral communications,,VU21799,"Use plumbing pipes, fittings and fixtures to simulate plumbing installations",,VU21797,Use basic plumbing hand tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERT,Chisholm Institute,Melbourne,VCAL - Victorian Certificate Of Applied Learning (Senior),,N/A,2518,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/victorian-certificate-of-applied-learning/vcal-plumbing-intermediate-or-senior,English,D,"During the course you’ll gain industry specific training in hand and power tools; occupational health and safety; tubes and pipes; welding and cutting; flashing; levelling; and sheet metal practices. You will also build numeracy; literacy; personal development; and work related skills.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","apprentice plumber, registered plumber, Licensed Plumber",Australia,No,Yes,No,Yes,No,,Normal,No,LIT032,Literacy skills senior oral communication,,LIT031,Literacy skills senior reading &  writing,,NUM031,Numeracy skills senior,,VU21797,Use basic plumbing hand tools,,WRS032,Work related skills unit 2 (senior),,VU21799,"Use plumbing pipes, fittings and fixtures to simulate plumbing installations",,VU21791,Fabricate simple plumbing pipe systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Chisholm Institute,Melbourne,Certificate IV In Accounting And Bookkeeping,,"7,270.",0,AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,5.5,https://www.chisholm.edu.au/courses/certificate-iv/accounting-and-bookkeeping,English,A,"You'll learn practical skills in areas such as manual and computerised accounts receivable; accounts payable and general ledger; tax and payroll; and the preparation of BAS and other financial statements.We are committed to providing you with an education that strongly aligns to the professional practice. Industry specialists teach modules and provide you with an industry perspective on topics and work-simulated scenarios.Upon successful completion of the Certificate IV in Accounting and Bookkeeping FNS40217, you’ll met the educational requirements for registration as a Business Activity Statement (BAS) agent within Australia, once the required work experience has been completed.TIMETABLE Dandenong Term 3: Monday 9-4, Tuesday 9.30 – 4, Wednesday 10 – 1.30Dandenong Term 4: Monday 9-4, Tuesday 9-4, Wednesday 10-4, Friday 9-4Berwick Term 3: Monday 9-3, Tuesday 10-2.30, Wednesday 9-12.30, Thursday 9-4Berwick Term 4: Monday 9-4, Tuesday 9-4, Wednesday 9-2, Friday 10-3Mode of delivery: Delivery will be a mix of blended classroom based, face to face and online.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","personal/executive assistant, bookkeeping, administration support officer, payroll officer, business activity statement (BAS) agent, assistant accountant, registered tax agent, financial controller, accountant",Australia,Yes,Yes,Yes,Yes,Yes,,Normal,Yes,FNSTPB402,Establish and maintain payroll systems,,BSBSMB412,Introduce cloud computing into business operations,,BSBLDR502,Lead and manage effective workplace relationships,,FNSTPB401,Complete business activity and instalment activity statements,,BSBFIA401,Prepare financial reports,,FNSACC408,Work effectively in the accounting and bookkeeping industry,,FNSFMK401,Reconcile financial transactions,,BSBITU306,Design and produce business documents,,FNSACC311,Process financial transactions and extract interim reports,,FNSACC312,Administer subsidiary accounts and ledgers,,FNSACC412,Prepare operational budgets,,FNSACC416,Set up and operate a computerised accounting system,,FNSACC414,Prepare financial statements for non-reporting entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Chisholm Institute,Melbourne,Certificate IV In Accounting And Bookkeeping,,"7,270.",0,AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,5.5,https://www.chisholm.edu.au/courses/certificate-iv/accounting-and-bookkeeping,English,A,"You'll learn practical skills in areas such as manual and computerised accounts receivable; accounts payable and general ledger; tax and payroll; and the preparation of BAS and other financial statements.We are committed to providing you with an education that strongly aligns to the professional practice. Industry specialists teach modules and provide you with an industry perspective on topics and work-simulated scenarios.Upon successful completion of the Certificate IV in Accounting and Bookkeeping FNS40217, you’ll met the educational requirements for registration as a Business Activity Statement (BAS) agent within Australia, once the required work experience has been completed.TIMETABLE Dandenong Term 3: Monday 9-4, Tuesday 9.30 – 4, Wednesday 10 – 1.30Dandenong Term 4: Monday 9-4, Tuesday 9-4, Wednesday 10-4, Friday 9-4Berwick Term 3: Monday 9-3, Tuesday 10-2.30, Wednesday 9-12.30, Thursday 9-4Berwick Term 4: Monday 9-4, Tuesday 9-4, Wednesday 9-2, Friday 10-3Mode of delivery: Delivery will be a mix of blended classroom based, face to face and online.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","personal/executive assistant, bookkeeping, administration support officer, payroll officer, business activity statement (BAS) agent, assistant accountant, registered tax agent, financial controller, accountant",Australia,Yes,Yes,Yes,Yes,Yes,,Normal,Yes,FNSTPB402,Establish and maintain payroll systems,,BSBSMB412,Introduce cloud computing into business operations,,BSBLDR502,Lead and manage effective workplace relationships,,FNSTPB401,Complete business activity and instalment activity statements,,BSBFIA401,Prepare financial reports,,FNSACC408,Work effectively in the accounting and bookkeeping industry,,FNSFMK401,Reconcile financial transactions,,BSBITU306,Design and produce business documents,,FNSACC311,Process financial transactions and extract interim reports,,FNSACC312,Administer subsidiary accounts and ledgers,,FNSACC412,Prepare operational budgets,,FNSACC416,Set up and operate a computerised accounting system,,FNSACC414,Prepare financial statements for non-reporting entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Chisholm Institute,Melbourne,Certificate IV In Accounting And Bookkeeping,,"7,270.",0,AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,5.5,https://www.chisholm.edu.au/courses/certificate-iv/accounting-and-bookkeeping,English,A,"You'll learn practical skills in areas such as manual and computerised accounts receivable; accounts payable and general ledger; tax and payroll; and the preparation of BAS and other financial statements.We are committed to providing you with an education that strongly aligns to the professional practice. Industry specialists teach modules and provide you with an industry perspective on topics and work-simulated scenarios.Upon successful completion of the Certificate IV in Accounting and Bookkeeping FNS40217, you’ll met the educational requirements for registration as a Business Activity Statement (BAS) agent within Australia, once the required work experience has been completed.TIMETABLE Dandenong Term 3: Monday 9-4, Tuesday 9.30 – 4, Wednesday 10 – 1.30Dandenong Term 4: Monday 9-4, Tuesday 9-4, Wednesday 10-4, Friday 9-4Berwick Term 3: Monday 9-3, Tuesday 10-2.30, Wednesday 9-12.30, Thursday 9-4Berwick Term 4: Monday 9-4, Tuesday 9-4, Wednesday 9-2, Friday 10-3Mode of delivery: Delivery will be a mix of blended classroom based, face to face and online.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","personal/executive assistant, bookkeeping, administration support officer, payroll officer, business activity statement (BAS) agent, assistant accountant, registered tax agent, financial controller, accountant",Australia,Yes,Yes,Yes,Yes,Yes,,Normal,Yes,FNSTPB402,Establish and maintain payroll systems,,BSBSMB412,Introduce cloud computing into business operations,,BSBLDR502,Lead and manage effective workplace relationships,,FNSTPB401,Complete business activity and instalment activity statements,,BSBFIA401,Prepare financial reports,,FNSACC408,Work effectively in the accounting and bookkeeping industry,,FNSFMK401,Reconcile financial transactions,,BSBITU306,Design and produce business documents,,FNSACC311,Process financial transactions and extract interim reports,,FNSACC312,Administer subsidiary accounts and ledgers,,FNSACC412,Prepare operational budgets,,FNSACC416,Set up and operate a computerised accounting system,,FNSACC414,Prepare financial statements for non-reporting entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
