Level_Code,University,City,Course,Faculty,Local_Fees,Int_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
BA,Queensland University of Technology,Brisbane,Bachelor of Business/Bachelor of Design (Landscape Architecture),Double Degree,"11,800","31,200",AUD,Years,4,Years,Yes,No,ATAR,IELTS,Equivalent ,79,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-business-bachelor-of-design-landscape-architecture,English,A,"Develop business skills and be able to think creatively and critically, communicate professionally, make ethical business decisions and work in a global context. Learn about landscape systems and to understand the complexity of landscape in relation to the creation of outdoor spaces with positive cultural and environmental impact. Business acumen and landscape architecture skills can lead to diverse careers intersecting design with marketing, public relations, advertising, international business, economics, accounting, finance, financial planning,management and human resource management.","Accountant, Advertising Professional, Economist, Financial Advisor/Analyst, Human Resource Manager, International Business Specialist, Landscape Architect, Manager, Marketing Officer/Manager, Public Relations Officer/Consultant",Australia,No,Yes,No,Yes,No,
HONS,Queensland University of Technology,Brisbane,Bachelor of Design (Architecture) / Bachelor of Urban Development (Honours) (Quantity Surveying and Cost Engineering),Double Degree,"8,600","32,300",AUD,Years,5,Years,Yes,No,ATAR,IELTS,Equivalent ,82,N/A,Year 12,https://www.qut.edu.au/courses/bachelor-of-design-architecture-bachelor-of-urban-development-honours-quantity-surveying-and-cost-engineering,English,A,"Be able to provide professional advice to the construction industry on the financial and legal aspects of new constructions and operation of existing buildings, as well as designing the environments and buildings. Learn to manage and administer construction costs and contracts, bills of quantities, tender appraisals, valuations, project audits, property taxation and life cycle cost advice. Study building management, cost planning, building development and research, policy development, measurement and construction and legal issues. Gain practical experience on field trips, site visits, and industry placements. Use your combined architecture and quantity surveying and cost engineering skills in careers with private developers, government bodies and communities to enhance established neighbourhoods, and shape new suburbs, cities and regions. Progress onto the proposed two year Master of Architecture (available from 2022) and gain the required practical experience to become an architect.","Architect, Project Developer, Quantity Surveyor",Australia,No,Yes,No,Yes,No,
HONS,Queensland University of Technology,Brisbane,Bachelor of Design (Architecture)/Bachelor of Engineering (Honours),Double Degree,"7,000","35,000",AUD,Years,66,Months,Yes,No,ATAR,IELTS,Equivalent ,82,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-design-architecture-bachelor-of-engineering-honours,English,A,"Be inspired and empowered to create environments with a positive impact on human health, environmental quality, social relationships and urban systems. Undertake architectural design projects with a practical edge which will require you to think logically and creatively about how buildings function and are constructed. Study a Bachelor of Engineering (Honours) and get access to multimillion dollar research facilities, as well as learning practical solutions that impact on the real world. A range of opportunities are available to you with the double degree including careers in architecture, project management, property development, construction, civil engineering and urban design.","Architect, Engineer",Australia,No,Yes,No,Yes,No,
BA,Queensland University of Technology,Brisbane,Bachelor of Design (Architecture)/Bachelor of Property Economics,Double Degree,"11,500","31,800",AUD,Years,54,Months,Yes,No,ATAR,IELTS,Equivalent ,82,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-design-architecture-bachelor-of-property-economics,English,A,"Be inspired and empowered to create environments with a positive impact on human health, environmental quality, social relationships and urban systems. Undertake architectural design projects with a practical edge which will require you to think logically and creatively about how buildings function and are constructed. Design skills combined with sound economic intelligence are highly valued. Use your ability to research, develop, value and design property for investment in both commercial and government sectors.","Architect, Property Development",Australia,No,Yes,No,Yes,No,
HONS,Queensland University of Technology,Brisbane,Bachelor of Design (Architecture)/Bachelor of Urban Development (Honours) (Construction Management),Double Degree,"8,600","32,300",AUD,Years,5,Years,Yes,No,ATAR,IELTS,Equivalent ,82,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-design-architecturebachelor-of-urban-development-honours-construction-management,English,A,"Be inspired and empowered to create environments with a positive impact on human health, environmental quality, social relationships and urban systems. Undertake architectural design projects with a practical edge which will require you to think logically and creatively about how buildings function and are constructed. Learn to coordinate the construction and maintenance of large and complex projects such as low-rise and high-rise housing developments, hotels, factories, office blocks, schools and hospitals. Your combined architecture and construction management knowledge will make you a valuable architect and project manager in the building industry. Progress onto the proposed two year Master of Architecture (available from 2022) and gain the required practical experience to become an architect.","Architect, Construction Manager",Australia,No,Yes,No,Yes,No,
HONS,Queensland University of Technology,Brisbane,Bachelor of Design (Architecture)/Bachelor of Urban Development (Honours) (Urban and Regional Planning),Double Degree,"8,600","32,300",AUD,Years,5,Years,Yes,No,ATAR,IELTS,Equivalent ,82,N/A,Year 12,https://www.qut.edu.au/courses/bachelor-of-design-architecturebachelor-of-urban-development-honours-urban-and-regional-planning,English,A,"Be inspired and empowered to create environments with a positive impact on human health, environmental quality, social relationships and urban systems. Your urban development studies will prepare you to plan large-scale projects such as new cities, suburbs, ports, recreational and industrial areas and transport infrastructure. Use your combined architecture and urban development skills in careers with private developers, government bodies and communities to enhance established neighbourhoods, and shape new suburbs, cities and regions. Progress onto the proposed two year Master of Architecture (available from 2022) and gain the required practical experience to become an architect.","Architect, Urban Designer, Urban and Regional Planner",Australia,No,Yes,No,Yes,No,
BA,Queensland University of Technology,Brisbane,Bachelor of Design (Interior Architecture)/Bachelor of Property Economics,Double Degree,"11,600","31,700",AUD,Years,4,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-design-interior-architecture-bachelor-of-property-economics,English,A,Learn the expertise to produce interior spaces that enhance the quality of life and experience of occupants. Undertake interior design projects in practical studio settings and participate in independent and collaborative problem solving. Incorporate your creative eye with investment acumen to optimise returns and manage the performance of properties. You'll be valued in both the private and public sectors.,"Interior Designer, Property Development",Australia,No,Yes,No,Yes,No,
HONS,Queensland University of Technology,Brisbane,Bachelor of Design (Interior Architecture)/Bachelor of Urban Development (Honours) (Construction Management),Double Degree,"8,600","32,300",AUD,Years,5,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-design-interior-architecturebachelor-of-urban-development-honours-construction-management,English,A,"Develop the expertise to produce interior spaces that enhance the quality of life and experience of occupants. You will undertake interior design projects in practical studio settings and participate in independent and collaborative problem solving. Learn to coordinate the construction and maintenance of large and complex projects such as low-rise and high-rise housing developments, hotels, factories, office blocks, schools and hospitals. Combine your creativity with skills in project management to design, plan and manage the construction, renovation or enhancement of internal spaces. You could work as a consultant for small to medium enterprises, or with major architecture, design or building firms.","Construction Manager, Interior Designer",Australia,No,Yes,No,Yes,No,
HONS,Queensland University of Technology,Brisbane,Bachelor of Design (Landscape Architecture)/Bachelor of Engineering (Honours),Double Degree,"7,700","34,200",AUD,Years,5,Years,Yes,No,ATAR,IELTS,Equivalent ,75,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-design-landscape-architecturebachelor-of-engineering-honours,English,A,"Learn about landscape systems and to understand the complexity of landscape in relation to the creation of outdoor spaces with positive cultural and environmental impact. Study a Bachelor of Engineering (Honours) and gain access to multimillion dollar research facilities, as well as learning practical solutions that impact on the real world. With your combined landscape architecture and engineering skills you can work in private practice or in government at all levels, including roles such as structural engineer, geotechnical engineer, architect and environmental engineer.","Engineer, Landscape Architect",Australia,No,Yes,No,Yes,No,
BA,Queensland University of Technology,Brisbane,Bachelor of Design (Landscape Architecture)/Bachelor of Science,Double Degree,"8,000","35,000",AUD,Years,4,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-design-landscape-architecture-bachelor-of-science,English,A,"Learn about landscape systems and to understand the complexity of landscape in relation to the creation of outdoor spaces with positive cultural and environmental impact. Benefit from our 50-year history as one of Australia's principal landscape educators and our graduates are leading practitioners employed around the world. Be at the cutting edge of international science education with access to our multimillion dollar research and teaching facilities, including our Science and Engineering Precinct.","Landscape Architect, Scientist",Australia,No,Yes,No,Yes,No,
HONS,Queensland University of Technology,Brisbane,Bachelor of Design (Landscape Architecture)/Bachelor of Urban Development (Honours) (Urban and Regional Planning),Double Degree,"8,600","32,300",AUD,Years,5,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-design-landscape-architecturebachelor-of-urban-development-honours-urban-and-regional-planning,English,A,"Learn about landscape systems and to understand the complexity of landscape in relation to the creation of outdoor spaces with positive cultural and environmental impact. Learn to design and manage the use of land and natural resources to meet human needs in a sustainable way. Your urban development studies will prepare you to plan large-scale projects such as new cities, suburbs, ports, recreational and industrial areas and transport infrastructure. Use your combined landscape architecture and urban development skills in careers with private developers, government bodies and communities to enhance established neighbourhoods, and shape new suburbs, cities and regions.","Landscape Architect, Urban and Regional Planner",Australia,No,Yes,No,Yes,No,
HONS,Queensland University of Technology,Brisbane,Bachelor of Property Economics/Bachelor of Laws (Honours),Double Degree,"14,500","30,800",AUD,Years,66,Months,Yes,No,ATAR,IELTS,Equivalent ,87,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-property-economics-bachelor-of-laws-honours,English,A,"Benefit from meaningful connections with high profile industry employers, and classes with leading law and property economics experts. Learn through industry partnerships and networking, and interdisciplinary work. Complete 2 degrees in 5.5 years full time.","Barrister, Contract Administrator, Crown Law Officer, Funds Manager, In-House Lawyer, Investment Analyst, Property Development, Property Economist, Property Management, Solicitor",Australia,No,Yes,No,Yes,No,
HONS,Queensland University of Technology,Brisbane,Bachelor of Urban Development (Honours) (Urban and Regional Planning)/ Bachelor of Science (Environmental Science),Double Degree,"8,400","35,800",AUD,Years,5,Years,Yes,No,ATAR,IELTS,Equivalent ,N/A,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-urban-development-honours-urban-and-regional-planning-bachelor-of-science-environmental-science,English,A,"New double degree now available for mid-year entry Combines strengths in Urban and Regional Planning with Environmental Science, addressing industry needs Develop highly relevant skills to design and plan large-scale projects, ensuring the balance of usability and liveability with sustainable land management. Study community planning, creative design, environmental management, geography, infrastructure provisions, spatial science. Graduates work in urban design, transport planning, development assessment, open space and recreational planning, environmental protection, and social and economic development.","Coastal Scientist, Ecologist, Environmental Scientist, Environmental manager, Natural Resource Scientist, Urban Designer, Urban and Regional Planner",Australia,No,Yes,No,Yes,No,
MST,Queensland University of Technology,Brisbane,Master of Architecture (from 2022),Building and Planning,"8,000","34,700",AUD,Years,2,Years,Yes,No,ATAR,IELTS,Equivalent ,N/A,6.5,Year 12,https://www.qut.edu.au/courses/master-of-architecture-DE83,English,A,"Develop advanced understanding in architectural design and research, contextual studies, technology and science, and professional practice. Serve communities through practitioner engagement with designing, promoting and overseeing sustainable built environments. With practical experience, graduates are eligible to take the Architectural Practice Examination and become an architect in Australia This course will start in 2022. If you'd like to apply to start studying earlier, you can apply for our Master of Architecture (DE80).",Architect,Australia,No,Yes,No,Yes,No,
MST,Queensland University of Technology,Brisbane,Master of Architecture (until 2022),Building and Planning,"8,000","34,700",AUD,Years,1,Year,Yes,No,ATAR,IELTS,Equivalent ,N/A,6.5,Year 12,https://www.qut.edu.au/courses/master-of-architecture,English,A,"Develop advanced understanding in architectural design and research, contextual studies,  technology and science, and professional practice. Serve communities through practitioner engagement with designing, promoting and overseeing sustainable built environments. With practical experience, graduates are eligible to take the Architectural Practice Examination and become an architect in Australia.",Architect,Australia,No,Yes,No,Yes,No,
MST,Queensland University of Technology,Brisbane,Master of Philosophy,Building and Planning,"26,800","30,300",AUD,Years,18,Months,Yes,Yes,ATAR,IELTS,Equivalent ,N/A,6.5,Year 12,https://www.qut.edu.au/courses/master-of-philosophy,English,A,"Complete a university-wide degree that gives you access to expertise from all our faculties and research areas. Tailor your learning opportunities to your skills, experience and career goals. A research degree skills audit allows you and your supervisors to identify skills and align them with research and employment goals. Be exposed to transdisciplinary concepts and engage with other students across all disciplines with a cohort approach to learning. Engage with end users and acquire knowledge in areas that are seen as critical requirements to progress into the research workforce. Benefit from the support of experienced researchers who can guide and mentor your work and provide the best possible training foundation for future admission into a PhD.",No career outcomes provided,Australia,No,Yes,No,Yes,Yes,
MST,Queensland University of Technology,Brisbane,Master of Philosophy,Building and Planning,"26,800","30,300",AUD,Years,18,Months,Yes,Yes,ATAR,IELTS,Equivalent ,N/A,6.5,Year 12,https://www.qut.edu.au/courses/master-of-philosophy,English,A,"Complete a university-wide degree that gives you access to expertise from all our faculties and research areas. Tailor your learning opportunities to your skills, experience and career goals. A research degree skills audit allows you and your supervisors to identify skills and align them with research and employment goals. Be exposed to transdisciplinary concepts and engage with other students across all disciplines with a cohort approach to learning. Engage with end users and acquire knowledge in areas that are seen as critical requirements to progress into the research workforce. Benefit from the support of experienced researchers who can guide and mentor your work and provide the best possible training foundation for future admission into a PhD.",No career outcomes provided,Australia,No,Yes,No,Yes,Yes,
BA,Queensland University of Technology,Brisbane,Bachelor of Property Economics,Business,"12,600","31,600",AUD,Years,3,Years,Yes,No,ATAR,IELTS,Equivalent ,70,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-property-economics,English,A,"Study investment, consultancy, asset management, development, valuation and research. Learn to provide advice on the use, value, management and marketing of property, in order to optimise the benefits from ownership or occupation. Gain practical experience with Work Integrated Learning. Prepares you to work in finance and property as a valuer and adviser, investment analyst, development manager, property and asset manager or funds manager.","Financial Advisor/Analyst, Manager, Property Development, Property Economist, Property Management, Real Estate",Australia,No,Yes,No,Yes,No,
HONS,Queensland University of Technology,Brisbane,Bachelor of Urban Development (Honours) (Construction Management),Business,"9,300","32,600",AUD,Years,4,Years,Yes,Yes,ATAR,IELTS,Equivalent ,70,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-urban-development-honours-construction-management,English,A,"Learn to coordinate the construction and maintenance of large and complex projects such as low-rise and high-rise housing developments, hotels, factories, office blocks, schools and hospitals. Study resource management, measurement and estimating, site management, scheduling and programming, and technical communications. Attend lectures and tutorials delivered by the industry's best frontline professionals. Further your depth of knowledge and skills to apply throughout your career with an Honours degree. This course ia accredited by the Australian Institute of Building; and holds an equivalency of qualifications (Builder Low Rise, Medium Rise and Open Licence classes) as prescribed by the Queensland Building and Construction Commission.","Construction Manager, Contract Administrator, Project Manager",Australia,No,Yes,No,Yes,Yes,
HONS,Queensland University of Technology,Brisbane,Bachelor of Urban Development (Honours) (Quantity Surveying and Cost Engineering),"Science, Technology, Engineering and Maths (STEM)","9,300","32,600",AUD,Years,4,Years,Yes,Yes,ATAR,IELTS,Equivalent ,70,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-urban-development-honours-quantity-surveying-and-cost-engineering,English,A,"Become able to provide professional advice to the construction industry on the financial and legal aspects of new constructions and operation of existing buildings. Learn to manage and administer construction costs and contracts, bills of quantities, tender appraisals, valuations, project audits, property taxation and life cycle cost advice. Study building management, cost planning, building development and research, policy development , measurement and construction and legal issues. Gain practical experience on field trips, site visits, lab based work, and industry placements. Further your depth of knowledge and skills to apply throughout your career with an Honours degree.","Contract Administrator, Estimator, Manager, Project Manager, Quantity Surveyor",Australia,No,Yes,No,Yes,Yes,
HONS,Queensland University of Technology,Brisbane,Bachelor of Urban Development (Honours) (Urban and Regional Planning),Building and Planning,"9,300","32,600",AUD,Years,4,Years,Yes,Yes,ATAR,IELTS,Equivalent ,70,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-urban-development-honours-urban-and-regional-planning,English,A,"Learn to design and manage the use of land and natural resources to meet human needs in a sustainable way. Prepares you to plan large-scale projects such as new cities, suburbs, ports, recreational and industrial areas and transport infrastructure. Study community planning, infrastructure provisions, creative design, property economics, spatial science, architecture, law and business management. Graduates work in urban design, transport planning, development assessment, open space and recreational planning, environmental protection, and social and economic development. Further your depth of knowledge and skills to apply throughout your career with an Honours degree.","Policy Officer, Urban Designer, Urban and Regional Planner",Australia,No,Yes,No,Yes,Yes,
BA,Queensland University of Technology,Brisbane,Bachelor of Property Economics/Bachelor of Business,Double Degree,"14,100","31,300",AUD,Years,4,Years,Yes,No,ATAR,IELTS,Equivalent ,79,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-property-economics-bachelor-of-business,English,A,"Benefit from meaningful connections with high profile industry employers and classes with leading experts in both property economics and business disciplines. Develop skills and be able to think creatively and critically, communicate professionally, make ethical business decisions and work in a global context. Complete 2 degrees in 4 years full time.","Business Advisor, Business Analyst, Funds Manager, Investment Analyst, Property Development, Property Economist, Property Management",Australia,No,Yes,No,Yes,No,
GCERT,Queensland University of Technology,Brisbane,Graduate Certificate in Project Management,Business,"11,600","17,300",AUD,Years,6,Months,Yes,No,ATAR,IELTS,Equivalent ,N/A,6.5,Year 12,https://www.qut.edu.au/courses/graduate-certificate-in-project-management,English,A,"Gain fundamental project management skills regardless of your professional background. Develop a depth of specialised knowledge and skills to constructively manage projects in a diverse range of industries. Learn to manage constraints in time, cost, quality, as well as social, political and environmental challenges. Based on the Project Management Body of Knowledge — the international benchmark and framework in the field. Accredited by the Australian Institute of Project Management.","Construction Manager, Project Manager",Australia,No,Yes,No,Yes,No,
MST,Queensland University of Technology,Brisbane,Master of Engineering Management,"Science, Technology, Engineering and Maths (STEM)","25,100","35,500",AUD,Years,1,Year,Yes,Yes,ATAR,IELTS,Equivalent ,N/A,6.5,Year 12,https://www.qut.edu.au/courses/master-of-engineering-management,English,A,"Ideal for practising engineers who want management qualifications with advanced engineering skills and knowledge. Develop the analytical tools and methods to improve efficiency within manufacturing and service organisations. Study quality control, organisational infrastructure management, and development of decision support systems. Learn about innovation, integration, continuous improvement of your organisation and how to improve  competitive advantages. International students can choose this course as part of our combined masters packages, which allow you to complete two master degrees in two years.",No career outcomes provided,Australia,No,Yes,No,Yes,Yes,
MST,Queensland University of Technology,Brisbane,Master of Project Management,Business,"23,100","34,500",AUD,Years,18,Months,Yes,Yes,ATAR,IELTS,Equivalent ,N/A,6.5,Year 12,https://www.qut.edu.au/courses/master-of-project-management,English,A,"Gain knowledge and experience in managing projects across a range of industries. Learn to manage constraints in time, cost, quality; as well as and social, political and environmental challenges. Based on the Project Management Body of Knowledge – the international benchmark and framework in the field. International students can choose this course as part of our combined masters packages, which allow you to complete two master degrees in two years. Accredited by the Global Accreditation Centre (GAC) of the Project Management Institute; as well as the Australian Institute of Project Management.",Project Manager,Australia,No,Yes,No,Yes,Yes,
BA,Queensland University of Technology,Brisbane,Bachelor of Business (Accountancy),Business,"14,500","31,100",AUD,Years,3,Years,Yes,Yes,ATAR,IELTS,Equivalent ,79,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-business-accountancy,English,A,"Graduates who complete the accountancy major and the professional accountancy accreditation extension meet the academic entry requirements for membership of CPA Australia, Chartered Accountants Australia and New Zealand (CA ANZ) and the Institute of Public Accountants (IPA), and enrolment in their respective professional programs.   Graduates are also eligible for exemptions in the qualifying program for membership of the Association of Chartered Certified Accountants (ACCA) and the Chartered Institute of Management Accountants (CIMA).   Students who complete specified units under the Regulation and Tax Extension will meet the academic entry requirements for registration as a Tax Agent with the Tax Practitioners Board.   Experience a work placement with selected industry employers (if space is available on your individual study plan).   Build experience and first-hand knowledge through your final-year Capstone Project.   You can also study this major as part of QUT's new Bachelor of Business - International degree, which includes one year of compulsory overseas studies.","Business Analyst, Business Risk and Governance Consultant, Certified Practicing Accountant, Chartered Accountant, Chartered Tax Adviser, Chief Financial Officer, Corporate Secretary, Financial Analyst, Financial Controller, Financial Project Manager, Forensic Accountant, Wealth Management Consultant",Australia,No,Yes,No,Yes,Yes,
HONS,Queensland University of Technology,Brisbane,Bachelor of Business (Dean's Honours),Business,"14,400","31,300",AUD,Years,3,Years,Yes,No,ATAR,IELTS,Equivalent ,97,6.5,Year 12,https://www.qut.edu.au/courses/bachelor-of-business-deans-honours,English,A,"Enrol into your Bachelor of Business degree and honours, and receive a scholarship with a total value of $20,000 paid over the 4-year program. Work with a supervisor to complete a thesis in your field of study. Study accountancy, advertising, economics, finance, financial  planning, human resource management, international business, management, marketing, or public relations.","Account Executive, Accountant, Administrator, Advertising Professional, Banking and Finance Professional, Business Analyst, Business Development Officer, Economist, Facilities Manager, Financial Advisor, Financial Planner, Financial Project Manager, Financial Risk Manager, Human Resource Developer, Human Resource Manager, Information Officer, International Business Specialist, Investment Manager, Manager, Market Research Manager, Marketing Officer/Manager, Project Developer, Project Manager, Public Relations Officer/Consultant, Statistician, Superannuation Advisor",Australia,No,Yes,No,Yes,No,
