Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
CERTIII,Box Hill Institute,Workplace,Certificate III in Dental Assisting, Health & Nursing,,809,AUD,Years,1.0,Years,Yes,Yes,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/certificate-iii-in-dental-assisting-hc351-d/,English,D,"Our dental assisting course provides you with the knowledge and skills to work as a dental assistant. With this nationally recognised health qualification you can competently assist a dentist, dental therapist or dental hygienist during oral health care procedures. You will learn all aspects of chairside assisting including:  infection control radiography oral hygiene instruction practice administration how to support quality and professionalism in the dental sector  Trainees/workplace-based students: Our workplace assessors will work with you online and in the workplace to ensure your training and learning needs are met to a competent standard.","After completion, you'll be able to apply for positions such as a qualified Dental Assistant",Australia,Yes,Yes,Yes,Yes,Yes,,Normal,Yes,HLTWHS001 Participate In Workplace Health And Safety,,,CHCCOM005 Communicate And Work In Health Or Community Services,,,HLTAID003 Provide First Aid,,,HLTDEN001 Prepare For And Assist With Oral Health Care Procedures,,,HLTDEN002 Assist With Dental Radiography,,,HLTDEN003 Assist With Administration In Dental Practice,,,HLTINF002 Process Reusable Medical Devices And Equipment,,,CHCDIV001 Work With Diverse People,,,HLTINF001 Comply With Infection Prevention And Control Policies And Procedures,,,HLTOHC004 Provide Or Assist With Oral Hygiene,,,HLTOHC001 Recognise And Respond To Oral Health Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Box Hill Institute,Melbourne,Certificate III in Dental Assisting, Health & Nursing,892,892,AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/certificate-iii-in-dental-assisting-hc346-trn/,English,A,"Our dental assisting course provides you with the knowledge and skills to work as a dental assistant. You can complete this course as a student in our on-campus course or undertake off-campus study while working in a dental practice as a trainee. Our on-campus training utilises a simulated dental environment at our Elgar Campus.  Applicants not employed in a dental practice must source and complete a minimum of 250 hours of practical work placement in a dental practice. With this nationally recognised health qualification you can competently assist a dentist, dental therapist or dental hygienist during oral health care procedures. You will learn all aspects of chairside assisting including:  infection control radiography oral hygiene instruction practice administration how to support quality and professionalism in the dental sector  Trainees/workplace-based students: Our workplace assessors will work with you online and in the workplace to ensure your training and learning needs are met to a competent standard. We also offer off-campus workshops to support you during this course.","After successful completion, you may wish to apply for employment opportunities as a dental assistant.",Australia,No,Yes,No,Yes,No,,Traineeship,Yes,HLTDEN002 Assist With Dental Radiography,,,HLTDEN003 Assist With Administration In Dental Practice,,,HLTINF002 Process Reusable Medical Devices And Equipment,,,HLTOHC004 Provide Or Assist With Oral Hygiene,,,HLTOHC001 Recognise And Respond To Oral Health Issues,,,HLTWHS001 Participate In Workplace Health And Safety,,,HLTAID003 Provide First Aid,,,HLTDEN001 Prepare For And Assist With Oral Health Care Procedures,,,CHCDIV001 Work With Diverse People,,,CHCCOM005 Communicate And Work In Health Or Community Services,,,HLTINF001 Comply With Infection Prevention And Control Policies And Procedures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Box Hill Institute,Workplace,Certificate III in Dental Assisting, Health & Nursing,892,892,AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/certificate-iii-in-dental-assisting-hc346-trn/,English,A,"Our dental assisting course provides you with the knowledge and skills to work as a dental assistant. You can complete this course as a student in our on-campus course or undertake off-campus study while working in a dental practice as a trainee. Our on-campus training utilises a simulated dental environment at our Elgar Campus.  Applicants not employed in a dental practice must source and complete a minimum of 250 hours of practical work placement in a dental practice. With this nationally recognised health qualification you can competently assist a dentist, dental therapist or dental hygienist during oral health care procedures. You will learn all aspects of chairside assisting including:  infection control radiography oral hygiene instruction practice administration how to support quality and professionalism in the dental sector  Trainees/workplace-based students: Our workplace assessors will work with you online and in the workplace to ensure your training and learning needs are met to a competent standard. We also offer off-campus workshops to support you during this course.","After successful completion, you may wish to apply for employment opportunities as a dental assistant.",Australia,No,Yes,No,Yes,No,,Traineeship,Yes,HLTDEN002 Assist With Dental Radiography,,,HLTDEN003 Assist With Administration In Dental Practice,,,HLTINF002 Process Reusable Medical Devices And Equipment,,,HLTOHC004 Provide Or Assist With Oral Hygiene,,,HLTOHC001 Recognise And Respond To Oral Health Issues,,,HLTWHS001 Participate In Workplace Health And Safety,,,HLTAID003 Provide First Aid,,,HLTDEN001 Prepare For And Assist With Oral Health Care Procedures,,,CHCDIV001 Work With Diverse People,,,CHCCOM005 Communicate And Work In Health Or Community Services,,,HLTINF001 Comply With Infection Prevention And Control Policies And Procedures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Box Hill Institute,Melbourne,Certificate III in Health Service Assistance, Health & Nursing,,499,AUD,Years,6.0,Months,Yes,Yes,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/certificate-iii-in-health-service-assistance-hc353-d/,English,D,"Do you want to make a difference to the experience of hospital patients? Get started in this rewarding career with our health services course. In this health course you will learn the skills and knowledge to work as a health services assistant in a hospital.  In this health course, you will prepare for direct client contact and care under supervision. You will gain knowledge and practical skills in typical work tasks including:  anatomy and medical terminology maintain infection control make and maintain patient beds move patients within the hospital setting clean and maintain wards serve patient meals","After successful completion, you may wish to apply for a range of career opportunities as a health service assistant in both private and public hospitals.",Australia,No,Yes,No,Yes,No,,Normal,Yes,HLTWHS001 Participate In Workplace Health And Safety,,,HLTAAP001 Recognise Healthy Body Systems,,,CHCCOM005 Communicate And Work In Health Or Community Services,,,BSBMED301 Interpret And Apply Medical Terminology Appropriately,,,BSBWOR301 Organise Personal Work Priorities And Development,,,CHCDIV001 Work With Diverse People,,,HLTINF001 Comply With Infection Prevention And Control Policies And Procedures,,,CHCCCS010 Maintain A High Standard Of Service,,,CHCCCS002 Assist With Movement,,,CHCCCS012 Prepare And Maintain Beds,,,CHCCCS020 Respond Effectively To Behaviours Of Concern,,,CHCCCS026 Transport Individuals,,,HLTHSS007 Handle Medical Gases Safely,,,HLTHSS003 Perform General Cleaning Tasks In A Clinical Setting,,,HLTWHS005 Conduct Manual Tasks Safely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Box Hill Institute,Melbourne,Certificate III in Health Services Assistance, Health & Nursing ,499,499,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/certificate-iii-in-health-services-assistance-hc345-vetis/,English,A,"Do you want to make a difference to the experience of hospital patients? Get started in this rewarding career with our health services course. In this health course you will learn the skills and knowledge to work as a health services assistant in a hospital.  In this health course, you’ll prepare for direct client contact and care under supervision. You will gain knowledge and practical skills in typical work tasks including:  anatomy and medical terminology maintain infection control make and maintain patient beds move patients within the hospital setting clean and maintain wards serve patient meals","After successful completion, you may wish to apply for a range of career opportunities as a health service assistant in both private and public hospitals.",Australia,No,Yes,No,Yes,No,,Normal,Yes,CHCCOM005 Communicate And Work In Health Or Community Services,,,HLTAID003 Provide First Aid,,,HLTINF001 Comply With Infection Prevention And Control Policies And Procedures,,,HLTWHS001 Participate In Workplace Health And Safety,,,BSBWOR301 Organise Personal Work Priorities And Development,,,CHCCCS002 Assist With Movement,,,CHCCCS010 Maintain A High Standard Of Service,,,CHCCCS020 Respond Effectively To Behaviours Of Concern,,,BSBMED301 Interpret And Apply Medical Terminology Appropriately,,,HLTAAP001 Recognise Healthy Body Systems,,,CHCCCS026 Transport Individuals,,,CHCPRP005 Engage With Health Professionals And The Health System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Box Hill Institute,Melbourne,Certificate III in Health Services Assistance (Specialising in Operating Theatre Technician), Health & Nursing,,399,AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/certificate-iii-in-health-services-assistance-specialising-in-operating-theatre-technician-hc344-d/,English,D,"Learn the required skills and knowledge to work in the fast paced role of an operating theatre technician in our health services course. Theatre technicians are a vital part of the perioperative team who look after patients before, during and after an operation. As a theatre technician, you work closely with the doctors and nurses in the operating theatre. You’re responsible for the patient's safety and comfort while they are in the operating room, as well as setting up and monitoring the technology needed to support the surgeon. During this health course, you will learn skills to:  transfer patients to a theatre move them safely onto the operating table attach various pieces of essential equipment interact with the surgical team to ensure the patient’s journey is smooth, safe and comfortable  Theatre technician roles are physical and fast paced and most technicians in Victorian hospitals work a 4-day week of 10-hour shifts, with 4 weeks holiday a year.","After successful completion, you may wish to apply for a position as an operating theatre technician.",Australia,No,Yes,No,Yes,No,,Normal,Yes,HLTAID002 Provide Basic Emergency Life Support,,,CHCCCS010 Maintain A High Standard Of Service,,,BSBMED301 Interpret And Apply Medical Terminology Appropriately,,,CHCCCS002 Assist With Movement,,,BSBFLM312 Contribute To Team Effectiveness,,,CHCCCS026 Transport Individuals,,,HLTINF001 Comply With Infection Prevention And Control Policies And Procedures,,,HLTTHE001 Handle And Care For Operating Theatre Equipment,,,HLTTHE002 Assist With Preparation Of Clients For Operative Procedures,,,HLTTHE003 Provide Intra-Operative Equipment And Technical Support,,,HLTHSS007 Handle Medical Gases Safely,,,HLTWHS001 Participate In Workplace Health And Safety,,,CHCDIV001 Work With Diverse People,,,HLTAAP001 Recognise Healthy Body Systems,,,CHCCOM005 Communicate And Work In Health Or Community Services,,,BSBWOR301 Organise Personal Work Priorities And Development,,,HLTWHS005 Conduct Manual Tasks Safely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Box Hill Institute,Melbourne,Certificate IV in Transport and Logistics (Road Transport - Car Driving Instruction), Driving Instruction ,,975,AUD,Years,17.0,Weeks,No,Yes,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/certificate-iv-in-transport-and-logistics-road-transport-car-driving-instruction-tcdi2-d/,English,D,"Equip yourself with the skills to train others to drive a motor vehicle.  In our road transport and logistics course you will acquire the best methods to design, construct and deliver lesson plans. You will learn in a very positive learning environment, which includes a variety of class time, online learning and extensive on-road training.  You will also gain skills to run your own business, customer service, basic bookkeeping, marketing and safety procedures.  With our road transport and logistics course, you will receive the guidance of highly skilled and respected instructors. You will study:    the art of car control through verbal instruction how to safely use the dual control systems in driving school vehicles how to physically take control of the situation during an emergency","You will be qualified to teach and prepare clients in obtaining a Victorian drivers licence (in vehicles under 4.5 tonne) for your own business or registered driving schools. Work in this field can be challenging as well as flexible enabling you to determine your own working hours. Ideal also for people with school aged children, retirees, return to work adults and work transition.",Australia,No,Yes,No,Yes,No,,Normal,No,BSBRKG304 Maintain Business Records,,,TLIC1051 Operate Commercial Vehicle,,,TLIC3036 Apply Safe Car Driving Behaviours,,,TLIF1001 Follow Work Health And Safety Procedures,,,TLIG2007 Work In A Socially Diverse Environment,,,TLII1002 Apply Customer Service Skills,,,TLIL2060 Complete Induction To The Transport Industry,,,TLIL4009 Manage Personal Work Priorities And Professional Development,,,TLIM0001 Conduct Learner Driver Training,,,TLIM4001 Develop Safe Car Driving Behaviours In Others,,,TAEDEL301 Provide Work Skill Instruction,,,TAEDES401 Design And Develop Learning Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Box Hill Institute,Melbourne,Certificate III in Early Childhood Education and Care, Early Childhood Education,539,539,AUD,Years,5.0,Months,Yes,Yes,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/certificate-iii-in-early-childhood-education-and-care-hcec3b-trn/,English,A,"This early childhood education course is the minimum entry requirement for working in the early childhood sector. Students undertaking this course will learn from experienced and supportive teachers and must complete work placement with children aged birth - 6 years. You will gain the skills and knowledge to:  maintain a safe and hygienic environment and practices promote healthy eating and ensure that food and drinks provided are nutritious, appropriate for each child and prepared in a safe and hygienic manner. apply strategies to guide responsible behaviour of children and young people in a safe and supportive environment. provide children with opportunities to maximise their potential and develop a foundation for future success. understand and comply with legislations and regulatory requirements","Work settings may include preschools/kindergartens, long day care, out of hours school care, recreation and mobile care services.",Australia,No,Yes,No,Yes,No,,Traineeship,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Box Hill Institute,Melbourne,Certificate III in Early Childhood Education and Care, Early Childhood Education,539,539,AUD,Years,5.0,Months,Yes,Yes,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/certificate-iii-in-early-childhood-education-and-care-hcec3b-trn/,English,A,"This early childhood education course is the minimum entry requirement for working in the early childhood sector. Students undertaking this course will learn from experienced and supportive teachers and must complete work placement with children aged birth - 6 years. You will gain the skills and knowledge to:  maintain a safe and hygienic environment and practices promote healthy eating and ensure that food and drinks provided are nutritious, appropriate for each child and prepared in a safe and hygienic manner. apply strategies to guide responsible behaviour of children and young people in a safe and supportive environment. provide children with opportunities to maximise their potential and develop a foundation for future success. understand and comply with legislations and regulatory requirements","Work settings may include preschools/kindergartens, long day care, out of hours school care, recreation and mobile care services.",Australia,No,Yes,No,Yes,No,,Traineeship,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Box Hill Institute,Melbourne,Diploma of Early Childhood Education and Care, Early Childhood Education,473,473,AUD,Years,18.0,Months,Yes,Yes,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/diploma-of-early-childhood-education-and-care-hcec5b-trn/,English,A,"If you'd like to become a qualified early childhood educator, our early childhood education and care course will allow you to develop the skills and knowledge to successfully work in a range of early childhood settings. In our early childhood education and care course, you’ll study:  the principles and practices of early childhood pedagogy child development health and well being working in partnerships with families legal and regulatory compliance managing teams and care environments  You'll learn how to design and implement educational programs that support developmental outcomes for children from birth to twelve years of age. Enhance your skills and confidence in classes with experienced and supportive trainers, in practical children’s services simulation rooms and during extensive industry work placement.",After successful completion of our early childhood education and care course you may wish to apply for employment opportunities as a qualified early childhood educator in organisations that offer:  long day care occasional care family day care preschool education early intervention out-of-hours school care,Australia,No,Yes,No,Yes,No,,Traineeship,Yes,CHCLEG001 Work Legally And Ethically,,,HLTWHS003 Maintain Work Health And Safety,,,CHCECE019 Facilitate Compliance In An Education And Care Service,,,CHCECE017 Foster The Holistic Development And Wellbeing Of The Child In Early Childhood,,,CHCECE020 Establish And Implement Plans For Developing Cooperative Behaviour,,,CHCECE016 Establish And Maintain A Safe And Healthy Environment For Children,,,CHCECE021 Implement Strategies For The Inclusion Of All Children,,,CHCECE022 Promote Children's Agency,,,CHCECE023 Analyse Information To Inform Learning,,,CHCECE025 Embed Sustainable Practices In Service Operations,,,CHCECE018 Nurture Creativity In Children,,,CHCECE024 Design And Implement The Curriculum To Foster Children's Learning And Development,,,CHCDIV002 Promote Aboriginal And/or Torres Strait Islander Cultural Safety,,,HLTAID004 Provide An Emergency First Aid Response In An Education And Care Setting,,,CHCECE002 Ensure The Health And Safety Of Children,,,CHCECE004 Promote And Provide Healthy Food And Drinks,,,CHCECE005 Provide Care For Babies And Toddlers,,,CHCECE001 Develop Cultural Competence,,,CHCECE007 Develop Positive And Respectful Relationships With Children,,,CHCPRT001 Identify And Respond To Children And Young People At Risk,,,CHCECE003 Provide Care For Children,,,CHCECE009 Use An Approved Learning Framework To Guide Practice,,,CHCECE026 Work In Partnership With Families To Provide Appropriate Education And Care For Children,,,CHCECE011 Provide Experiences To Support Children's Play And Learning,,,CHCECE010 Support The Holistic Development Of Children In Early Childhood,,,CHCECE013 Use Information About Children To Inform Practice,,,BSBLED401 Develop Teams And Individuals,,,CHCPRP003 Reflect On And Improve Own Professional Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Box Hill Institute,Melbourne,Diploma of Early Childhood Education and Care, Early Childhood Education,473,473,AUD,Years,18.0,Months,Yes,Yes,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/diploma-of-early-childhood-education-and-care-hcec5b-trn/,English,A,"If you'd like to become a qualified early childhood educator, our early childhood education and care course will allow you to develop the skills and knowledge to successfully work in a range of early childhood settings. In our early childhood education and care course, you’ll study:  the principles and practices of early childhood pedagogy child development health and well being working in partnerships with families legal and regulatory compliance managing teams and care environments  You'll learn how to design and implement educational programs that support developmental outcomes for children from birth to twelve years of age. Enhance your skills and confidence in classes with experienced and supportive trainers, in practical children’s services simulation rooms and during extensive industry work placement.",After successful completion of our early childhood education and care course you may wish to apply for employment opportunities as a qualified early childhood educator in organisations that offer:  long day care occasional care family day care preschool education early intervention out-of-hours school care,Australia,No,Yes,No,Yes,No,,Traineeship,Yes,CHCLEG001 Work Legally And Ethically,,,HLTWHS003 Maintain Work Health And Safety,,,CHCECE019 Facilitate Compliance In An Education And Care Service,,,CHCECE017 Foster The Holistic Development And Wellbeing Of The Child In Early Childhood,,,CHCECE020 Establish And Implement Plans For Developing Cooperative Behaviour,,,CHCECE016 Establish And Maintain A Safe And Healthy Environment For Children,,,CHCECE021 Implement Strategies For The Inclusion Of All Children,,,CHCECE022 Promote Children's Agency,,,CHCECE023 Analyse Information To Inform Learning,,,CHCECE025 Embed Sustainable Practices In Service Operations,,,CHCECE018 Nurture Creativity In Children,,,CHCECE024 Design And Implement The Curriculum To Foster Children's Learning And Development,,,CHCDIV002 Promote Aboriginal And/or Torres Strait Islander Cultural Safety,,,HLTAID004 Provide An Emergency First Aid Response In An Education And Care Setting,,,CHCECE002 Ensure The Health And Safety Of Children,,,CHCECE004 Promote And Provide Healthy Food And Drinks,,,CHCECE005 Provide Care For Babies And Toddlers,,,CHCECE001 Develop Cultural Competence,,,CHCECE007 Develop Positive And Respectful Relationships With Children,,,CHCPRT001 Identify And Respond To Children And Young People At Risk,,,CHCECE003 Provide Care For Children,,,CHCECE009 Use An Approved Learning Framework To Guide Practice,,,CHCECE026 Work In Partnership With Families To Provide Appropriate Education And Care For Children,,,CHCECE011 Provide Experiences To Support Children's Play And Learning,,,CHCECE010 Support The Holistic Development Of Children In Early Childhood,,,CHCECE013 Use Information About Children To Inform Practice,,,BSBLED401 Develop Teams And Individuals,,,CHCPRP003 Reflect On And Improve Own Professional Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Box Hill Institute,Workplace,Diploma of Early Childhood Education and Care, Early Childhood Education,473,473,AUD,Years,18.0,Months,Yes,Yes,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/diploma-of-early-childhood-education-and-care-hcec5b-trn/,English,A,"If you'd like to become a qualified early childhood educator, our early childhood education and care course will allow you to develop the skills and knowledge to successfully work in a range of early childhood settings. In our early childhood education and care course, you’ll study:  the principles and practices of early childhood pedagogy child development health and well being working in partnerships with families legal and regulatory compliance managing teams and care environments  You'll learn how to design and implement educational programs that support developmental outcomes for children from birth to twelve years of age. Enhance your skills and confidence in classes with experienced and supportive trainers, in practical children’s services simulation rooms and during extensive industry work placement.",After successful completion of our early childhood education and care course you may wish to apply for employment opportunities as a qualified early childhood educator in organisations that offer:  long day care occasional care family day care preschool education early intervention out-of-hours school care,Australia,No,Yes,No,Yes,No,,Traineeship,Yes,CHCLEG001 Work Legally And Ethically,,,HLTWHS003 Maintain Work Health And Safety,,,CHCECE019 Facilitate Compliance In An Education And Care Service,,,CHCECE017 Foster The Holistic Development And Wellbeing Of The Child In Early Childhood,,,CHCECE020 Establish And Implement Plans For Developing Cooperative Behaviour,,,CHCECE016 Establish And Maintain A Safe And Healthy Environment For Children,,,CHCECE021 Implement Strategies For The Inclusion Of All Children,,,CHCECE022 Promote Children's Agency,,,CHCECE023 Analyse Information To Inform Learning,,,CHCECE025 Embed Sustainable Practices In Service Operations,,,CHCECE018 Nurture Creativity In Children,,,CHCECE024 Design And Implement The Curriculum To Foster Children's Learning And Development,,,CHCDIV002 Promote Aboriginal And/or Torres Strait Islander Cultural Safety,,,HLTAID004 Provide An Emergency First Aid Response In An Education And Care Setting,,,CHCECE002 Ensure The Health And Safety Of Children,,,CHCECE004 Promote And Provide Healthy Food And Drinks,,,CHCECE005 Provide Care For Babies And Toddlers,,,CHCECE001 Develop Cultural Competence,,,CHCECE007 Develop Positive And Respectful Relationships With Children,,,CHCPRT001 Identify And Respond To Children And Young People At Risk,,,CHCECE003 Provide Care For Children,,,CHCECE009 Use An Approved Learning Framework To Guide Practice,,,CHCECE026 Work In Partnership With Families To Provide Appropriate Education And Care For Children,,,CHCECE011 Provide Experiences To Support Children's Play And Learning,,,CHCECE010 Support The Holistic Development Of Children In Early Childhood,,,CHCECE013 Use Information About Children To Inform Practice,,,BSBLED401 Develop Teams And Individuals,,,CHCPRP003 Reflect On And Improve Own Professional Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Box Hill Institute,Melbourne,Diploma of Early Childhood Education and Care, Early Childhood Education,"15,750",,AUD,Years,18.0,Months,Yes,No,ATAR,IELTS,,,6.0,,https://www.boxhill.edu.au/courses/diploma-of-early-childhood-education-and-care-hcec5b-i/,English,I,"If you'd like to become a qualified early childhood educator, our early childhood education and care course will allow you to develop the skills and knowledge to successfully work in a range of early childhood settings. In our early childhood education and care course, you’ll study:  the principles and practices of early childhood pedagogy child development health and well being working in partnerships with families legal and regulatory compliance managing teams and care environments  You'll learn how to design and implement educational programs that support developmental outcomes for children from birth to twelve years of age. Enhance your skills and confidence in classes with experienced and supportive trainers, in practical children’s services simulation rooms and during extensive industry work placement.",After successful completion of our early childhood education and care course you may wish to apply for employment opportunities as a qualified early childhood educator in organisations that offer:  long day care occasional care family day care preschool education early intervention out-of-hours school care,Australia,No,Yes,No,Yes,No,,Normal,No,CHCLEG001 Work Legally And Ethically,,,HLTWHS003 Maintain Work Health And Safety,,,CHCECE019 Facilitate Compliance In An Education And Care Service,,,CHCECE017 Foster The Holistic Development And Wellbeing Of The Child In Early Childhood,,,CHCECE020 Establish And Implement Plans For Developing Cooperative Behaviour,,,CHCECE016 Establish And Maintain A Safe And Healthy Environment For Children,,,CHCECE021 Implement Strategies For The Inclusion Of All Children,,,CHCECE022 Promote Children's Agency,,,CHCECE023 Analyse Information To Inform Learning,,,CHCECE025 Embed Sustainable Practices In Service Operations,,,CHCECE018 Nurture Creativity In Children,,,CHCECE024 Design And Implement The Curriculum To Foster Children's Learning And Development,,,CHCDIV002 Promote Aboriginal And/or Torres Strait Islander Cultural Safety,,,HLTAID004 Provide An Emergency First Aid Response In An Education And Care Setting,,,CHCECE002 Ensure The Health And Safety Of Children,,,CHCECE004 Promote And Provide Healthy Food And Drinks,,,CHCECE005 Provide Care For Babies And Toddlers,,,CHCECE001 Develop Cultural Competence,,,CHCECE007 Develop Positive And Respectful Relationships With Children,,,CHCPRT001 Identify And Respond To Children And Young People At Risk,,,CHCECE003 Provide Care For Children,,,CHCECE009 Use An Approved Learning Framework To Guide Practice,,,CHCECE026 Work In Partnership With Families To Provide Appropriate Education And Care For Children,,,CHCECE011 Provide Experiences To Support Children's Play And Learning,,,CHCECE010 Support The Holistic Development Of Children In Early Childhood,,,CHCECE013 Use Information About Children To Inform Practice,,,BSBLED401 Develop Teams And Individuals,,,CHCPRP003 Reflect On And Improve Own Professional Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
